"",drug,cell_line,IC50,OncotreeCode
49053,Dacarbazine,NCIH1944,6.175727,LUAD
49054,Dactinomycin,NCIH1944,-3.413058,LUAD
49055,Dactolisib,NCIH1944,-1.112148,LUAD
49056,Dasatinib,NCIH1944,4.301008,LUAD
49057,Dihydrorotenone,NCIH1944,-0.381873,LUAD
49058,Dinaciclib,NCIH1944,-3.030471,LUAD
49059,Docetaxel,NCIH1944,-4.260119,LUAD
49060,Doramapimod,NCIH1944,6.010318,LUAD
49061,EHT-1864,NCIH1944,3.526617,LUAD
49062,EPZ004777,NCIH1944,6.227022,LUAD
49063,EPZ5676,NCIH1944,6.389635,LUAD
49064,Elephantin,NCIH1944,4.761913,LUAD
49065,Entinostat,NCIH1944,0.657816,LUAD
49066,Entospletinib,NCIH1944,3.969770,LUAD
49067,Epirubicin,NCIH1944,-0.014554,LUAD
49068,Erlotinib,NCIH1944,1.839476,LUAD
49069,Fludarabine,NCIH1944,3.342019,LUAD
49070,Foretinib,NCIH1944,1.133598,LUAD
49071,Fulvestrant,NCIH1944,3.775970,LUAD
49072,GDC0810,NCIH1944,5.190026,LUAD
49073,GNE-317,NCIH1944,1.704321,LUAD
49074,GSK-LSD1,NCIH1944,2.557115,LUAD
49075,GSK1904529A,NCIH1944,3.865958,LUAD
49076,GSK2110183B,NCIH1944,2.620793,LUAD
49077,GSK2578215A,NCIH1944,5.802225,LUAD
49078,GSK2606414,NCIH1944,3.107191,LUAD
49079,GSK2801,NCIH1944,4.022998,LUAD
49080,GSK2830371,NCIH1944,4.898283,LUAD
49081,GSK343,NCIH1944,3.805805,LUAD
49082,GSK591,NCIH1944,4.197177,LUAD
49083,GW441756,NCIH1944,3.503350,LUAD
49084,Gallibiscoquinazole,NCIH1944,3.428485,LUAD
49085,Gefitinib,NCIH1944,3.248696,LUAD
49086,Gemcitabine,NCIH1944,-2.457412,LUAD
49087,I-BET-762,NCIH1944,2.944843,LUAD
49088,I-BRD9,NCIH1944,4.748475,LUAD
49089,ICL-SIRT078,NCIH1944,3.924659,LUAD
49090,IWP-2,NCIH1944,1.663491,LUAD
49091,Ibrutinib,NCIH1944,4.473263,LUAD
49092,Ipatasertib,NCIH1944,3.573547,LUAD
49093,Irinotecan,NCIH1944,2.751551,LUAD
49094,JNK Inhibitor VIII,NCIH1944,5.807963,LUAD
49095,JQ1,NCIH1944,1.399735,LUAD
49096,KRAS (G12C) Inhibitor-12,NCIH1944,5.468657,LUAD
49097,KU-55933,NCIH1944,5.559368,LUAD
49098,L-Oxonoreleagnine,NCIH1944,4.305156,LUAD
49099,LCL161,NCIH1944,4.738572,LUAD
49100,LGK974,NCIH1944,3.239563,LUAD
49101,LJI308,NCIH1944,6.055653,LUAD
49102,LMP744,NCIH1944,-0.277852,LUAD
49103,LY2109761,NCIH1944,5.855385,LUAD
49104,Lapatinib,NCIH1944,3.880199,LUAD
49105,Leflunomide,NCIH1944,5.443252,LUAD
49106,Lenalidomide,NCIH1944,6.051737,LUAD
49107,Lestaurtinib,NCIH1944,-0.688243,LUAD
49108,Linsitinib,NCIH1944,3.976887,LUAD
49109,Luminespib,NCIH1944,-2.244760,LUAD
49110,MG-132,NCIH1944,0.716715,LUAD
49111,MIM1,NCIH1944,4.495123,LUAD
49112,MIRA-1,NCIH1944,6.089413,LUAD
49113,MK-1775,NCIH1944,0.584074,LUAD
49114,MK-2206,NCIH1944,2.353187,LUAD
49115,MK-8776,NCIH1944,4.051015,LUAD
49116,ML323,NCIH1944,3.966195,LUAD
49117,MN-64,NCIH1944,4.182593,LUAD
49118,Methotrexate,NCIH1944,0.430264,LUAD
49119,Mirin,NCIH1944,4.143813,LUAD
49120,Mitoxantrone,NCIH1944,-0.714477,LUAD
49121,Motesanib,NCIH1944,6.265688,LUAD
49122,Mycophenolic acid,NCIH1944,1.022161,LUAD
49123,N-acetyl cysteine,NCIH1944,9.807567,LUAD
49124,NU7441,NCIH1944,4.088439,LUAD
49125,NVP-ADW742,NCIH1944,4.684094,LUAD
49126,Navitoclax,NCIH1944,1.176697,LUAD
49127,Nelarabine,NCIH1944,5.819320,LUAD
49128,Nilotinib,NCIH1944,4.829992,LUAD
49129,Niraparib,NCIH1944,4.451379,LUAD
49130,Nutlin-3a (-),NCIH1944,3.056813,LUAD
49131,OF-1,NCIH1944,2.598325,LUAD
49132,OSI-027,NCIH1944,2.305249,LUAD
49133,OTX015,NCIH1944,2.346359,LUAD
49134,Obatoclax Mesylate,NCIH1944,1.009672,LUAD
49135,Olaparib,NCIH1944,4.832881,LUAD
49136,Osimertinib,NCIH1944,1.086201,LUAD
49137,Oxaliplatin,NCIH1944,4.235197,LUAD
49138,P22077,NCIH1944,5.800316,LUAD
49139,PCI-34051,NCIH1944,4.891557,LUAD
49140,PD0325901,NCIH1944,0.689909,LUAD
49141,PD173074,NCIH1944,4.521173,LUAD
49142,PFI-1,NCIH1944,4.211632,LUAD
49143,PFI3,NCIH1944,6.192418,LUAD
49144,PLX-4720,NCIH1944,5.910430,LUAD
49145,POMHEX,NCIH1944,2.143708,LUAD
49146,PRIMA-1MET,NCIH1944,6.542952,LUAD
49147,PRT062607,NCIH1944,2.928870,LUAD
49148,Paclitaxel,NCIH1944,0.231444,LUAD
49149,Palbociclib,NCIH1944,3.024736,LUAD
49150,Pevonedistat,NCIH1944,1.649191,LUAD
49151,Picolinici-acid,NCIH1944,5.982320,LUAD
49152,Pictilisib,NCIH1944,0.243270,LUAD
49153,Podophyllotoxin bromide,NCIH1944,-0.444331,LUAD
49154,Pyridostatin,NCIH1944,3.171285,LUAD
49155,RO-3306,NCIH1944,2.544434,LUAD
49156,RVX-208,NCIH1944,4.594806,LUAD
49157,Rapamycin,NCIH1944,-2.189282,LUAD
49158,Refametinib,NCIH1944,1.975732,LUAD
49159,Remodelin,NCIH1944,3.627248,LUAD
49160,Ribociclib,NCIH1944,5.355563,LUAD
49161,Romidepsin,NCIH1944,-5.279955,LUAD
49162,Rucaparib,NCIH1944,3.891687,LUAD
49163,Ruxolitinib,NCIH1944,4.309885,LUAD
49164,SB216763,NCIH1944,6.208459,LUAD
49165,SB590885,NCIH1944,5.598312,LUAD
49166,SCH772984,NCIH1944,1.747805,LUAD
49167,SGC-CBP30,NCIH1944,4.705270,LUAD
49168,SGC0946,NCIH1944,2.212911,LUAD
49169,SN-38,NCIH1944,-4.108877,LUAD
49170,Sabutoclax,NCIH1944,-0.639460,LUAD
49171,Sapitinib,NCIH1944,3.010486,LUAD
49172,Savolitinib,NCIH1944,1.516308,LUAD
49173,Schweinfurthin A,NCIH1944,2.819643,LUAD
49174,Selumetinib,NCIH1944,2.854835,LUAD
49175,Sepantronium bromide,NCIH1944,-2.960989,LUAD
49176,Serdemetan,NCIH1944,3.462913,LUAD
49177,Sinularin,NCIH1944,4.016215,LUAD
49178,Sorafenib,NCIH1944,2.365503,LUAD
49179,Staurosporine,NCIH1944,-1.766997,LUAD
49180,Talazoparib,NCIH1944,2.306370,LUAD
49181,Tamoxifen,NCIH1944,4.915416,LUAD
49182,Tanespimycin,NCIH1944,-1.589904,LUAD
49183,Taselisib,NCIH1944,0.744270,LUAD
49184,Telomerase Inhibitor IX,NCIH1944,2.381866,LUAD
49185,Temozolomide,NCIH1944,7.536875,LUAD
49186,Temsirolimus,NCIH1944,2.015145,LUAD
49187,Teniposide,NCIH1944,0.961288,LUAD
49188,Topotecan,NCIH1944,-1.057685,LUAD
49189,Trametinib,NCIH1944,-0.382788,LUAD
49190,UMI-77,NCIH1944,4.431307,LUAD
49191,UNC0379,NCIH1944,5.210662,LUAD
49192,UNC0638,NCIH1944,6.053907,LUAD
49193,Ulixertinib,NCIH1944,2.624351,LUAD
49194,Uprosertib,NCIH1944,1.797331,LUAD
49195,VE-822,NCIH1944,0.297216,LUAD
49196,VE821,NCIH1944,2.918513,LUAD
49197,VX-11e,NCIH1944,1.844819,LUAD
49198,Veliparib,NCIH1944,6.067804,LUAD
49199,Venetoclax,NCIH1944,2.525767,LUAD
49200,Vinblastine,NCIH1944,-3.005086,LUAD
49201,Vincristine,NCIH1944,-2.389754,LUAD
49202,Vinorelbine,NCIH1944,-3.752711,LUAD
49203,Vismodegib,NCIH1944,6.110546,LUAD
49204,Vorinostat,NCIH1944,2.341606,LUAD
49205,WEHI-539,NCIH1944,3.312239,LUAD
49206,WIKI4,NCIH1944,2.699240,LUAD
49207,WZ4003,NCIH1944,4.649897,LUAD
49208,Wee1 Inhibitor,NCIH1944,4.082366,LUAD
49209,Wnt-C59,NCIH1944,3.790312,LUAD
49210,XAV939,NCIH1944,3.803399,LUAD
49211,YK-4-279,NCIH1944,2.779146,LUAD
49212,ZM447439,NCIH1944,3.018366,LUAD
49213,Zoledronate,NCIH1944,4.475475,LUAD
49214,alpha-lipoic acid,NCIH1944,7.757910,LUAD
49215,glutathione,NCIH1944,9.821803,LUAD
49216,5-Fluorouracil,NCIH838,2.323645,LUAD
49217,ABT737,NCIH838,4.469566,LUAD
49218,AGI-5198,NCIH838,4.875237,LUAD
49219,AGI-6780,NCIH838,5.463842,LUAD
49220,AGK2,NCIH838,3.358599,LUAD
49221,AMG-319,NCIH838,3.618459,LUAD
49222,AT13148,NCIH838,1.904809,LUAD
49223,AZ6102,NCIH838,0.740348,LUAD
49224,AZ960,NCIH838,0.640729,LUAD
49225,AZD3759,NCIH838,2.981398,LUAD
49226,AZD4547,NCIH838,2.526984,LUAD
49227,AZD5363,NCIH838,2.458908,LUAD
49228,AZD5582,NCIH838,2.044181,LUAD
49229,AZD6482,NCIH838,3.663897,LUAD
49230,AZD6738,NCIH838,1.003322,LUAD
49231,AZD7762,NCIH838,-0.462569,LUAD
49232,AZD8186,NCIH838,2.022351,LUAD
49233,Afatinib,NCIH838,1.480711,LUAD
49234,Afuresertib,NCIH838,2.180837,LUAD
49235,Alisertib,NCIH838,1.783301,LUAD
49236,Alpelisib,NCIH838,2.392675,LUAD
49237,Avagacestat,NCIH838,3.628024,LUAD
49238,Axitinib,NCIH838,3.606463,LUAD
49239,BI-2536,NCIH838,-3.013622,LUAD
49240,BIBR-1532,NCIH838,3.482497,LUAD
49241,BMS-345541,NCIH838,2.349363,LUAD
49242,BMS-536924,NCIH838,0.529747,LUAD
49243,BMS-754807,NCIH838,0.853231,LUAD
49244,BX795,NCIH838,1.830291,LUAD
49245,Bicalutamide,NCIH838,4.501703,LUAD
49246,Bortezomib,NCIH838,-4.872747,LUAD
49247,Bosutinib,NCIH838,1.430866,LUAD
49248,Buparlisib,NCIH838,0.939909,LUAD
49249,CCT-018159,NCIH838,3.089359,LUAD
49250,CCT007093,NCIH838,4.597381,LUAD
49251,CHIR-99021,NCIH838,5.465948,LUAD
49252,CZC24832,NCIH838,4.804411,LUAD
49253,Camptothecin,NCIH838,-1.324837,LUAD
49254,Cediranib,NCIH838,2.298550,LUAD
49255,Crizotinib,NCIH838,2.088553,LUAD
49256,Cyclophosphamide,NCIH838,5.089994,LUAD
49257,Dabrafenib,NCIH838,4.602235,LUAD
49258,Dactinomycin,NCIH838,-5.492760,LUAD
49259,Dactolisib,NCIH838,-3.049675,LUAD
49260,Daporinad,NCIH838,-5.007513,LUAD
49261,Dasatinib,NCIH838,-3.152965,LUAD
49262,Dinaciclib,NCIH838,-3.845291,LUAD
49263,Docetaxel,NCIH838,-5.957926,LUAD
49264,Doramapimod,NCIH838,3.506018,LUAD
49265,EHT-1864,NCIH838,4.943673,LUAD
49266,EPZ004777,NCIH838,4.714034,LUAD
49267,EPZ5676,NCIH838,5.374179,LUAD
49268,Elesclomol,NCIH838,-3.029407,LUAD
49269,Entinostat,NCIH838,0.678038,LUAD
49270,Entospletinib,NCIH838,2.491449,LUAD
49271,Epirubicin,NCIH838,-0.957785,LUAD
49272,Erlotinib,NCIH838,3.796303,LUAD
49273,Foretinib,NCIH838,0.290498,LUAD
49274,Fulvestrant,NCIH838,3.098272,LUAD
49275,GDC0810,NCIH838,5.453381,LUAD
49276,GNE-317,NCIH838,-0.318461,LUAD
49277,GSK1904529A,NCIH838,4.188670,LUAD
49278,GSK2578215A,NCIH838,4.961707,LUAD
49279,GSK2606414,NCIH838,5.421291,LUAD
49280,GSK269962A,NCIH838,2.052619,LUAD
49281,GSK343,NCIH838,3.160760,LUAD
49282,GSK591,NCIH838,3.032236,LUAD
49283,GW441756,NCIH838,3.591410,LUAD
49284,Gefitinib,NCIH838,3.144366,LUAD
49285,Gemcitabine,NCIH838,-1.854085,LUAD
49286,I-BET-762,NCIH838,2.348104,LUAD
49287,I-BRD9,NCIH838,3.683220,LUAD
49288,IOX2,NCIH838,2.439714,LUAD
49289,IWP-2,NCIH838,3.100701,LUAD
49290,Ibrutinib,NCIH838,4.623740,LUAD
49291,Ipatasertib,NCIH838,3.323009,LUAD
49292,Irinotecan,NCIH838,3.047129,LUAD
49293,JNK Inhibitor VIII,NCIH838,4.255997,LUAD
49294,JQ1,NCIH838,1.049651,LUAD
49295,KRAS (G12C) Inhibitor-12,NCIH838,4.269091,LUAD
49296,KU-55933,NCIH838,5.368874,LUAD
49297,LCL161,NCIH838,5.066653,LUAD
49298,LGK974,NCIH838,5.228788,LUAD
49299,LJI308,NCIH838,5.249016,LUAD
49300,LY2109761,NCIH838,4.288995,LUAD
49301,Lapatinib,NCIH838,3.419623,LUAD
49302,Leflunomide,NCIH838,4.311940,LUAD
49303,Lenalidomide,NCIH838,5.446108,LUAD
49304,Lestaurtinib,NCIH838,0.516832,LUAD
49305,Linsitinib,NCIH838,2.885844,LUAD
49306,Luminespib,NCIH838,-3.014331,LUAD
49307,MG-132,NCIH838,-0.921086,LUAD
49308,MIRA-1,NCIH838,5.464998,LUAD
49309,MK-1775,NCIH838,-0.038297,LUAD
49310,MK-2206,NCIH838,1.842707,LUAD
49311,MK-8776,NCIH838,2.188617,LUAD
49312,ML323,NCIH838,3.987984,LUAD
49313,MN-64,NCIH838,2.628667,LUAD
49314,Methotrexate,NCIH838,2.999795,LUAD
49315,Mirin,NCIH838,3.748608,LUAD
49316,Motesanib,NCIH838,5.465948,LUAD
49317,NU7441,NCIH838,1.499845,LUAD
49318,NVP-ADW742,NCIH838,2.397001,LUAD
49319,Navitoclax,NCIH838,2.936352,LUAD
49320,Nilotinib,NCIH838,2.662015,LUAD
49321,Niraparib,NCIH838,4.395546,LUAD
49322,Nutlin-3a (-),NCIH838,4.750736,LUAD
49323,OF-1,NCIH838,4.903243,LUAD
49324,OSI-027,NCIH838,1.374902,LUAD
49325,OTX015,NCIH838,0.790368,LUAD
49326,Olaparib,NCIH838,4.159147,LUAD
49327,Osimertinib,NCIH838,1.636876,LUAD
49328,Oxaliplatin,NCIH838,3.871558,LUAD
49329,P22077,NCIH838,3.155957,LUAD
49330,PCI-34051,NCIH838,3.402364,LUAD
49331,PD0325901,NCIH838,0.895365,LUAD
49332,PD173074,NCIH838,2.250278,LUAD
49333,PF-4708671,NCIH838,3.786901,LUAD
49334,PFI-1,NCIH838,3.934631,LUAD
49335,PFI3,NCIH838,5.465948,LUAD
49336,PLX-4720,NCIH838,4.321768,LUAD
49337,PRIMA-1MET,NCIH838,2.989650,LUAD
49338,PRT062607,NCIH838,1.862767,LUAD
49339,Paclitaxel,NCIH838,-5.428480,LUAD
49340,Palbociclib,NCIH838,0.780658,LUAD
49341,Pevonedistat,NCIH838,-0.951149,LUAD
49342,Picolinici-acid,NCIH838,5.101484,LUAD
49343,Pictilisib,NCIH838,-0.457628,LUAD
49344,Piperlongumine,NCIH838,1.986993,LUAD
49345,Pyridostatin,NCIH838,3.968273,LUAD
49346,RO-3306,NCIH838,2.897804,LUAD
49347,RVX-208,NCIH838,4.067506,LUAD
49348,Rapamycin,NCIH838,-4.021314,LUAD
49349,Refametinib,NCIH838,2.577244,LUAD
49350,Ribociclib,NCIH838,2.401829,LUAD
49351,Rucaparib,NCIH838,2.934903,LUAD
49352,Ruxolitinib,NCIH838,2.602053,LUAD
49353,SB216763,NCIH838,5.464247,LUAD
49354,SB505124,NCIH838,3.088318,LUAD
49355,SB590885,NCIH838,4.772801,LUAD
49356,SCH772984,NCIH838,2.135148,LUAD
49357,SGC0946,NCIH838,1.917693,LUAD
49358,SL0101,NCIH838,5.335959,LUAD
49359,SN-38,NCIH838,-2.176544,LUAD
49360,Sabutoclax,NCIH838,-0.863759,LUAD
49361,Sapitinib,NCIH838,1.899307,LUAD
49362,Savolitinib,NCIH838,3.163363,LUAD
49363,Selumetinib,NCIH838,2.576577,LUAD
49364,Sepantronium bromide,NCIH838,-5.642593,LUAD
49365,Serdemetan,NCIH838,3.635023,LUAD
49366,Sorafenib,NCIH838,2.979526,LUAD
49367,Staurosporine,NCIH838,-4.424327,LUAD
49368,Talazoparib,NCIH838,2.268370,LUAD
49369,Tamoxifen,NCIH838,5.465948,LUAD
49370,Tanespimycin,NCIH838,-1.227749,LUAD
49371,Taselisib,NCIH838,1.343824,LUAD
49372,Telomerase Inhibitor IX,NCIH838,1.011523,LUAD
49373,Temozolomide,NCIH838,6.362592,LUAD
49374,Temsirolimus,NCIH838,-1.268843,LUAD
49375,Tozasertib,NCIH838,1.550014,LUAD
49376,Trametinib,NCIH838,0.145455,LUAD
49377,Tretinoin,NCIH838,5.108970,LUAD
49378,Ulixertinib,NCIH838,1.397021,LUAD
49379,Uprosertib,NCIH838,2.335848,LUAD
49380,VE-822,NCIH838,1.169253,LUAD
49381,VE821,NCIH838,1.742734,LUAD
49382,VX-11e,NCIH838,2.086013,LUAD
49383,Veliparib,NCIH838,4.928554,LUAD
49384,Venetoclax,NCIH838,3.706722,LUAD
49385,Vinorelbine,NCIH838,-4.167433,LUAD
49386,Vismodegib,NCIH838,5.424039,LUAD
49387,Vorinostat,NCIH838,1.625618,LUAD
49388,WEHI-539,NCIH838,4.356470,LUAD
49389,WIKI4,NCIH838,2.270483,LUAD
49390,WZ4003,NCIH838,5.407435,LUAD
49391,Wee1 Inhibitor,NCIH838,1.177215,LUAD
49392,Wnt-C59,NCIH838,4.900393,LUAD
49393,XAV939,NCIH838,2.321965,LUAD
49394,YK-4-279,NCIH838,1.226917,LUAD
49395,ZM447439,NCIH838,1.444429,LUAD
51295,5-Fluorouracil,NCIH1694,4.921951,SCLC
51296,5-azacytidine,NCIH1694,3.572765,SCLC
51297,A-366,NCIH1694,5.079932,SCLC
51298,ABT737,NCIH1694,1.712592,SCLC
51299,AGI-5198,NCIH1694,3.012859,SCLC
51300,AGI-6780,NCIH1694,4.079763,SCLC
51301,AGK2,NCIH1694,4.115192,SCLC
51302,AZ960,NCIH1694,3.380970,SCLC
51303,AZD1208,NCIH1694,4.089303,SCLC
51304,AZD1332,NCIH1694,5.328111,SCLC
51305,AZD2014,NCIH1694,2.534210,SCLC
51306,AZD3759,NCIH1694,1.641833,SCLC
51307,AZD4547,NCIH1694,1.043262,SCLC
51308,AZD5153,NCIH1694,3.078042,SCLC
51309,AZD5363,NCIH1694,2.450829,SCLC
51310,AZD5438,NCIH1694,2.377099,SCLC
51311,AZD5582,NCIH1694,1.964700,SCLC
51312,AZD5991,NCIH1694,3.042588,SCLC
51313,AZD6738,NCIH1694,2.032982,SCLC
51314,AZD7762,NCIH1694,0.690936,SCLC
51315,AZD8055,NCIH1694,2.118975,SCLC
51316,AZD8186,NCIH1694,2.749416,SCLC
51317,Acetalax,NCIH1694,6.472013,SCLC
51318,Afatinib,NCIH1694,2.242695,SCLC
51319,Afuresertib,NCIH1694,1.962817,SCLC
51320,Alisertib,NCIH1694,2.726208,SCLC
51321,Alpelisib,NCIH1694,4.903225,SCLC
51322,Avagacestat,NCIH1694,4.346221,SCLC
51323,Axitinib,NCIH1694,2.097297,SCLC
51324,BI-2536,NCIH1694,-3.018232,SCLC
51325,BMS-345541,NCIH1694,3.049050,SCLC
51326,BMS-536924,NCIH1694,2.737571,SCLC
51327,BMS-754807,NCIH1694,2.567174,SCLC
51328,Bleomycin,NCIH1694,3.509043,SCLC
51329,Bleomycin (50 uM),NCIH1694,3.457966,SCLC
51330,Bortezomib,NCIH1694,-4.326383,SCLC
51331,Bosutinib,NCIH1694,3.719341,SCLC
51332,Bromosporine,NCIH1694,3.764232,SCLC
51333,Buparlisib,NCIH1694,1.189249,SCLC
51334,CCT007093,NCIH1694,5.062374,SCLC
51335,CPI-637,NCIH1694,4.450211,SCLC
51336,CZC24832,NCIH1694,5.312562,SCLC
51337,Camptothecin,NCIH1694,-3.842453,SCLC
51338,Carmustine,NCIH1694,5.941314,SCLC
51339,Cediranib,NCIH1694,3.649203,SCLC
51340,Cisplatin,NCIH1694,2.055339,SCLC
51341,Crizotinib,NCIH1694,4.398179,SCLC
51342,Cyclophosphamide,NCIH1694,5.300616,SCLC
51343,Cytarabine,NCIH1694,1.620649,SCLC
51344,Dacarbazine,NCIH1694,5.931313,SCLC
51345,Dactinomycin,NCIH1694,-3.684007,SCLC
51346,Dactolisib,NCIH1694,-0.144901,SCLC
51347,Dasatinib,NCIH1694,3.870435,SCLC
51348,Dihydrorotenone,NCIH1694,-0.348060,SCLC
51349,Dinaciclib,NCIH1694,-1.874484,SCLC
51350,Docetaxel,NCIH1694,-0.333235,SCLC
51351,Doramapimod,NCIH1694,5.031942,SCLC
51352,EHT-1864,NCIH1694,3.031130,SCLC
51353,EPZ004777,NCIH1694,5.034117,SCLC
51354,EPZ5676,NCIH1694,5.053922,SCLC
51355,Elephantin,NCIH1694,1.749702,SCLC
51356,Entinostat,NCIH1694,0.931688,SCLC
51357,Entospletinib,NCIH1694,4.279176,SCLC
51358,Epirubicin,NCIH1694,-2.301238,SCLC
51359,Erlotinib,NCIH1694,2.320855,SCLC
51360,Fludarabine,NCIH1694,6.016286,SCLC
51361,Fulvestrant,NCIH1694,3.831014,SCLC
51362,GDC0810,NCIH1694,5.088742,SCLC
51363,GNE-317,NCIH1694,2.894152,SCLC
51364,GSK-LSD1,NCIH1694,3.054425,SCLC
51365,GSK1904529A,NCIH1694,3.791103,SCLC
51366,GSK2110183B,NCIH1694,4.037339,SCLC
51367,GSK2578215A,NCIH1694,5.379214,SCLC
51368,GSK2606414,NCIH1694,3.043585,SCLC
51369,GSK2801,NCIH1694,4.744310,SCLC
51370,GSK2830371,NCIH1694,3.693496,SCLC
51371,GSK343,NCIH1694,3.076629,SCLC
51372,GW441756,NCIH1694,3.217809,SCLC
51373,Gallibiscoquinazole,NCIH1694,2.971559,SCLC
51374,Gefitinib,NCIH1694,3.180344,SCLC
51375,Gemcitabine,NCIH1694,-0.801526,SCLC
51376,I-BET-762,NCIH1694,4.402632,SCLC
51377,I-BRD9,NCIH1694,5.063890,SCLC
51378,IWP-2,NCIH1694,1.841607,SCLC
51379,Ibrutinib,NCIH1694,5.339629,SCLC
51380,Ipatasertib,NCIH1694,3.919968,SCLC
51381,Irinotecan,NCIH1694,0.527933,SCLC
51382,JNK Inhibitor VIII,NCIH1694,4.310322,SCLC
51383,JQ1,NCIH1694,2.307724,SCLC
51384,KRAS (G12C) Inhibitor-12,NCIH1694,5.143392,SCLC
51385,KU-55933,NCIH1694,5.181766,SCLC
51386,L-Oxonoreleagnine,NCIH1694,4.083611,SCLC
51387,LCL161,NCIH1694,4.690202,SCLC
51388,LGK974,NCIH1694,2.809993,SCLC
51389,LMP744,NCIH1694,-2.971889,SCLC
51390,LY2109761,NCIH1694,5.379214,SCLC
51391,Lapatinib,NCIH1694,5.037862,SCLC
51392,Leflunomide,NCIH1694,4.702169,SCLC
51393,Lenalidomide,NCIH1694,3.793121,SCLC
51394,Lestaurtinib,NCIH1694,-0.294441,SCLC
51395,Linsitinib,NCIH1694,4.035158,SCLC
51396,Luminespib,NCIH1694,0.690103,SCLC
51397,MG-132,NCIH1694,-0.504233,SCLC
51398,MIM1,NCIH1694,2.407245,SCLC
51399,MIRA-1,NCIH1694,5.698635,SCLC
51400,MK-1775,NCIH1694,1.511705,SCLC
51401,MK-2206,NCIH1694,3.389403,SCLC
51402,ML323,NCIH1694,4.157851,SCLC
51403,MN-64,NCIH1694,5.127889,SCLC
51404,Methotrexate,NCIH1694,2.344249,SCLC
51405,Mirin,NCIH1694,4.531666,SCLC
51406,Mitoxantrone,NCIH1694,-1.839814,SCLC
51407,Motesanib,NCIH1694,4.106783,SCLC
51408,N-acetyl cysteine,NCIH1694,10.573252,SCLC
51409,NU7441,NCIH1694,4.354852,SCLC
51410,NVP-ADW742,NCIH1694,2.842161,SCLC
51411,Navitoclax,NCIH1694,1.900197,SCLC
51412,Nelarabine,NCIH1694,6.034260,SCLC
51413,Nilotinib,NCIH1694,4.213588,SCLC
51414,Niraparib,NCIH1694,2.527689,SCLC
51415,Nutlin-3a (-),NCIH1694,4.706642,SCLC
51416,OF-1,NCIH1694,3.257754,SCLC
51417,OSI-027,NCIH1694,4.672314,SCLC
51418,OTX015,NCIH1694,4.352943,SCLC
51419,Obatoclax Mesylate,NCIH1694,1.709641,SCLC
51420,Olaparib,NCIH1694,3.223170,SCLC
51421,Osimertinib,NCIH1694,3.046351,SCLC
51422,Oxaliplatin,NCIH1694,3.264014,SCLC
51423,P22077,NCIH1694,1.875000,SCLC
51424,PCI-34051,NCIH1694,4.119910,SCLC
51425,PD0325901,NCIH1694,2.792642,SCLC
51426,PD173074,NCIH1694,5.547830,SCLC
51427,PFI-1,NCIH1694,5.284982,SCLC
51428,PFI3,NCIH1694,4.918339,SCLC
51429,PLX-4720,NCIH1694,5.346782,SCLC
51430,POMHEX,NCIH1694,2.234261,SCLC
51431,PRIMA-1MET,NCIH1694,2.972076,SCLC
51432,PRT062607,NCIH1694,4.000334,SCLC
51433,Paclitaxel,NCIH1694,-0.578905,SCLC
51434,Palbociclib,NCIH1694,5.039427,SCLC
51435,Picolinici-acid,NCIH1694,5.040786,SCLC
51436,Pictilisib,NCIH1694,3.788530,SCLC
51437,Podophyllotoxin bromide,NCIH1694,-0.384599,SCLC
51438,RO-3306,NCIH1694,4.061339,SCLC
51439,RVX-208,NCIH1694,5.379151,SCLC
51440,Refametinib,NCIH1694,4.215660,SCLC
51441,Ribociclib,NCIH1694,3.976355,SCLC
51442,Romidepsin,NCIH1694,-5.061189,SCLC
51443,Rucaparib,NCIH1694,3.916750,SCLC
51444,Ruxolitinib,NCIH1694,4.707717,SCLC
51445,SB216763,NCIH1694,5.333592,SCLC
51446,SB590885,NCIH1694,4.672417,SCLC
51447,SCH772984,NCIH1694,3.371760,SCLC
51448,SGC-CBP30,NCIH1694,4.577043,SCLC
51449,SGC0946,NCIH1694,2.370727,SCLC
51450,SN-38,NCIH1694,-5.139029,SCLC
51451,Sabutoclax,NCIH1694,-1.780411,SCLC
51452,Sapitinib,NCIH1694,5.307887,SCLC
51453,Savolitinib,NCIH1694,0.615165,SCLC
51454,Schweinfurthin A,NCIH1694,-1.529222,SCLC
51455,Selumetinib,NCIH1694,5.475505,SCLC
51456,Sepantronium bromide,NCIH1694,-4.816745,SCLC
51457,Serdemetan,NCIH1694,2.983825,SCLC
51458,Sinularin,NCIH1694,4.092623,SCLC
51459,Sorafenib,NCIH1694,2.250132,SCLC
51460,Staurosporine,NCIH1694,-1.583026,SCLC
51461,Talazoparib,NCIH1694,-1.098799,SCLC
51462,Tamoxifen,NCIH1694,2.830127,SCLC
51463,Tanespimycin,NCIH1694,2.263307,SCLC
51464,Taselisib,NCIH1694,3.998636,SCLC
51465,Telomerase Inhibitor IX,NCIH1694,-0.250645,SCLC
51466,Temozolomide,NCIH1694,6.402996,SCLC
51467,Temsirolimus,NCIH1694,1.670017,SCLC
51468,Teniposide,NCIH1694,-2.165827,SCLC
51469,Topotecan,NCIH1694,-2.676695,SCLC
51470,Trametinib,NCIH1694,2.152794,SCLC
51471,UMI-77,NCIH1694,3.592685,SCLC
51472,UNC0379,NCIH1694,4.892843,SCLC
