,drug,cell_line,IC50,prediction
4054,ABT737,HT144,2.949303364,3.316836
4055,Bromosporine,HT144,2.246419175,1.707297
4056,BMS-754807,HT144,2.329317635,3.290286
4057,Mycophenolic acid,HT144,1.659949733,2.100946
4058,Vismodegib,HT144,5.494202041,4.398483
4059,BMS-345541,HT144,1.588889869,2.989499
4060,Ribociclib,HT144,4.069435101,3.606775
4061,SB590885,HT144,0.79063107,1.337916
4062,EHT-1864,HT144,4.62838326,3.835927
4063,AZD1208,HT144,4.8431405,5.277712
4064,AZD5153,HT144,2.550335806,1.331096
4065,Romidepsin,HT144,-5.408115229,-6.095182
4066,Wnt-C59,HT144,2.601684913,4.338496
4067,Bortezomib,HT144,-5.302676467,-4.897094
4068,Docetaxel,HT144,-3.163830686,-4.229241
4069,LCL161,HT144,4.447136039,5.057581
4070,CCT007093,HT144,4.043332119,5.172642
4071,MK-2206,HT144,2.892958019,2.77274
4072,Crizotinib,HT144,1.868039464,2.284914
4073,Fulvestrant,HT29,3.713232718,4.16702
4074,Dactolisib,HT29,-1.420369377,-2.16966
4075,PD0325901,HT29,-2.435552469,-2.383692
4076,Podophyllotoxin bromide,HT29,-1.082800717,-0.819233
4077,Lapatinib,HT29,2.204018127,3.449017
4078,Daporinad,HT29,-5.410787492,-4.988237
4079,Dinaciclib,HT29,-3.31335591,-2.929106
4080,OF-1,HT29,4.81822636,5.348419
4081,SN-38,HT29,-2.787607812,-2.899184
4082,UNC0638,HT29,2.054185041,4.270994
4083,Obatoclax Mesylate,HT29,-1.829078648,0.08625
4084,AGK2,HT29,3.628346353,3.398907
4085,Alpelisib,HT29,2.2823292,2.329679
4086,CZC24832,HT29,6.787364282,5.610142
4087,PRIMA-1MET,HT29,5.530065984,5.940069
4088,IWP-2,HT29,3.265193225,3.102383
4089,GSK2830371,HT29,7.473063291,6.633193
4090,RVX-208,HT29,4.938646598,5.407739
4091,Lestaurtinib,HT29,-0.239511531,-0.183406
4092,NU7441,HT29,1.67314314,2.661138
4093,PFI-1,HT29,3.335507499,3.736856
4094,AZD5582,HT3,2.517120666,1.4858
4095,MIM1,HT3,2.484257977,3.959213
4096,Topotecan,HT3,-1.324591536,-0.857491
4097,Schweinfurthin A,HT3,3.054602592,3.108539
4098,ML323,HT3,3.835764877,3.711519
4099,MK-2206,HT3,5.285109914,4.089161
4100,YK-4-279,HT3,2.25052618,3.708508
4101,JQ1,HT3,2.178690644,3.354653
4102,AZD3759,HT3,1.974490523,2.372487
4103,Tamoxifen,HT3,3.729629362,4.249812
4104,CZC24832,HT3,5.337516196,5.103826
4105,Podophyllotoxin bromide,HT3,3.225170213,2.241099
4106,XAV939,HT3,3.470597467,4.147357
4107,GSK343,HT3,4.151911888,4.532935
4108,GNE-317,HT3,2.100568793,2.352897
4109,GSK-LSD1,HT3,1.157181464,2.879837
4110,Doramapimod,HT3,4.144377038,5.037124
4111,Niraparib,HT3,4.423336168,4.538917
4112,Veliparib,HT3,5.497701492,4.991015
4113,WZ4003,HT55,2.910485309,3.143925
4114,Telomerase Inhibitor IX,HT55,1.152838779,0.853174
4115,Leflunomide,HT55,5.126082821,5.273733
4116,Cediranib,HT55,1.841045782,1.856427
4117,GSK2606414,HT55,2.487223128,3.560082
4118,MN-64,HT55,5.42244005,5.038525
4119,SB216763,HT55,4.600365154,5.567119
4120,Podophyllotoxin bromide,HT55,-0.604702031,-0.246309
4121,CCT007093,HT55,5.56977214,5.571582
4122,Temozolomide,HT55,7.768954777,7.140094
4123,Methotrexate,HT55,0.520565924,-0.677366
4124,Wnt-C59,HT55,3.655023162,4.454236
4125,VE821,HT55,4.187495561,3.781675
4126,Elephantin,HT55,2.275818369,3.657385
4127,Vincristine,HT55,-2.675605249,-0.65444
4128,BMS-536924,HT55,0.401878119,0.505626
4129,Vinorelbine,HT55,-4.36051711,-2.941408
4130,Alpelisib,HT55,2.187598455,2.598392
4131,Sinularin,HT55,3.225728984,3.61396
4132,Bosutinib,HTCC3,2.394273838,2.702244
4133,alpha-lipoic acid,HTCC3,8.45335374,7.531013
4134,Buparlisib,HTCC3,0.967131854,1.184195
4135,Vinorelbine,HTCC3,-4.269566912,-3.301351
4136,MK-2206,HTCC3,3.946535295,3.917171
4137,Refametinib,HTCC3,0.294033541,0.50964
4138,JQ1,HTCC3,0.090570123,1.013885
4139,Podophyllotoxin bromide,HTCC3,-1.514200448,-1.24337
4140,GSK2110183B,HTCC3,4.649328632,4.527361
4141,Sinularin,HTCC3,3.607200511,3.932606
4142,Paclitaxel,HTCC3,-3.3664455,-3.090816
4143,AZD4547,HTCC3,2.378669729,3.259368
4144,Dasatinib,HTCC3,-0.728718131,0.934976
4145,PLX-4720,HTCC3,1.425584745,4.7492
4146,Gemcitabine,HTCC3,0.822364701,2.409812
4147,Dinaciclib,HTCC3,-3.449616902,-2.5664
4148,AT13148,HTCC3,5.03580951,4.891014
4149,GSK2830371,HTCC3,5.881687844,5.943845
4150,MK-8776,HTCC3,3.085890674,3.111536
4151,Sinularin,HUCCT1,5.143938998,4.204097
4152,Lapatinib,HUCCT1,3.025701322,2.71204
4153,Nilotinib,HUCCT1,2.460393443,3.74266
4154,POMHEX,HUCCT1,2.304818529,2.315821
4155,Mycophenolic acid,HUCCT1,3.15709169,3.350696
4156,AGI-6780,HUCCT1,5.078409842,4.871182
4157,GSK1904529A,HUCCT1,5.144428367,5.29346
4158,Olaparib,HUCCT1,4.742652959,5.36773
4159,UNC0379,HUCCT1,3.769008611,3.510217
4160,Dacarbazine,HUCCT1,6.04559589,6.298958
4161,Avagacestat,HUCCT1,5.394461051,5.192442
4162,SB590885,HUCCT1,5.666343221,4.974223
4163,MK-1775,HUCCT1,-0.652384385,0.613536
4164,Refametinib,HUCCT1,-0.741743551,0.370639
4165,Entospletinib,HUCCT1,4.328761153,4.149044
4166,Fulvestrant,HUCCT1,4.713913104,4.339116
4167,JQ1,HUCCT1,6.112780315,4.458293
4168,SN-38,HUCCT1,3.705220256,-0.725026
4169,CCT007093,HUCCT1,5.709390185,5.55405
4170,Dactolisib,HUH1,0.695007528,-0.879815
4171,Nelarabine,HUH1,6.824713556,6.387612
4172,Pyridostatin,HUH1,5.442132218,4.115398
4173,BMS-536924,HUH1,1.335501527,1.167771
4174,Nilotinib,HUH1,4.318839252,4.359406
4175,UNC0638,HUH1,4.565009729,5.478069
4176,Crizotinib,HUH1,2.523445093,2.276744
4177,Vincristine,HUH1,-0.653622933,-0.952301
4178,Uprosertib,HUH1,3.200468837,3.685714
4179,OSI-027,HUH1,4.268180239,2.177039
4180,Rapamycin,HUH1,-1.290786986,-2.317009
4181,Cediranib,HUH1,3.416328883,2.128737
4182,MN-64,HUH1,4.226775166,5.015821
4183,Temsirolimus,HUH1,2.011563349,1.611728
4184,PFI3,HUH1,5.479296082,5.812373
4185,AGK2,HUH1,3.18410772,3.286631
4186,Alpelisib,HUH1,3.47269343,3.818842
4187,EPZ5676,HUH1,5.932335853,6.221022
4188,Temozolomide,HUH1,7.893331974,7.094313
4189,AZ6102,HUH7,2.289660803,2.84042
4190,Pictilisib,HUH7,2.162043154,2.355094
4191,AZD5363,HUH7,4.522861279,3.922581
4192,Niraparib,HUH7,5.774166818,5.175677
4193,POMHEX,HUH7,4.112146832,2.228847
4194,Axitinib,HUH7,2.323626413,3.020635
4195,MN-64,HUH7,5.508616918,5.111407
4196,Dacarbazine,HUH7,5.247528334,6.098775
4197,Taselisib,HUH7,2.810039955,3.181293
4198,BMS-536924,HUH7,2.447818576,2.822184
4199,GDC0810,HUH7,6.155073066,5.06441
4200,Nilotinib,HUH7,4.99549112,4.441981
4201,Vorinostat,HUH7,2.47965672,2.705216
4202,BMS-754807,HUH7,4.304888422,2.890381
4203,Vincristine,HUH7,3.429341182,2.397141
4204,ICL-SIRT078,HUH7,4.697940221,4.971048
4205,Serdemetan,HUH7,4.329112426,4.633717
4206,OSI-027,HUH7,2.991879783,2.459991
4207,Afuresertib,HUH7,3.535858027,3.889853
4208,GSK2110183B,HUO9,2.336020113,2.084358
4209,Dacarbazine,HUO9,5.190371952,5.276023
4210,Olaparib,HUO9,3.263544322,3.342237
4211,Temsirolimus,HUO9,0.271356186,0.458988
4212,Temozolomide,HUO9,6.56515971,6.114747
4213,Osimertinib,HUO9,1.412242988,1.354297
4214,UNC0638,HUO9,3.318724005,3.4196
4215,Gemcitabine,HUO9,-4.543516735,-2.222239
4216,AZD5582,HUO9,1.065085769,2.004024
4217,AGI-5198,HUO9,4.469808265,4.377878
4218,RVX-208,HUO9,4.013177654,4.444288
4219,Ipatasertib,HUO9,1.666559564,2.68493
4220,Leflunomide,HUO9,5.265247186,4.836934
4221,Cyclophosphamide,HUO9,4.457788769,4.653079
4222,AZD5438,HUO9,0.636387613,0.650164
4223,Lenalidomide,HUO9,5.139396749,4.7631
4224,MK-2206,HUO9,0.780022623,1.144604
4225,N-acetyl cysteine,HUO9,9.416185828,10.045139
4226,AZD7762,HUO9,-0.856232395,-1.615972
4227,UNC0638,HUPT3,5.547506105,5.715251
4228,Oxaliplatin,HUPT3,4.785866715,5.931777
4229,GW441756,HUPT3,2.751035685,4.046655
4230,Pevonedistat,HUPT3,0.12335482,2.509383
4231,Teniposide,HUPT3,1.403074675,2.297379
4232,Serdemetan,HUPT3,6.968825033,5.942019
4233,Carmustine,HUPT3,7.924077327,7.488661
4234,AZD8055,HUPT3,1.938376866,1.328816
4235,WIKI4,HUPT3,3.940371771,4.321194
4236,PFI-1,HUPT3,4.323545254,4.462314
4237,Fulvestrant,HUPT3,4.985843421,4.929257
4238,Dinaciclib,HUPT3,-0.565390846,-0.34938
4239,JQ1,HUPT3,2.358839687,3.048974
4240,Olaparib,HUPT3,5.918720811,5.492847
4241,Sepantronium bromide,HUPT3,-4.619843851,-4.928728
4242,AZD5582,HUPT3,4.98511357,3.687773
4243,Erlotinib,HUPT3,5.206201525,4.200864
4244,Mycophenolic acid,HUPT3,3.804767605,3.751031
4245,ABT737,HUPT3,3.741788697,4.189273
4246,Pevonedistat,HUPT4,0.579416068,0.837086
4247,NVP-ADW742,HUPT4,4.14685035,4.520978
4248,I-BRD9,HUPT4,5.825693371,5.290255
4249,AZD8055,HUPT4,1.880756939,1.263694
4250,Dasatinib,HUPT4,0.671723152,1.770182
4251,GSK-LSD1,HUPT4,3.064161291,2.922951
4252,SCH772984,HUPT4,2.425857997,3.028022
4253,SGC0946,HUPT4,2.064142299,2.342521
4254,Selumetinib,HUPT4,4.507733352,4.444609
4255,Erlotinib,HUPT4,3.949765184,3.22652
4256,CCT007093,HUPT4,5.468086198,5.219869
4257,PFI3,HUPT4,5.876695148,5.685581
4258,AZD6738,HUPT4,2.713927317,2.620035
4259,Cyclophosphamide,HUPT4,5.808653856,5.231537
4260,Telomerase Inhibitor IX,HUPT4,2.88171703,1.645718
4261,Savolitinib,HUPT4,2.395809731,2.793815
4262,Dabrafenib,HUPT4,5.881743537,5.673079
4263,Mirin,HUPT4,5.759242288,5.384802
4264,Nelarabine,HUPT4,6.603449477,6.336711
4265,Buparlisib,HUTU80,0.50275411,0.031567
4266,Temozolomide,HUTU80,4.836208962,5.554831
4267,Mirin,HUTU80,3.456522962,3.482823
4268,GSK1904529A,HUTU80,2.60873617,3.113733
4269,Acetalax,HUTU80,2.431577731,2.778493
4270,BX795,HUTU80,0.720561348,0.880215
4271,Docetaxel,HUTU80,-6.38574125,-6.306236
4272,Ribociclib,HUTU80,1.165260478,2.446648
4273,Alpelisib,HUTU80,2.201714354,2.559102
4274,Pictilisib,HUTU80,-0.331266733,-0.221887
4275,Erlotinib,HUTU80,1.837159789,2.308593
4276,SB216763,HUTU80,4.727998431,4.575492
4277,Afuresertib,HUTU80,1.423553907,2.379256
4278,Sapitinib,HUTU80,1.696864925,2.80687
4279,AZD8186,HUTU80,2.186384642,1.996171
4280,Elesclomol,HUTU80,-6.112303583,-4.202639
4281,CCT007093,HUTU80,4.077027585,4.57725
4282,GSK-LSD1,HUTU80,1.084131554,1.910595
4283,AT13148,HUTU80,1.011002721,1.799261
4284,Lestaurtinib,IALM,1.827030566,1.895617
4285,PD173074,IALM,3.088413784,4.116033
4286,Ipatasertib,IALM,5.664302389,5.446916
4287,Wnt-C59,IALM,4.920844766,5.06395
4288,Vinblastine,IALM,-1.464932282,1.189832
4289,GSK591,IALM,5.816567237,5.622418
4290,Alpelisib,IALM,5.018844335,5.41672
4291,VE821,IALM,6.012384493,5.673565
4292,Vinorelbine,IALM,0.667125953,1.424554
4293,PFI-1,IALM,3.730402397,4.760601
4294,Paclitaxel,IALM,0.123039767,1.209006
4295,SGC0946,IALM,1.217146169,2.380755
4296,Vincristine,IALM,3.155503571,3.381612
4297,Dactolisib,IALM,0.557798713,0.049744
4298,Cytarabine,IALM,4.449831317,4.308504
4299,P22077,IALM,5.84354632,5.557233
4300,Tamoxifen,IALM,5.023829117,4.445083
4301,Linsitinib,IALM,5.004200037,4.835855
4302,Dihydrorotenone,IALM,1.817032974,1.121708
4303,AT13148,IGR1,4.733550857,4.125803
4304,Lapatinib,IGR1,1.933974924,4.091094
4305,Talazoparib,IGR1,3.972229923,3.917968
4306,Alisertib,IGR1,3.49545919,2.399383
4307,Serdemetan,IGR1,3.095641817,4.232752
4308,SGC0946,IGR1,1.992972157,2.163337
4309,Lenalidomide,IGR1,4.761490093,5.405373
4310,PCI-34051,IGR1,5.467886751,4.913686
4311,NVP-ADW742,IGR1,1.926244651,1.857805
4312,EHT-1864,IGR1,3.99674502,4.065589
4313,AGK2,IGR1,2.600041787,3.158652
4314,Sepantronium bromide,IGR1,-5.937203173,-4.871443
4315,OF-1,IGR1,3.293494688,4.171509
4316,WZ4003,IGR1,2.322444579,3.37276
4317,I-BRD9,IGR1,4.318512995,5.018012
4318,SN-38,IGR1,3.684005251,-0.03483
4319,Carmustine,IGR1,5.996688365,5.990755
4320,LGK974,IGR1,3.871697466,4.301649
4321,Acetalax,IGR1,6.373191642,6.178632
4322,ZM447439,IGR37,3.988552498,2.981975
4323,N-acetyl cysteine,IGR37,10.60261667,9.69264
4324,KRAS (G12C) Inhibitor-12,IGR37,3.262209516,4.901131
4325,Alpelisib,IGR37,4.853898436,3.939032
4326,Bleomycin (50 uM),IGR37,4.727347485,3.510821
4327,Refametinib,IGR37,-2.702946222,-2.251071
4328,Vinblastine,IGR37,-4.650230134,-4.273915
4329,Carmustine,IGR37,6.341190734,5.637506
4330,CPI-637,IGR37,5.142151299,3.13075
4331,GSK-LSD1,IGR37,3.135785017,2.470651
4332,AZD2014,IGR37,0.318205029,0.459078
4333,Selumetinib,IGR37,-1.415858702,-1.702197
4334,Nelarabine,IGR37,6.080585067,5.419572
4335,Pevonedistat,IGR37,1.147421007,-0.047717
4336,GSK2801,IGR37,5.440887254,4.696844
4337,Schweinfurthin A,IGR37,1.688129209,1.283193
4338,Linsitinib,IGR37,4.37454004,4.138943
4339,VE-822,IGR37,4.136720153,2.443232
4340,Axitinib,IGR37,3.764025923,3.727937
4341,Gemcitabine,IGROV1,-1.013285784,0.045663
4342,Vorinostat,IGROV1,1.757659252,1.225799
4343,BI-2536,IGROV1,-2.391080449,-1.22482
4344,BMS-754807,IGROV1,0.816317743,1.846455
4345,GSK343,IGROV1,3.224347559,3.281944
4346,Selumetinib,IGROV1,1.553562488,1.953597
4347,PCI-34051,IGROV1,3.629481637,3.904138
4348,SN-38,IGROV1,-1.777156854,-2.219742
4349,AZD5438,IGROV1,1.913887458,1.168182
4350,AZD7762,IGROV1,-1.120626804,-1.684405
4351,LGK974,IGROV1,4.62800248,4.893003
4352,PFI3,IGROV1,4.06534556,5.209189
4353,Ulixertinib,IGROV1,0.415980681,1.272444
4354,MK-1775,IGROV1,-0.981510851,-0.358803
4355,JQ1,IGROV1,1.701205711,1.232956
4356,Motesanib,IGROV1,5.943588575,5.712322
4357,Teniposide,IGROV1,1.646740592,-0.119884
4358,Foretinib,IGROV1,-0.540511105,-0.067486
4359,LMP744,IGROV1,-1.22932881,-1.13387
4360,ML323,IHH4,3.920776435,4.512204
4361,Bosutinib,IHH4,2.143271939,2.331476
4362,AZD5363,IHH4,3.759318464,3.214533
4363,AZD8055,IHH4,-1.323664502,-0.647882
4364,I-BET-762,IHH4,3.305389493,2.854194
4365,Alpelisib,IHH4,5.082047042,3.989973
4366,Picolinici-acid,IHH4,5.270536362,4.618522
4367,BMS-345541,IHH4,2.159746372,2.568197
4368,Foretinib,IHH4,0.837859665,0.953505
4369,Acetalax,IHH4,5.636054271,5.147313
4370,Venetoclax,IHH4,1.556217755,3.074317
4371,GSK1904529A,IHH4,3.946594987,3.928426
4372,Uprosertib,IHH4,2.898557897,3.513487
4373,Entinostat,IHH4,1.677131688,2.191656
4374,ICL-SIRT078,IHH4,3.662930125,3.63594
4375,Zoledronate,IHH4,3.42136721,3.443864
4376,PRT062607,IHH4,2.987138596,2.974432
4377,AZD5438,IHH4,0.895446883,1.613037
4378,WEHI-539,IHH4,4.6447824,4.388237
4379,Vorinostat,IM95,1.956221745,1.597297
4380,AZD1332,IM95,3.845730021,4.040833
4381,Avagacestat,IM95,5.354309184,4.883593
4382,CZC24832,IM95,5.592080371,4.985741
4383,Foretinib,IM95,1.58055084,0.984717
4384,Ipatasertib,IM95,1.955704099,2.001456
4385,KU-55933,IM95,5.377246576,5.053655
4386,OF-1,IM95,2.856273561,3.536218
4387,Refametinib,IM95,1.990192063,2.780862
4388,Nilotinib,IM95,4.374505869,3.307345
4389,Ribociclib,IM95,3.040315979,3.882172
4390,SB590885,IM95,4.18509093,4.54696
4391,BIBR-1532,IM95,4.02910718,4.899003
4392,Trametinib,IM95,0.557383138,1.018715
4393,BMS-345541,IM95,1.799739086,2.81627
4394,AZD2014,IM95,0.91849793,1.685793
4395,MN-64,IM95,3.685620581,4.973083
4396,Dabrafenib,IM95,5.66617282,5.004779
4397,IWP-2,IM95,3.156879703,2.694832
4398,Mirin,IPC298,4.760383075,3.715725
4399,AGK2,IPC298,3.330319503,2.939233
4400,Paclitaxel,IPC298,-3.990001557,-3.768141
4401,Gefitinib,IPC298,2.601257576,3.074863
4402,BMS-536924,IPC298,3.276237745,1.998141
4403,EHT-1864,IPC298,4.475063271,3.916868
4404,Docetaxel,IPC298,-5.339416804,-4.244137
4405,Nutlin-3a (-),IPC298,5.439217137,4.962447
4406,Foretinib,IPC298,0.946417541,0.44046
4407,Gemcitabine,IPC298,-2.588973957,-2.133674
4408,PFI3,IPC298,5.483036711,5.244278
4409,JNK Inhibitor VIII,IPC298,4.471174372,4.671795
4410,OSI-027,IPC298,1.509490241,1.937599
4411,Ruxolitinib,IPC298,5.503829908,4.965378
4412,PFI-1,IPC298,3.473616223,3.243814
4413,Tozasertib,IPC298,1.688941088,1.817961
4414,GSK2578215A,ISTMES1,4.529421523,5.382643
4415,Camptothecin,ISTMES1,-2.25581058,-1.124074
4416,Temozolomide,ISTMES1,7.450692463,7.425756
4417,Gefitinib,ISTMES1,4.565150652,4.180257
4418,GSK2830371,ISTMES1,6.269258475,6.27051
4419,Navitoclax,ISTMES1,4.056489141,3.242417
4420,PRIMA-1MET,ISTMES1,2.459365009,4.797873
4421,VE-822,ISTMES1,5.416609263,4.580725
4422,WIKI4,ISTMES1,3.251678368,4.258513
4423,CCT007093,ISTMES1,5.231138786,5.461566
4424,Temsirolimus,ISTMES1,2.356236091,2.117682
4425,NU7441,ISTMES1,4.817276574,3.598373
4426,P22077,ISTMES1,6.26868096,6.034463
4427,Cediranib,ISTMES1,1.260696418,3.069992
4428,GDC0810,ISTMES1,4.165938138,5.360591
4429,MK-2206,ISTMES1,3.820948763,3.665194
4430,Ipatasertib,ISTMES1,4.155931816,4.863791
4431,Mycophenolic acid,ISTMES1,3.08023638,2.202429
4432,AZD1332,ISTMES1,0.561186851,1.922983
4433,CCT007093,J82,6.278584973,5.572171
4434,BI-2536,J82,2.685432343,2.501892
4435,Obatoclax Mesylate,J82,-0.137125822,1.515672
4436,SN-38,J82,-3.755530996,-3.566388
4437,OSI-027,J82,1.405780947,3.931718
4438,Nilotinib,J82,5.246262397,5.150725
4439,alpha-lipoic acid,J82,8.109611985,7.826733
4440,ICL-SIRT078,J82,5.465002008,5.443706
4441,AZD6738,J82,4.479112124,3.783028
4442,MG-132,J82,-1.077161562,-0.882403
4443,Lenalidomide,J82,6.273389092,5.725238
4444,GNE-317,J82,4.550437617,1.978067
4445,Lapatinib,J82,5.030765426,5.42346
4446,Tanespimycin,J82,2.537182022,2.036332
4447,GSK343,J82,4.851386619,4.475875
4448,Elephantin,J82,6.651443758,5.255074
4449,Dactinomycin,J82,-0.636789009,-1.950428
4450,Lestaurtinib,J82,3.931628067,1.805236
4451,Leflunomide,J82,4.117013735,5.45125
4452,Foretinib,JAR,0.689629445,0.738355
4453,YK-4-279,JAR,-0.03648046,0.244115
4454,Paclitaxel,JAR,-5.56981468,-5.521657
4455,Methotrexate,JAR,1.925970541,0.250085
4456,P22077,JAR,3.409587108,3.362196
4457,ABT737,JAR,2.839579407,3.187147
4458,AZD6738,JAR,0.178159181,1.19382
4459,BMS-754807,JAR,1.773913247,1.731586
4460,AT13148,JAR,1.747008583,1.887172
4461,Trametinib,JAR,1.594795377,2.255199
4462,Axitinib,JAR,2.603065045,1.285835
4463,Pyridostatin,JAR,2.87424242,2.570079
4464,Taselisib,JAR,2.467555046,1.339612
4465,AMG-319,JAR,3.309197653,3.982553
4466,SGC0946,JAR,1.950457298,1.643068
4467,Telomerase Inhibitor IX,JAR,0.700376542,-0.077181
4468,Buparlisib,JEG3,1.991663361,2.104013
4469,Gefitinib,JEG3,3.705550556,3.776181
4470,Foretinib,JEG3,1.255111082,1.676163
4471,SB216763,JEG3,5.320315096,5.153918
4472,Axitinib,JEG3,2.914389864,2.957124
4473,Cyclophosphamide,JEG3,5.319963418,4.85412
4474,Venetoclax,JEG3,2.938580927,2.865814
4475,OSI-027,JEG3,5.320220282,4.310185
4476,Ulixertinib,JEG3,4.704869088,4.145219
4477,SB590885,JEG3,4.627167916,4.410141
4478,Lestaurtinib,JEG3,3.710635658,1.374676
4479,Erlotinib,JEG3,5.319510276,4.291043
4480,AGK2,JEG3,2.973974153,3.262046
4481,AZ960,JEG3,1.741745584,1.004341
4482,Taselisib,JEG3,3.216757809,3.240784
4483,LJI308,JEG3,3.503707978,4.589754
4484,AGK2,JEKO1,1.720906137,1.971395
4485,OF-1,JEKO1,2.86797497,3.745033
4486,Linsitinib,JEKO1,3.830962364,2.760296
4487,ZM447439,JEKO1,0.430673441,0.233484
4488,IOX2,JEKO1,1.434323805,1.683077
4489,Vorinostat,JEKO1,0.095453713,0.515541
4490,Trametinib,JEKO1,2.462700792,2.161777
4491,Ruxolitinib,JEKO1,3.125658609,3.899163
4492,XAV939,JEKO1,3.192429283,3.141623
4493,BMS-345541,JEKO1,1.478564672,1.603185
4494,I-BRD9,JEKO1,3.077260991,2.948789
4495,PLX-4720,JEKO1,3.049204834,3.373288
4496,Bicalutamide,JEKO1,2.627825232,3.874686
4497,NU7441,JEKO1,1.529830525,1.626606
4498,Selumetinib,JEKO1,3.970950417,4.093377
4499,Entospletinib,JEKO1,1.93616719,2.320431
4500,BIBR-1532,JHH1,4.899687481,5.253235
4501,Talazoparib,JHH1,4.022945033,4.829617
4502,Dacarbazine,JHH1,5.85057594,5.766901
4503,Taselisib,JHH1,3.035745401,2.860402
4504,Linsitinib,JHH1,4.87745738,4.485332
4505,Bortezomib,JHH1,-5.566572851,-4.723045
4506,GSK2606414,JHH1,4.300506616,4.213752
4507,Remodelin,JHH1,3.996248929,4.154756
4508,NU7441,JHH1,2.825998379,3.347502
4509,SN-38,JHH1,-2.586123308,3.899542
4510,OF-1,JHH1,1.732463677,2.806905
4511,Afatinib,JHH1,1.942292089,2.170342
4512,AZ960,JHH1,2.709995265,2.903122
4513,AZD5153,JHH1,2.286682998,2.468454
4514,AZD4547,JHH1,2.313446153,3.068603
4515,VE-822,JHH1,3.353326448,4.078634
4516,Rucaparib,JHH1,3.986959617,4.602328
4517,Carmustine,JHH1,6.584833002,6.120378
4518,SCH772984,JHH1,1.606335289,2.167774
4519,Entospletinib,JHH2,3.304521873,3.626744
4520,Irinotecan,JHH2,3.843133469,3.964033
4521,Motesanib,JHH2,5.925874204,5.853687
4522,VE-822,JHH2,2.424131371,4.229152
4523,ZM447439,JHH2,2.987824898,3.075072
4524,PD173074,JHH2,2.706475715,4.164375
4525,Sepantronium bromide,JHH2,-3.743497205,-3.789344
4526,MIM1,JHH2,4.193754143,4.577339
4527,Dasatinib,JHH2,-1.039033754,-0.645391
4528,glutathione,JHH2,9.679843723,9.311094
4529,alpha-lipoic acid,JHH2,7.751677367,7.788662
4530,Sinularin,JHH2,1.99722482,3.686053
4531,Venetoclax,JHH2,2.982853035,3.149864
4532,LY2109761,JHH2,4.093533252,5.294932
4533,GDC0810,JHH2,5.373614442,5.498058
4534,PCI-34051,JHH2,5.254401019,4.911713
4535,POMHEX,JHH2,1.021609772,2.033669
4536,Entinostat,JHH2,1.854044932,2.964316
4537,Serdemetan,JHH2,4.752805736,4.366157
4538,Rucaparib,JHH4,4.564263051,4.112259
4539,CPI-637,JHH4,2.502246112,3.961192
4540,Obatoclax Mesylate,JHH4,-1.750059649,0.243724
4541,Savolitinib,JHH4,2.016688398,2.700403
4542,GSK2606414,JHH4,2.484319893,3.050037
4543,AZD5582,JHH4,4.648421961,4.602149
4544,AZD8055,JHH4,-0.691556749,0.171989
4545,PRIMA-1MET,JHH4,6.747705267,5.987583
4546,Romidepsin,JHH4,-3.900682496,-4.217928
4547,ZM447439,JHH4,2.153248099,2.263124
4548,Zoledronate,JHH4,4.548590817,4.120139
4549,Tanespimycin,JHH4,3.54594892,1.303042
4550,Foretinib,JHH4,-0.170538286,0.449069
4551,IWP-2,JHH4,2.741448752,2.878976
4552,Teniposide,JHH4,0.739919567,0.506493
4553,Dactolisib,JHH4,-1.16557536,-1.376057
4554,Cisplatin,JHH4,3.10192255,3.321733
4555,Talazoparib,JHH4,3.268379432,4.123025
4556,Gallibiscoquinazole,JHH4,3.071479451,2.825842
4557,OTX015,JHH6,2.082895748,2.028359
4558,MK-1775,JHH6,2.085146435,1.869118
4559,ZM447439,JHH6,3.167680089,3.475416
4560,VX-11e,JHH6,4.364063643,3.085092
4561,Sorafenib,JHH6,3.788107836,3.374727
4562,Epirubicin,JHH6,1.77440781,0.886609
4563,JQ1,JHH6,1.624811132,3.159408
4564,AGI-6780,JHH6,4.845037531,4.254804
4565,Docetaxel,JHH6,-1.557921848,-1.225082
4566,Talazoparib,JHH6,5.757230359,5.400585
4567,Alisertib,JHH6,2.854981337,2.831033
4568,Lenalidomide,JHH6,5.695961553,6.384966
4569,PRIMA-1MET,JHH6,7.086190244,6.5453
4570,PLX-4720,JHH6,4.833494435,4.923869
4571,Carmustine,JHH6,7.517782046,7.218401
4572,Ibrutinib,JHH6,5.930547381,5.384647
4573,Venetoclax,JHH6,4.008500458,3.925091
4574,LY2109761,JHH6,6.188836463,6.019135
4575,Bleomycin (50 uM),JHH6,6.161314143,4.073768
4576,EHT-1864,JHH7,2.924026237,3.426562
4577,BMS-536924,JHH7,3.431983454,2.623247
4578,NVP-ADW742,JHH7,5.127911847,3.968832
4579,Fulvestrant,JHH7,3.419084532,4.482212
4580,GSK-LSD1,JHH7,3.086057279,2.893995
4581,MK-2206,JHH7,4.684712497,4.439927
4582,SN-38,JHH7,3.493921559,2.748494
4583,alpha-lipoic acid,JHH7,8.966881369,8.02796
4584,Gefitinib,JHH7,4.660053541,4.309365
4585,Zoledronate,JHH7,4.369003009,4.411707
4586,Ipatasertib,JHH7,5.560070437,5.247026
4587,KU-55933,JHH7,6.382670374,6.205935
4588,Dacarbazine,JHH7,4.803335663,6.076577
