"",drug,cell_line,prediction,OncotreeCode,IC50,Drug_Name,IC50_mean,IC50_std,Z-Score
1197,KU-55933,LUAD.EKVX,5.589175,LUAD,7.018330,KU-55933,5.041030,1.126742,0.486487
1198,LCL161,LUAD.EKVX,5.205040,LUAD,7.308719,LCL161,4.766877,1.238491,0.353788
1199,LGK974,LUAD.EKVX,4.378485,LUAD,4.927386,LGK974,4.238238,1.107629,0.126619
1200,LY2109761,LUAD.EKVX,5.717960,LUAD,6.428688,LY2109761,5.006740,1.042965,0.681921
1201,Lapatinib,LUAD.EKVX,1.297870,LUAD,2.011214,Lapatinib,3.219614,1.583425,-1.213663
1202,Leflunomide,LUAD.EKVX,5.099923,LUAD,5.055721,Leflunomide,5.037278,0.913415,0.068583
1203,Lenalidomide,LUAD.EKVX,5.753261,LUAD,7.154397,Lenalidomide,5.236581,1.071350,0.482270
1204,Lestaurtinib,LUAD.EKVX,0.956405,LUAD,2.571961,Lestaurtinib,-0.014942,1.617099,0.600673
1205,Linsitinib,LUAD.EKVX,4.501468,LUAD,4.941322,Linsitinib,3.964537,1.322202,0.406088
1206,Luminespib,LUAD.EKVX,-2.126441,LUAD,0.133692,Luminespib,-2.123910,1.817546,-0.001393
1207,MG-132,LUAD.EKVX,-1.261025,LUAD,-1.167539,MG-132,-1.284300,0.722510,0.032214
1208,MIRA-1,LUAD.EKVX,6.083222,LUAD,6.867445,MIRA-1,5.237632,1.234442,0.684998
1209,MK-1775,LUAD.EKVX,0.684659,LUAD,4.687274,MK-1775,0.636509,1.419839,0.033912
1210,MK-2206,LUAD.EKVX,2.932210,LUAD,4.114742,MK-2206,2.725214,1.487720,0.139136
1211,ML323,LUAD.EKVX,4.641032,LUAD,4.125091,ML323,4.536112,1.055599,0.099394
1212,MN-64,LUAD.EKVX,4.962612,LUAD,5.131375,MN-64,4.673443,1.036058,0.279105
1213,Mirin,LUAD.EKVX,5.559608,LUAD,6.257584,Mirin,4.782781,1.183568,0.656343
1214,Motesanib,LUAD.EKVX,5.929254,LUAD,7.125942,Motesanib,5.481288,1.133491,0.395209
1215,NU7441,LUAD.EKVX,3.372318,LUAD,3.568632,NU7441,3.132711,1.343787,0.178307
1216,NVP-ADW742,LUAD.EKVX,3.151015,LUAD,5.836703,NVP-ADW742,2.882258,1.472598,0.182505
1217,Navitoclax,LUAD.EKVX,2.749375,LUAD,4.313946,Navitoclax,1.776309,2.029373,0.479491
1218,Nilotinib,LUAD.EKVX,3.684433,LUAD,5.547136,Nilotinib,3.364192,1.706385,0.187672
1219,Niraparib,LUAD.EKVX,5.137047,LUAD,6.482257,Niraparib,4.113814,1.516015,0.674949
1220,Nutlin-3a (-),LUAD.EKVX,6.112192,LUAD,6.272183,Nutlin-3a (-),4.421065,1.791250,0.944104
1221,OF-1,LUAD.EKVX,4.895925,LUAD,2.964786,OF-1,4.121389,1.170053,0.661967
1222,OSI-027,LUAD.EKVX,2.345065,LUAD,2.986808,OSI-027,2.584887,1.493868,-0.160538
1223,OTX015,LUAD.EKVX,2.965337,LUAD,4.541015,OTX015,2.300635,1.867904,0.355854
1224,Olaparib,LUAD.EKVX,5.169669,LUAD,7.354600,Olaparib,4.229661,1.301754,0.722109
1225,Osimertinib,LUAD.EKVX,-0.341834,LUAD,1.162483,Osimertinib,1.653115,1.279752,-1.558856
1226,Oxaliplatin,LUAD.EKVX,5.661498,LUAD,7.643888,Oxaliplatin,4.289635,1.783409,0.769236
1227,P22077,LUAD.EKVX,5.244319,LUAD,6.942884,P22077,4.407320,1.512212,0.553493
1228,PCI-34051,LUAD.EKVX,5.009284,LUAD,6.225293,PCI-34051,4.396021,1.286151,0.476820
1229,PD173074,LUAD.EKVX,4.734981,LUAD,5.243813,PD173074,3.763295,1.405445,0.691372
1230,PFI-1,LUAD.EKVX,4.450592,LUAD,6.478392,PFI-1,4.054494,1.126123,0.351736
1231,PFI3,LUAD.EKVX,5.676588,LUAD,7.173972,PFI3,5.397184,0.841197,0.332150
1232,PLX-4720,LUAD.EKVX,4.535074,LUAD,5.309123,PLX-4720,4.213301,1.475022,0.218148
1233,PRIMA-1MET,LUAD.EKVX,5.358503,LUAD,7.225671,PRIMA-1MET,4.419290,1.802017,0.521201
1234,PRT062607,LUAD.EKVX,3.461073,LUAD,5.910175,PRT062607,3.172207,1.396623,0.206832
1235,Paclitaxel,LUAD.EKVX,-2.421828,LUAD,-0.095567,Paclitaxel,-2.855697,2.016710,0.215137
1236,Palbociclib,LUAD.EKVX,4.221626,LUAD,5.783042,Palbociclib,3.471142,1.587659,0.472698
1237,Pevonedistat,LUAD.EKVX,2.056482,LUAD,6.303620,Pevonedistat,0.871473,2.147707,0.551755
1238,Picolinici-acid,LUAD.EKVX,5.499882,LUAD,7.255022,Picolinici-acid,5.268822,0.806529,0.286487
1239,Pictilisib,LUAD.EKVX,0.586107,LUAD,2.630865,Pictilisib,1.220241,1.263352,-0.501946
1240,RO-3306,LUAD.EKVX,4.416939,LUAD,5.681686,RO-3306,3.507804,1.618155,0.561834
1241,RVX-208,LUAD.EKVX,5.528849,LUAD,5.973704,RVX-208,4.738824,1.076382,0.733963
1242,Refametinib,LUAD.EKVX,1.735527,LUAD,1.848473,Refametinib,2.272295,1.917609,-0.279915
1243,Ribociclib,LUAD.EKVX,4.053758,LUAD,5.594614,Ribociclib,3.658547,1.223182,0.323101
1244,Rucaparib,LUAD.EKVX,4.666912,LUAD,5.199639,Rucaparib,3.987035,1.062433,0.639925
1245,Ruxolitinib,LUAD.EKVX,5.517664,LUAD,4.923353,Ruxolitinib,4.797735,1.162398,0.619348
1246,SB216763,LUAD.EKVX,5.546288,LUAD,6.104460,SB216763,5.180650,1.038908,0.351945
1247,SB590885,LUAD.EKVX,4.862829,LUAD,6.956705,SB590885,4.342276,1.355433,0.384049
1248,SGC0946,LUAD.EKVX,2.373875,LUAD,3.552400,SGC0946,2.104319,0.798566,0.337550
1249,SN-38,LUAD.EKVX,1.621544,LUAD,1.714642,SN-38,-2.169489,3.597159,1.053896
1250,Sabutoclax,LUAD.EKVX,-0.007250,LUAD,0.422776,Sabutoclax,-0.348779,1.269565,0.269013
1251,Savolitinib,LUAD.EKVX,2.713914,LUAD,4.865915,Savolitinib,2.740489,1.190454,-0.022323
1252,Selumetinib,LUAD.EKVX,3.569402,LUAD,3.290326,Selumetinib,3.574889,1.855068,-0.002958
1253,Sepantronium bromide,LUAD.EKVX,-4.510888,LUAD,-6.961971,Sepantronium bromide,-4.169654,1.627967,-0.209607
1254,Serdemetan,LUAD.EKVX,4.478833,LUAD,5.974667,Serdemetan,3.750761,1.276441,0.570392
1255,Sorafenib,LUAD.EKVX,2.914756,LUAD,3.157525,Sorafenib,2.545221,1.215386,0.304047
1256,Staurosporine,LUAD.EKVX,-3.197144,LUAD,-2.484117,Staurosporine,-2.794054,1.384635,-0.291116
1257,Talazoparib,LUAD.EKVX,4.451938,LUAD,4.419597,Talazoparib,2.767285,2.214847,0.760618
1258,Tamoxifen,LUAD.EKVX,4.147310,LUAD,6.855883,Tamoxifen,3.976104,1.224334,0.139836
1259,Tanespimycin,LUAD.EKVX,-0.274065,LUAD,1.999424,Tanespimycin,-0.081091,1.587668,-0.121546
1260,Taselisib,LUAD.EKVX,1.320539,LUAD,2.725198,Taselisib,1.767096,1.694162,-0.263586
1261,Telomerase Inhibitor IX,LUAD.EKVX,1.408037,LUAD,1.008409,Telomerase Inhibitor IX,0.654709,1.233162,0.610891
1262,Temozolomide,LUAD.EKVX,7.361847,LUAD,6.945658,Temozolomide,6.264369,1.303074,0.842222
1263,Trametinib,LUAD.EKVX,-0.557669,LUAD,-0.701532,Trametinib,0.217486,2.257873,-0.343312
1264,Ulixertinib,LUAD.EKVX,2.371716,LUAD,3.812530,Ulixertinib,2.547238,1.503594,-0.116735
1265,Uprosertib,LUAD.EKVX,3.263472,LUAD,6.259259,Uprosertib,2.863995,1.707317,0.233979
1266,VE-822,LUAD.EKVX,3.502165,LUAD,6.448961,VE-822,3.131455,1.791876,0.206884
1267,Veliparib,LUAD.EKVX,5.719456,LUAD,7.123438,Veliparib,5.263978,0.912873,0.498950
1268,Venetoclax,LUAD.EKVX,3.406447,LUAD,3.654680,Venetoclax,2.374326,2.075205,0.497359
1269,Vismodegib,LUAD.EKVX,5.425411,LUAD,5.024376,Vismodegib,4.949888,0.982005,0.484237
1270,Vorinostat,LUAD.EKVX,2.448697,LUAD,3.852384,Vorinostat,1.487515,1.090544,0.881378
1271,WEHI-539,LUAD.EKVX,4.419194,LUAD,6.530483,WEHI-539,3.678485,1.717039,0.431387
1272,WIKI4,LUAD.EKVX,3.613385,LUAD,3.715731,WIKI4,3.734385,0.961632,-0.125828
1273,WZ4003,LUAD.EKVX,4.689487,LUAD,5.912366,WZ4003,4.157618,1.375173,0.386765
1274,Wnt-C59,LUAD.EKVX,4.190149,LUAD,4.505418,Wnt-C59,4.338048,1.095405,-0.135018
1275,XAV939,LUAD.EKVX,4.510654,LUAD,4.670513,XAV939,4.288410,0.991368,0.224179
1276,YK-4-279,LUAD.EKVX,2.679469,LUAD,6.103949,YK-4-279,2.247231,1.651518,0.261722
1277,ZM447439,LUAD.EKVX,3.240374,LUAD,4.180794,ZM447439,2.576872,1.706010,0.388920
1278,5-Fluorouracil,SCLC.NCIH1963,4.916737,SCLC,4.743407,5-Fluorouracil,4.392229,1.719760,0.304989
1279,ABT737,SCLC.NCIH1963,-0.490078,SCLC,-3.534010,ABT737,1.875342,2.053694,-1.151788
1280,AGI-5198,SCLC.NCIH1963,4.698273,SCLC,4.825264,AGI-5198,4.704103,0.907583,-0.006424
1281,AGI-6780,SCLC.NCIH1963,4.708594,SCLC,1.947016,AGI-6780,4.344912,1.086023,0.334875
1282,AGK2,SCLC.NCIH1963,3.345045,SCLC,4.009250,AGK2,3.264510,0.926755,0.086900
1283,AZ960,SCLC.NCIH1963,1.260126,SCLC,0.381402,AZ960,1.895669,1.724101,-0.368623
1284,AZD3759,SCLC.NCIH1963,2.757811,SCLC,2.744481,AZD3759,2.512182,1.084536,0.226483
1285,AZD4547,SCLC.NCIH1963,2.936637,SCLC,2.099782,AZD4547,3.088286,1.600252,-0.094766
1286,AZD5363,SCLC.NCIH1963,4.053761,SCLC,4.609451,AZD5363,2.847820,1.441898,0.836357
1287,AZD5582,SCLC.NCIH1963,2.890704,SCLC,1.783644,AZD5582,2.157595,2.342092,0.313015
1288,AZD6738,SCLC.NCIH1963,2.452004,SCLC,1.951369,AZD6738,2.057259,1.461663,0.270066
1289,AZD7762,SCLC.NCIH1963,0.098701,SCLC,-0.118504,AZD7762,0.164435,1.542725,-0.042609
1290,AZD8186,SCLC.NCIH1963,4.267721,SCLC,4.474092,AZD8186,3.134757,1.404232,0.806821
1291,Afatinib,SCLC.NCIH1963,1.824782,SCLC,1.406726,Afatinib,1.594663,1.481016,0.155379
1292,Afuresertib,SCLC.NCIH1963,3.594192,SCLC,3.532282,Afuresertib,2.402550,1.471751,0.809676
1293,Alpelisib,SCLC.NCIH1963,3.783862,SCLC,4.201898,Alpelisib,3.451086,1.407226,0.236477
1294,Avagacestat,SCLC.NCIH1963,5.069172,SCLC,3.978956,Avagacestat,4.759122,1.072116,0.289194
1295,Axitinib,SCLC.NCIH1963,1.744246,SCLC,0.794604,Axitinib,2.903591,1.677112,-0.691275
1296,BMS-345541,SCLC.NCIH1963,3.098368,SCLC,2.671328,BMS-345541,3.277956,1.320431,-0.136007
1297,BMS-536924,SCLC.NCIH1963,2.393319,SCLC,1.984544,BMS-536924,2.108959,1.381132,0.205889
1298,BMS-754807,SCLC.NCIH1963,0.764377,SCLC,-0.033344,BMS-754807,2.163231,1.997750,-0.700215
1299,Bortezomib,SCLC.NCIH1963,-5.105824,SCLC,-5.102645,Bortezomib,-4.739097,1.068388,-0.343253
1300,Bosutinib,SCLC.NCIH1963,3.254215,SCLC,2.854209,Bosutinib,2.618644,1.532012,0.414860
1301,Buparlisib,SCLC.NCIH1963,1.371128,SCLC,1.075077,Buparlisib,1.132283,0.942456,0.253428
1302,CCT007093,SCLC.NCIH1963,4.893938,SCLC,5.080772,CCT007093,5.191327,0.862412,-0.344834
1303,CZC24832,SCLC.NCIH1963,5.368257,SCLC,4.485864,CZC24832,5.137594,0.949818,0.242850
1304,Camptothecin,SCLC.NCIH1963,-2.499820,SCLC,-3.298337,Camptothecin,-2.257481,1.838996,-0.131778
1305,Cediranib,SCLC.NCIH1963,2.069043,SCLC,1.759478,Cediranib,2.271131,1.192376,-0.169483
1306,Crizotinib,SCLC.NCIH1963,2.508181,SCLC,1.561486,Crizotinib,2.560661,1.510603,-0.034741
1307,Cyclophosphamide,SCLC.NCIH1963,5.406571,SCLC,3.209738,Cyclophosphamide,5.259220,0.888712,0.165803
1308,Dactinomycin,SCLC.NCIH1963,-3.163922,SCLC,-3.699174,Dactinomycin,-3.772788,1.882940,0.323359
1309,Dactolisib,SCLC.NCIH1963,0.046498,SCLC,0.294068,Dactolisib,-1.510724,1.429786,1.089129
1310,Dasatinib,SCLC.NCIH1963,3.563090,SCLC,3.046486,Dasatinib,1.287237,2.324073,0.979252
1311,Dinaciclib,SCLC.NCIH1963,-2.007861,SCLC,-2.973722,Dinaciclib,-2.654463,1.473357,0.438863
1312,Docetaxel,SCLC.NCIH1963,-3.715388,SCLC,-4.879798,Docetaxel,-3.417161,2.548602,-0.117016
1313,Doramapimod,SCLC.NCIH1963,5.052501,SCLC,4.492463,Doramapimod,4.939070,1.188278,0.095458
1314,EHT-1864,SCLC.NCIH1963,3.392297,SCLC,2.271456,EHT-1864,3.678237,0.983429,-0.290758
1315,EPZ004777,SCLC.NCIH1963,5.027214,SCLC,5.109377,EPZ004777,5.153416,0.977035,-0.129168
1316,EPZ5676,SCLC.NCIH1963,5.672030,SCLC,5.337031,EPZ5676,5.542946,1.028703,0.125482
1317,Entinostat,SCLC.NCIH1963,0.589918,SCLC,0.876109,Entinostat,2.030317,1.637052,-0.879874
1318,Entospletinib,SCLC.NCIH1963,4.353155,SCLC,5.249451,Entospletinib,3.672838,1.222475,0.556508
1319,Epirubicin,SCLC.NCIH1963,-0.358905,SCLC,0.251492,Epirubicin,-0.852455,1.690941,0.291879
1320,Erlotinib,SCLC.NCIH1963,3.777372,SCLC,2.415133,Erlotinib,2.979885,1.448855,0.550426
1321,Fulvestrant,SCLC.NCIH1963,3.539039,SCLC,2.083202,Fulvestrant,3.730929,1.263247,-0.151902
1322,GDC0810,SCLC.NCIH1963,5.039361,SCLC,3.951397,GDC0810,5.087362,0.945530,-0.050766
1323,GSK1904529A,SCLC.NCIH1963,4.660947,SCLC,2.647411,GSK1904529A,4.348623,1.104047,0.282890
1324,GSK2578215A,SCLC.NCIH1963,5.190087,SCLC,3.884340,GSK2578215A,4.933854,0.966128,0.265216
1325,GSK2606414,SCLC.NCIH1963,4.281564,SCLC,3.818741,GSK2606414,3.785602,1.215971,0.407873
1326,GSK343,SCLC.NCIH1963,3.969252,SCLC,2.909227,GSK343,3.602119,1.367117,0.268545
1327,GW441756,SCLC.NCIH1963,3.412911,SCLC,2.219159,GW441756,3.441226,0.928540,-0.030494
1328,Gefitinib,SCLC.NCIH1963,3.581944,SCLC,2.742370,Gefitinib,3.147493,1.212598,0.358281
1329,Gemcitabine,SCLC.NCIH1963,-0.544730,SCLC,-2.059215,Gemcitabine,-0.766782,3.010521,0.073759
1330,I-BET-762,SCLC.NCIH1963,4.271164,SCLC,3.813051,I-BET-762,3.178213,1.581827,0.690942
1331,I-BRD9,SCLC.NCIH1963,4.786493,SCLC,3.046340,I-BRD9,4.358221,1.274025,0.336157
1332,IWP-2,SCLC.NCIH1963,2.755873,SCLC,1.837569,IWP-2,2.870543,0.896950,-0.127844
1333,Ibrutinib,SCLC.NCIH1963,4.985706,SCLC,2.323098,Ibrutinib,4.055961,1.812726,0.512899
1334,Ipatasertib,SCLC.NCIH1963,4.297952,SCLC,4.348813,Ipatasertib,3.403906,1.455375,0.614306
1335,Irinotecan,SCLC.NCIH1963,1.294611,SCLC,2.472360,Irinotecan,2.490490,1.934295,-0.618251
1336,JNK Inhibitor VIII,SCLC.NCIH1963,5.055756,SCLC,5.180777,JNK Inhibitor VIII,5.096918,0.961142,-0.042826
1337,JQ1,SCLC.NCIH1963,2.425271,SCLC,1.164763,JQ1,2.025591,1.952515,0.204700
1338,KRAS (G12C) Inhibitor-12,SCLC.NCIH1963,4.671252,SCLC,1.423314,KRAS (G12C) Inhibitor-12,4.449045,1.534301,0.144826
1339,KU-55933,SCLC.NCIH1963,5.103613,SCLC,4.117588,KU-55933,5.041030,1.126742,0.055543
1340,LCL161,SCLC.NCIH1963,4.870238,SCLC,5.196385,LCL161,4.766877,1.238491,0.083457
1341,LGK974,SCLC.NCIH1963,4.315960,SCLC,2.712382,LGK974,4.238238,1.107629,0.070170
1342,LY2109761,SCLC.NCIH1963,4.985280,SCLC,4.159941,LY2109761,5.006740,1.042965,-0.020576
1343,Lapatinib,SCLC.NCIH1963,4.415205,SCLC,2.364759,Lapatinib,3.219614,1.583425,0.755066
1344,Leflunomide,SCLC.NCIH1963,4.944274,SCLC,5.231254,Leflunomide,5.037278,0.913415,-0.101820
1345,Lenalidomide,SCLC.NCIH1963,5.048262,SCLC,5.357789,Lenalidomide,5.236581,1.071350,-0.175777
1346,Lestaurtinib,SCLC.NCIH1963,0.246834,SCLC,-1.450103,Lestaurtinib,-0.014942,1.617099,0.161880
1347,Linsitinib,SCLC.NCIH1963,3.257137,SCLC,3.090690,Linsitinib,3.964537,1.322202,-0.535017
1348,Luminespib,SCLC.NCIH1963,-0.591615,SCLC,-3.297620,Luminespib,-2.123910,1.817546,0.843057
1349,MG-132,SCLC.NCIH1963,-1.198638,SCLC,-1.004889,MG-132,-1.284300,0.722510,0.118562
1350,MIRA-1,SCLC.NCIH1963,5.070128,SCLC,5.389727,MIRA-1,5.237632,1.234442,-0.135692
1351,MK-1775,SCLC.NCIH1963,0.175788,SCLC,-0.339999,MK-1775,0.636509,1.419839,-0.324488
1352,MK-2206,SCLC.NCIH1963,3.685733,SCLC,3.536190,MK-2206,2.725214,1.487720,0.645632
1353,ML323,SCLC.NCIH1963,4.655993,SCLC,2.672414,ML323,4.536112,1.055599,0.113567
1354,MN-64,SCLC.NCIH1963,4.871004,SCLC,2.865933,MN-64,4.673443,1.036058,0.190685
1355,Mirin,SCLC.NCIH1963,4.384685,SCLC,6.590345,Mirin,4.782781,1.183568,-0.336352
1356,Motesanib,SCLC.NCIH1963,5.675537,SCLC,4.698238,Motesanib,5.481288,1.133491,0.171372
1357,NU7441,SCLC.NCIH1963,3.928864,SCLC,3.933047,NU7441,3.132711,1.343787,0.592470
1358,NVP-ADW742,SCLC.NCIH1963,2.944029,SCLC,2.233261,NVP-ADW742,2.882258,1.472598,0.041947
1359,Navitoclax,SCLC.NCIH1963,-0.684435,SCLC,-3.076101,Navitoclax,1.776309,2.029373,-1.212564
1360,Nilotinib,SCLC.NCIH1963,4.208946,SCLC,3.174187,Nilotinib,3.364192,1.706385,0.495055
1361,Niraparib,SCLC.NCIH1963,3.117713,SCLC,3.506262,Niraparib,4.113814,1.516015,-0.657052
1362,Nutlin-3a (-),SCLC.NCIH1963,4.928409,SCLC,4.620889,Nutlin-3a (-),4.421065,1.791250,0.283235
1363,OF-1,SCLC.NCIH1963,4.523993,SCLC,2.096812,OF-1,4.121389,1.170053,0.344090
1364,OSI-027,SCLC.NCIH1963,3.328294,SCLC,4.337546,OSI-027,2.584887,1.493868,0.497639
1365,OTX015,SCLC.NCIH1963,3.705405,SCLC,5.050228,OTX015,2.300635,1.867904,0.752057
1366,Olaparib,SCLC.NCIH1963,3.661720,SCLC,3.541626,Olaparib,4.229661,1.301754,-0.436289
1367,Osimertinib,SCLC.NCIH1963,1.739921,SCLC,1.000403,Osimertinib,1.653115,1.279752,0.067830
1368,Oxaliplatin,SCLC.NCIH1963,3.713621,SCLC,3.678872,Oxaliplatin,4.289635,1.783409,-0.322985
1369,P22077,SCLC.NCIH1963,4.583871,SCLC,2.810209,P22077,4.407320,1.512212,0.116750
1370,PCI-34051,SCLC.NCIH1963,4.184501,SCLC,3.869942,PCI-34051,4.396021,1.286151,-0.164460
1371,PD173074,SCLC.NCIH1963,3.921707,SCLC,3.937928,PD173074,3.763295,1.405445,0.112713
1372,PFI-1,SCLC.NCIH1963,4.301498,SCLC,3.142578,PFI-1,4.054494,1.126123,0.219340
1373,PFI3,SCLC.NCIH1963,5.300494,SCLC,5.249993,PFI3,5.397184,0.841197,-0.114943
1374,PLX-4720,SCLC.NCIH1963,4.956026,SCLC,4.956964,PLX-4720,4.213301,1.475022,0.503535
1375,PRIMA-1MET,SCLC.NCIH1963,3.955890,SCLC,3.071075,PRIMA-1MET,4.419290,1.802017,-0.257156
1376,PRT062607,SCLC.NCIH1963,3.585217,SCLC,4.446730,PRT062607,3.172207,1.396623,0.295720
1377,Paclitaxel,SCLC.NCIH1963,-2.703129,SCLC,-3.832206,Paclitaxel,-2.855697,2.016710,0.075652
1378,Palbociclib,SCLC.NCIH1963,4.131394,SCLC,4.180942,Palbociclib,3.471142,1.587659,0.415865
1379,Pevonedistat,SCLC.NCIH1963,0.679310,SCLC,-3.098671,Pevonedistat,0.871473,2.147707,-0.089474
1380,Picolinici-acid,SCLC.NCIH1963,5.297373,SCLC,4.794951,Picolinici-acid,5.268822,0.806529,0.035400
1381,Pictilisib,SCLC.NCIH1963,2.755671,SCLC,2.938834,Pictilisib,1.220241,1.263352,1.215362
1382,RO-3306,SCLC.NCIH1963,2.705707,SCLC,2.194586,RO-3306,3.507804,1.618155,-0.495686
1383,RVX-208,SCLC.NCIH1963,5.011351,SCLC,5.127401,RVX-208,4.738824,1.076382,0.253188
1384,Refametinib,SCLC.NCIH1963,4.424412,SCLC,4.118365,Refametinib,2.272295,1.917609,1.122292
1385,Ribociclib,SCLC.NCIH1963,4.330128,SCLC,3.667750,Ribociclib,3.658547,1.223182,0.549044
1386,Rucaparib,SCLC.NCIH1963,3.841542,SCLC,3.578198,Rucaparib,3.987035,1.062433,-0.136943
1387,Ruxolitinib,SCLC.NCIH1963,5.023202,SCLC,3.573226,Ruxolitinib,4.797735,1.162398,0.193967
1388,SB216763,SCLC.NCIH1963,5.226435,SCLC,4.952986,SB216763,5.180650,1.038908,0.044070
1389,SB590885,SCLC.NCIH1963,4.686057,SCLC,4.521328,SB590885,4.342276,1.355433,0.253632
1390,SGC0946,SCLC.NCIH1963,2.170321,SCLC,2.170814,SGC0946,2.104319,0.798566,0.082651
1391,SN-38,SCLC.NCIH1963,-4.585735,SCLC,-4.604099,SN-38,-2.169489,3.597159,-0.671710
1392,Sabutoclax,SCLC.NCIH1963,-0.285730,SCLC,-1.793487,Sabutoclax,-0.348779,1.269565,0.049662
1393,Savolitinib,SCLC.NCIH1963,2.789890,SCLC,1.971505,Savolitinib,2.740489,1.190454,0.041498
1394,Selumetinib,SCLC.NCIH1963,5.184289,SCLC,5.208932,Selumetinib,3.574889,1.855068,0.867569
1395,Sepantronium bromide,SCLC.NCIH1963,-4.264031,SCLC,-4.865703,Sepantronium bromide,-4.169654,1.627967,-0.057972
1396,Serdemetan,SCLC.NCIH1963,3.707265,SCLC,3.056209,Serdemetan,3.750761,1.276441,-0.034076
1397,Sorafenib,SCLC.NCIH1963,2.656658,SCLC,1.077468,Sorafenib,2.545221,1.215386,0.091689
1398,Staurosporine,SCLC.NCIH1963,-2.054756,SCLC,-1.752548,Staurosporine,-2.794054,1.384635,0.533930
1399,Talazoparib,SCLC.NCIH1963,1.715069,SCLC,3.404999,Talazoparib,2.767285,2.214847,-0.475074
1400,Tamoxifen,SCLC.NCIH1963,4.357980,SCLC,2.649422,Tamoxifen,3.976104,1.224334,0.311905
1401,Tanespimycin,SCLC.NCIH1963,2.172911,SCLC,-0.150311,Tanespimycin,-0.081091,1.587668,1.419694
1402,Taselisib,SCLC.NCIH1963,3.315842,SCLC,3.278449,Taselisib,1.767096,1.694162,0.914166
1403,Telomerase Inhibitor IX,SCLC.NCIH1963,0.669412,SCLC,-1.604189,Telomerase Inhibitor IX,0.654709,1.233162,0.011923
1404,Temozolomide,SCLC.NCIH1963,6.368166,SCLC,5.835663,Temozolomide,6.264369,1.303074,0.079655
1405,Trametinib,SCLC.NCIH1963,2.426029,SCLC,1.760647,Trametinib,0.217486,2.257873,0.978152
1406,Ulixertinib,SCLC.NCIH1963,3.548554,SCLC,3.043402,Ulixertinib,2.547238,1.503594,0.665948
1407,Uprosertib,SCLC.NCIH1963,4.028352,SCLC,4.201295,Uprosertib,2.863995,1.707317,0.681981
1408,VE-822,SCLC.NCIH1963,3.688969,SCLC,3.699082,VE-822,3.131455,1.791876,0.311134
1409,Veliparib,SCLC.NCIH1963,5.120970,SCLC,4.307682,Veliparib,5.263978,0.912873,-0.156657
1410,Venetoclax,SCLC.NCIH1963,1.581356,SCLC,-3.214138,Venetoclax,2.374326,2.075205,-0.382116
1411,Vismodegib,SCLC.NCIH1963,5.101329,SCLC,4.862808,Vismodegib,4.949888,0.982005,0.154216
1412,Vorinostat,SCLC.NCIH1963,1.155493,SCLC,0.064386,Vorinostat,1.487515,1.090544,-0.304455
1413,WEHI-539,SCLC.NCIH1963,3.606963,SCLC,-1.506392,WEHI-539,3.678485,1.717039,-0.041654
1414,WIKI4,SCLC.NCIH1963,3.950123,SCLC,2.416891,WIKI4,3.734385,0.961632,0.224346
1415,WZ4003,SCLC.NCIH1963,4.552401,SCLC,4.820798,WZ4003,4.157618,1.375173,0.287079
1416,Wnt-C59,SCLC.NCIH1963,4.533952,SCLC,1.738098,Wnt-C59,4.338048,1.095405,0.178842
1417,XAV939,SCLC.NCIH1963,4.343196,SCLC,4.831257,XAV939,4.288410,0.991368,0.055263
1418,YK-4-279,SCLC.NCIH1963,2.155450,SCLC,1.946954,YK-4-279,2.247231,1.651518,-0.055574
1419,ZM447439,SCLC.NCIH1963,1.361359,SCLC,-0.234532,ZM447439,2.576872,1.706010,-0.712489
1420,5-Fluorouracil,SCLC.NCIH526,3.508241,SCLC,2.199228,5-Fluorouracil,4.392229,1.719760,-0.514018
1421,ABT737,SCLC.NCIH526,-2.748837,SCLC,-2.545526,ABT737,1.875342,2.053694,-2.251640
1422,AGI-5198,SCLC.NCIH526,3.699947,SCLC,4.834197,AGI-5198,4.704103,0.907583,-1.106407
1423,AGI-6780,SCLC.NCIH526,3.788381,SCLC,2.071847,AGI-6780,4.344912,1.086023,-0.512449
1424,AGK2,SCLC.NCIH526,2.804438,SCLC,3.765725,AGK2,3.264510,0.926755,-0.496433
1425,AZ960,SCLC.NCIH526,0.147039,SCLC,-0.116924,AZ960,1.895669,1.724101,-1.014227
1426,AZD3759,SCLC.NCIH526,2.493528,SCLC,2.817461,AZD3759,2.512182,1.084536,-0.017200
1427,AZD4547,SCLC.NCIH526,1.152395,SCLC,3.127968,AZD4547,3.088286,1.600252,-1.209741
1428,AZD5363,SCLC.NCIH526,3.223736,SCLC,3.720848,AZD5363,2.847820,1.441898,0.260709
1429,AZD5582,SCLC.NCIH526,1.591563,SCLC,1.752615,AZD5582,2.157595,2.342092,-0.241678
1430,AZD6738,SCLC.NCIH526,0.567733,SCLC,4.758818,AZD6738,2.057259,1.461663,-1.019063
1431,AZD7762,SCLC.NCIH526,-0.577518,SCLC,0.919555,AZD7762,0.164435,1.542725,-0.480937
1432,AZD8186,SCLC.NCIH526,3.523893,SCLC,3.632845,AZD8186,3.134757,1.404232,0.277117
1433,Afatinib,SCLC.NCIH526,1.033266,SCLC,1.592269,Afatinib,1.594663,1.481016,-0.379062
1434,Afuresertib,SCLC.NCIH526,3.004775,SCLC,2.957972,Afuresertib,2.402550,1.471751,0.409189
