,drug,cell_line,OncotreeCode,IC50,prediction
2576,alpha-lipoic acid,EPLC272H,LUSC,7.890072607,7.13238
2577,AGK2,ES2,CCOV,3.235989707,3.296205
2578,AMG-319,ES2,CCOV,4.461069311,4.992766
2579,CCT007093,ES2,CCOV,5.643551352,5.314107
2580,CPI-637,ES2,CCOV,4.55202633,4.537744
2581,Dactinomycin,ES2,CCOV,-4.424636414,-4.611168
2582,GSK-LSD1,ES2,CCOV,1.153481658,2.547563
2583,GSK2801,ES2,CCOV,5.58154684,5.065518
2584,GSK2830371,ES2,CCOV,5.787561766,5.406075
2585,Gallibiscoquinazole,ES2,CCOV,1.162357706,2.470014
2586,Lapatinib,ES2,CCOV,4.040144866,3.947733
2587,MK-2206,ES2,CCOV,3.079743386,4.132349
2588,MN-64,ES2,CCOV,5.527087653,5.253335
2589,Mycophenolic acid,ES2,CCOV,0.973560644,1.0555
2590,OF-1,ES2,CCOV,4.625901872,5.368866
2591,P22077,ES2,CCOV,4.299352001,4.296675
2592,Paclitaxel,ES2,CCOV,-1.68895839,-2.63234
2593,Ribociclib,ES2,CCOV,3.973099785,3.352071
2594,Vincristine,ES2,CCOV,-2.228816892,-2.501431
2595,Zoledronate,ES2,CCOV,4.091138015,3.900925
2596,AZD2014,ESO26,GEJ,4.561368204,2.821056
2597,Entospletinib,ESO26,GEJ,4.980853797,4.753428
2598,GSK2830371,ESO26,GEJ,3.274120079,5.819053
2599,GSK591,ESO26,GEJ,4.987097796,5.159826
2600,I-BRD9,ESO26,GEJ,5.788644853,5.185058
2601,L-Oxonoreleagnine,ESO26,GEJ,3.485470614,3.943678
2602,Mirin,ESO26,GEJ,6.821190305,4.83728
2603,Motesanib,ESO26,GEJ,3.695818892,5.577493
2604,Nilotinib,ESO26,GEJ,4.721010456,4.836971
2605,Osimertinib,ESO26,GEJ,1.23938413,-0.143354
2606,Pictilisib,ESO26,GEJ,1.968134629,1.719367
2607,Podophyllotoxin bromide,ESO26,GEJ,0.004134621,-0.433828
2608,RVX-208,ESO26,GEJ,5.793332634,4.971315
2609,Refametinib,ESO26,GEJ,5.856290723,3.862217
2610,Romidepsin,ESO26,GEJ,-4.693783272,-5.591829
2611,SGC-CBP30,ESO26,GEJ,4.848940876,4.200595
2612,SN-38,ESO26,GEJ,3.940057956,-4.002591
2613,Taselisib,ESO26,GEJ,1.572523126,1.858952
2614,WZ4003,ESO26,GEJ,5.687616417,4.704528
2615,ABT737,ESO51,ESCA,2.526621041,3.088373
2616,Avagacestat,ESO51,ESCA,3.51608728,5.063326
2617,Axitinib,ESO51,ESCA,3.985006088,2.052501
2618,BIBR-1532,ESO51,ESCA,4.417462408,4.996898
2619,BMS-754807,ESO51,ESCA,0.121045976,0.927608
2620,EPZ004777,ESO51,ESCA,4.867798305,5.240028
2621,GSK343,ESO51,ESCA,3.415149031,3.600818
2622,GW441756,ESO51,ESCA,3.573477043,2.886058
2623,ICL-SIRT078,ESO51,ESCA,4.938334932,4.476148
2624,Ibrutinib,ESO51,ESCA,4.276280901,5.151134
2625,LY2109761,ESO51,ESCA,4.860660104,5.150214
2626,Lapatinib,ESO51,ESCA,4.032898332,4.914825
2627,MK-1775,ESO51,ESCA,0.039208942,-0.711415
2628,MK-2206,ESO51,ESCA,4.225087265,4.048747
2629,Methotrexate,ESO51,ESCA,-1.951256297,-1.642159
2630,PD0325901,ESO51,ESCA,-0.516364466,-0.752966
2631,Romidepsin,ESO51,ESCA,-5.312123681,-5.098131
2632,SB216763,ESO51,ESCA,5.888414083,4.972962
2633,VX-11e,ESO51,ESCA,-0.741516448,1.761611
2634,AGI-5198,ESS1,ESS,5.033136851,4.646871
2635,AZD5153,ESS1,ESS,1.452101155,1.341188
2636,Alpelisib,ESS1,ESS,1.537130633,2.599904
2637,Cediranib,ESS1,ESS,1.467782244,1.847383
2638,Dacarbazine,ESS1,ESS,5.643582416,5.277501
2639,EPZ5676,ESS1,ESS,4.64959822,5.330753
2640,Entinostat,ESS1,ESS,0.930764108,2.172338
2641,GSK2110183B,ESS1,ESS,2.635126782,3.384189
2642,JNK Inhibitor VIII,ESS1,ESS,4.600580255,4.728642
2643,KRAS (G12C) Inhibitor-12,ESS1,ESS,4.609929766,3.107368
2644,Leflunomide,ESS1,ESS,4.501661382,4.824924
2645,Navitoclax,ESS1,ESS,2.269072157,2.933629
2646,Oxaliplatin,ESS1,ESS,3.838259542,3.188001
2647,PCI-34051,ESS1,ESS,3.063761486,3.631264
2648,Palbociclib,ESS1,ESS,4.064860077,2.21128
2649,Tanespimycin,ESS1,ESS,-1.273886061,-1.309655
2650,Topotecan,ESS1,ESS,-2.535808215,-1.307323
2651,Wee1 Inhibitor,ESS1,ESS,0.73679722,0.765265
2652,Zoledronate,ESS1,ESS,2.493706327,3.578188
2653,AZ6102,FADU,HPHSC,3.086412752,2.673972
2654,AZ960,FADU,HPHSC,1.877028002,1.599186
2655,AZD5363,FADU,HPHSC,3.948826025,3.441187
2656,Afuresertib,FADU,HPHSC,4.459838155,3.388534
2657,BMS-754807,FADU,HPHSC,2.604846738,2.530923
2658,Gemcitabine,FADU,HPHSC,-3.864141024,-3.201748
2659,I-BRD9,FADU,HPHSC,4.159113095,3.961654
2660,Ipatasertib,FADU,HPHSC,4.634529918,4.042615
2661,LJI308,FADU,HPHSC,5.473154925,4.888372
2662,Linsitinib,FADU,HPHSC,4.441964325,3.908647
2663,MK-1775,FADU,HPHSC,0.542723871,0.13384
2664,OF-1,FADU,HPHSC,5.145468525,3.801202
2665,Olaparib,FADU,HPHSC,4.775984589,4.076722
2666,RVX-208,FADU,HPHSC,3.838117611,4.907934
2667,SGC0946,FADU,HPHSC,1.984861359,2.090229
2668,Schweinfurthin A,FADU,HPHSC,3.166705247,2.647696
2669,Selumetinib,FADU,HPHSC,2.940128358,3.456663
2670,Ulixertinib,FADU,HPHSC,2.453176817,2.470291
2671,WIKI4,FADU,HPHSC,3.474691391,3.535246
2672,AZD1208,FARAGE,GCB,3.447106467,3.814035
2673,Dactinomycin,FARAGE,GCB,-5.58439106,-7.048384
2674,GSK2801,FARAGE,GCB,3.99852125,3.980947
2675,Gemcitabine,FARAGE,GCB,-5.915975091,-5.465624
2676,Ibrutinib,FARAGE,GCB,0.045552527,0.88971
2677,LGK974,FARAGE,GCB,3.20648647,3.556777
2678,Mirin,FARAGE,GCB,3.15363351,3.085746
2679,Nelarabine,FARAGE,GCB,4.812641656,4.560092
2680,Niraparib,FARAGE,GCB,1.359241504,1.336451
2681,OSI-027,FARAGE,GCB,-0.124635966,1.085659
2682,Pevonedistat,FARAGE,GCB,-2.107368377,-1.540683
2683,Romidepsin,FARAGE,GCB,-6.148654457,-6.247463
2684,SGC-CBP30,FARAGE,GCB,3.585527318,3.660957
2685,Staurosporine,FARAGE,GCB,-3.781406861,-4.171224
2686,Teniposide,FARAGE,GCB,-2.474325965,-3.414432
2687,Uprosertib,FARAGE,GCB,-0.455814744,-0.439405
2688,VX-11e,FARAGE,GCB,1.301467728,2.14254
2689,WIKI4,FARAGE,GCB,4.402900409,3.201802
2690,Wee1 Inhibitor,FARAGE,GCB,-0.314840058,-0.169183
2691,A-366,FLO1,ESCA,4.337612368,4.96527
2692,AZD5438,FLO1,ESCA,1.241780221,1.869441
2693,AZD8055,FLO1,ESCA,0.203138409,0.188298
2694,Alisertib,FLO1,ESCA,1.548564183,2.009716
2695,Axitinib,FLO1,ESCA,3.147972114,2.889574
2696,EHT-1864,FLO1,ESCA,3.439903076,3.406053
2697,GSK2110183B,FLO1,ESCA,2.97049446,3.491407
2698,ICL-SIRT078,FLO1,ESCA,4.462662195,4.874537
2699,Irinotecan,FLO1,ESCA,3.759109633,2.677173
2700,LJI308,FLO1,ESCA,5.565233741,4.916461
2701,MK-1775,FLO1,ESCA,-0.642282705,0.119203
2702,Mirin,FLO1,ESCA,3.728271409,4.268122
2703,Nelarabine,FLO1,ESCA,6.421225411,6.122475
2704,Olaparib,FLO1,ESCA,4.306985957,4.287732
2705,Podophyllotoxin bromide,FLO1,ESCA,-1.876147148,-1.64311
2706,Ribociclib,FLO1,ESCA,3.152287147,3.827106
2707,Staurosporine,FLO1,ESCA,-3.236887917,-3.919233
2708,Talazoparib,FLO1,ESCA,4.597629892,3.857852
2709,WIKI4,FLO1,ESCA,3.507662088,3.848291
2710,AZD5991,FTC133,THFO,4.523783883,5.332159
2711,Afatinib,FTC133,THFO,2.129280246,2.154222
2712,BI-2536,FTC133,THFO,0.151845381,-0.922443
2713,CPI-637,FTC133,THFO,3.8210241,4.77397
2714,Gefitinib,FTC133,THFO,2.353832323,3.457848
2715,I-BET-762,FTC133,THFO,3.588250081,4.5023
2716,Ibrutinib,FTC133,THFO,5.795777688,5.170158
2717,Luminespib,FTC133,THFO,0.263461053,-2.25464
2718,MG-132,FTC133,THFO,-1.287542984,-1.407005
2719,MIRA-1,FTC133,THFO,6.052088132,5.44377
2720,MN-64,FTC133,THFO,5.137063917,4.568817
2721,Ribociclib,FTC133,THFO,4.420435889,4.55947
2722,SB216763,FTC133,THFO,5.128528693,4.968424
2723,SB590885,FTC133,THFO,5.130994084,4.254475
2724,SGC0946,FTC133,THFO,2.514304789,1.983459
2725,Selumetinib,FTC133,THFO,4.461496771,4.878375
2726,Telomerase Inhibitor IX,FTC133,THFO,0.28832682,0.353459
2727,WEHI-539,FTC133,THFO,1.509254137,2.942301
2728,AMG-319,FU97,DSTAD,4.620998175,5.135481
2729,AZD6738,FU97,DSTAD,1.233238294,3.688281
2730,Crizotinib,FU97,DSTAD,3.13696716,3.352456
2731,Dactinomycin,FU97,DSTAD,-4.837578477,-2.512611
2732,JNK Inhibitor VIII,FU97,DSTAD,6.102300763,5.502995
2733,MIM1,FU97,DSTAD,5.243962037,4.435244
2734,MIRA-1,FU97,DSTAD,5.417498186,5.903244
2735,MK-2206,FU97,DSTAD,2.567739814,1.821484
2736,NU7441,FU97,DSTAD,2.348392606,3.309908
2737,Nutlin-3a (-),FU97,DSTAD,3.356415743,5.70385
2738,Pevonedistat,FU97,DSTAD,-0.051852396,2.004614
2739,SB590885,FU97,DSTAD,3.026593964,4.83117
2740,WEHI-539,FU97,DSTAD,4.32073857,3.225398
2741,Wee1 Inhibitor,FU97,DSTAD,2.448657076,2.459281
2742,A-366,FUOV1,HGSOC,5.31873516,5.713898
2743,AMG-319,FUOV1,HGSOC,6.146560784,5.735929
2744,AZD3759,FUOV1,HGSOC,2.451796006,2.626754
2745,Bosutinib,FUOV1,HGSOC,3.32250764,3.098494
2746,Dasatinib,FUOV1,HGSOC,-0.650478439,-0.081656
2747,EPZ004777,FUOV1,HGSOC,6.519926705,5.816921
2748,I-BRD9,FUOV1,HGSOC,4.044098197,5.598885
2749,Luminespib,FUOV1,HGSOC,-0.923128678,0.781578
2750,MIM1,FUOV1,HGSOC,3.469740369,5.081161
2751,Pevonedistat,FUOV1,HGSOC,3.792161563,3.869789
2752,TW 37,FUOV1,HGSOC,1.917720701,2.198002
2753,UNC0638,FUOV1,HGSOC,5.959995303,5.413451
2754,VE821,FUOV1,HGSOC,4.247514511,6.083413
2755,ABT737,G292CLONEA141B1,OS,0.974343283,1.280444
2756,Afatinib,G292CLONEA141B1,OS,2.583597748,2.592842
2757,Alisertib,G292CLONEA141B1,OS,2.495788283,2.565351
2758,BMS-345541,G292CLONEA141B1,OS,5.56619188,4.364461
2759,Buparlisib,G292CLONEA141B1,OS,0.780849914,1.199065
2760,Camptothecin,G292CLONEA141B1,OS,1.157000571,0.797764
2761,EHT-1864,G292CLONEA141B1,OS,4.464384453,4.82982
2762,EPZ5676,G292CLONEA141B1,OS,6.899666593,6.576119
2763,GSK591,G292CLONEA141B1,OS,5.10782738,5.57547
2764,Luminespib,G292CLONEA141B1,OS,-2.439517697,-1.114121
2765,Motesanib,G292CLONEA141B1,OS,6.192723649,5.549163
2766,Olaparib,G292CLONEA141B1,OS,4.62234061,5.33335
2767,PFI3,G292CLONEA141B1,OS,5.692118751,5.795475
2768,SCH772984,G292CLONEA141B1,OS,4.870190029,3.777405
2769,SGC-CBP30,G292CLONEA141B1,OS,4.148555295,4.943065
2770,Sapitinib,G292CLONEA141B1,OS,4.836607939,5.343275
2771,Telomerase Inhibitor IX,G292CLONEA141B1,OS,1.151293102,2.375403
2772,Vincristine,G292CLONEA141B1,OS,2.207853228,2.706782
2773,glutathione,G292CLONEA141B1,OS,10.06589622,10.017614
2774,AZ6102,G361,MEL,1.697775473,2.093536
2775,AZD5153,G361,MEL,-0.361399148,1.343329
2776,AZD5363,G361,MEL,3.965351559,3.257435
2777,AZD5991,G361,MEL,3.62350677,3.647551
2778,Bosutinib,G361,MEL,3.107623649,2.771452
2779,Crizotinib,G361,MEL,1.962180223,2.825794
2780,Dinaciclib,G361,MEL,-3.075572115,-2.917698
2781,Doramapimod,G361,MEL,4.258881287,4.982764
2782,GW441756,G361,MEL,3.113368919,3.353539
2783,Gefitinib,G361,MEL,3.234647207,3.405988
2784,LMP744,G361,MEL,2.744489344,1.564125
2785,Leflunomide,G361,MEL,5.021171331,5.015873
2786,Methotrexate,G361,MEL,-3.034412087,-1.708253
2787,Remodelin,G361,MEL,4.045067425,3.713924
2788,SB216763,G361,MEL,5.606116857,4.965041
2789,Schweinfurthin A,G361,MEL,-0.213036939,2.496529
2790,Temsirolimus,G361,MEL,1.639526136,2.014382
2791,Uprosertib,G361,MEL,2.497810804,3.526292
2792,Vinblastine,G361,MEL,-3.456951822,-3.026871
2793,AGK2,G401,MRT,2.041971638,2.972585
2794,AZD2014,G401,MRT,1.158601915,-0.418839
2795,Bosutinib,G401,MRT,2.805464168,2.549829
2796,CCT007093,G401,MRT,4.244095363,5.359044
2797,Cyclophosphamide,G401,MRT,4.828746897,5.168678
2798,Fulvestrant,G401,MRT,3.981491142,3.652542
2799,GDC0810,G401,MRT,5.220244429,5.066055
2800,I-BET-762,G401,MRT,1.734913272,1.900153
2801,I-BRD9,G401,MRT,3.822898265,3.783043
2802,JQ1,G401,MRT,0.541879034,-0.331786
2803,Leflunomide,G401,MRT,4.851239016,5.185229
2804,Oxaliplatin,G401,MRT,2.09482928,2.123182
2805,PD173074,G401,MRT,-0.816579116,0.964046
2806,PRT062607,G401,MRT,3.290112624,1.437233
2807,Pyridostatin,G401,MRT,2.117145856,2.363276
2808,SCH772984,G401,MRT,1.764969493,0.762683
2809,Sabutoclax,G401,MRT,-1.721226119,-2.136748
2810,Sinularin,G401,MRT,2.944914768,3.046372
2811,Temsirolimus,G401,MRT,-1.401474916,-0.282392
2812,AGI-6780,G402,RCC,4.900674923,3.591289
2813,Afatinib,G402,RCC,1.4353997,1.587578
2814,Axitinib,G402,RCC,-0.412426169,0.177208
2815,BMS-536924,G402,RCC,1.908580458,2.111131
2816,GSK1904529A,G402,RCC,2.707395747,3.786143
2817,GSK591,G402,RCC,5.173289697,4.872478
2818,JNK Inhibitor VIII,G402,RCC,4.78213688,5.150263
2819,Lapatinib,G402,RCC,2.694380922,3.306081
2820,Luminespib,G402,RCC,-3.720686786,-3.407489
2821,Obatoclax Mesylate,G402,RCC,-0.253632201,0.168906
2822,Podophyllotoxin bromide,G402,RCC,-0.828073865,-1.129512
2823,Refametinib,G402,RCC,1.542224497,2.533673
2824,SCH772984,G402,RCC,1.971783244,2.275756
2825,Savolitinib,G402,RCC,3.152019338,2.590709
2826,Topotecan,G402,RCC,-0.468427546,0.209889
2827,Trametinib,G402,RCC,-0.056200418,0.554611
2828,Uprosertib,G402,RCC,3.248165374,2.964588
2829,VE-822,G402,RCC,4.922496539,3.238235
2830,Vinorelbine,G402,RCC,-2.368197793,-3.728487
2831,AZD3759,GA10,BL,2.303958989,2.149405
2832,AZD8055,GA10,BL,-1.637328916,-1.422344
2833,Dactinomycin,GA10,BL,-5.33113216,-5.932067
2834,Elephantin,GA10,BL,1.235099267,1.831385
2835,Fulvestrant,GA10,BL,2.984614599,2.749733
2836,Gemcitabine,GA10,BL,-3.753197198,-4.566634
2837,Ibrutinib,GA10,BL,1.196149765,1.952805
2838,MN-64,GA10,BL,4.917279714,3.849117
2839,Osimertinib,GA10,BL,1.14081726,0.948334
2840,PD0325901,GA10,BL,2.603276914,2.883138
2841,PRIMA-1MET,GA10,BL,1.089016055,1.787392
2842,Podophyllotoxin bromide,GA10,BL,-1.607745668,-1.868574
2843,Romidepsin,GA10,BL,-5.738437248,-5.842357
2844,Savolitinib,GA10,BL,1.381576017,1.624904
2845,Sorafenib,GA10,BL,1.806324713,1.648166
2846,Telomerase Inhibitor IX,GA10,BL,-0.186591487,-0.657804
2847,WZ4003,GA10,BL,3.196134353,2.840839
2848,YK-4-279,GA10,BL,0.990793104,0.534744
2849,Zoledronate,GA10,BL,2.655419934,2.763612
2850,5-azacytidine,GAMG,GB,2.139699685,2.556425
2851,Afuresertib,GAMG,GB,2.040677044,2.137009
2852,BIBR-1532,GAMG,GB,5.281259567,5.200582
2853,BMS-754807,GAMG,GB,2.215068673,1.695369
2854,Entinostat,GAMG,GB,3.931371156,3.374642
2855,Entospletinib,GAMG,GB,3.533632214,3.595434
2856,KRAS (G12C) Inhibitor-12,GAMG,GB,4.488902356,4.259268
2857,Lestaurtinib,GAMG,GB,-0.243065771,0.549337
2858,MK-1775,GAMG,GB,0.372101862,0.285584
2859,Mycophenolic acid,GAMG,GB,0.44211476,1.399232
2860,NU7441,GAMG,GB,3.327383147,3.220551
2861,Rucaparib,GAMG,GB,3.882331539,4.204496
2862,Staurosporine,GAMG,GB,-4.179626679,-4.086789
2863,Taselisib,GAMG,GB,0.856394399,1.699344
2864,Uprosertib,GAMG,GB,2.279282486,2.841434
2865,Veliparib,GAMG,GB,5.310539651,5.237686
2866,Vinblastine,GAMG,GB,-4.552573148,-4.551368
2867,WZ4003,GAMG,GB,4.380112552,3.796338
2868,glutathione,GAMG,GB,8.253323453,9.402214
2869,5-Fluorouracil,GB1,GB,5.950666809,6.504453
2870,AT13148,GB1,GB,3.618598559,4.489388
2871,AZD5582,GB1,GB,5.698487269,4.803104
2872,Bleomycin,GB1,GB,3.408965286,3.242681
2873,Dasatinib,GB1,GB,0.988781423,1.57462
2874,Fludarabine,GB1,GB,6.347114768,5.037363
2875,GSK-LSD1,GB1,GB,3.910615037,2.812465
2876,Leflunomide,GB1,GB,4.955693473,5.033997
2877,Luminespib,GB1,GB,-2.376006839,-0.775121
2878,MG-132,GB1,GB,-1.136771469,-1.069379
2879,ML323,GB1,GB,5.345906508,4.683589
2880,N-acetyl cysteine,GB1,GB,10.16631616,10.587482
2881,Navitoclax,GB1,GB,3.230156851,2.811165
2882,OTX015,GB1,GB,3.871447772,3.706903
2883,PD173074,GB1,GB,4.905449269,5.086949
2884,PFI3,GB1,GB,6.621910633,5.543459
2885,Podophyllotoxin bromide,GB1,GB,-0.152766212,0.845189
2886,RVX-208,GB1,GB,6.604734342,5.790913
2887,SB590885,GB1,GB,5.582203325,5.318554
2888,AZD7762,GCT,MFH,0.641717198,0.99262
2889,Avagacestat,GCT,MFH,4.759100932,5.162712
2890,Camptothecin,GCT,MFH,-2.933625317,-2.938571
2891,Dactolisib,GCT,MFH,-0.946045052,-1.038719
2892,Dasatinib,GCT,MFH,-0.534347568,1.323896
2893,Fulvestrant,GCT,MFH,4.808018484,4.306843
2894,GSK2110183B,GCT,MFH,4.116601076,4.19018
2895,I-BRD9,GCT,MFH,5.133693721,4.726814
2896,Lestaurtinib,GCT,MFH,1.044423051,0.195026
2897,MK-8776,GCT,MFH,3.519819363,3.561852
2898,Nutlin-3a (-),GCT,MFH,5.675166469,5.795387
2899,PFI-1,GCT,MFH,3.200121785,4.252603
2900,PLX-4720,GCT,MFH,3.543055534,3.705475
2901,POMHEX,GCT,MFH,2.69538208,2.757173
2902,Ribociclib,GCT,MFH,4.658204297,3.878054
2903,Sinularin,GCT,MFH,3.916393227,4.167802
2904,Telomerase Inhibitor IX,GCT,MFH,1.505434638,0.792469
2905,Topotecan,GCT,MFH,-1.222015984,-0.171133
2906,Ulixertinib,GCT,MFH,2.760185263,2.9709
2907,ABT737,GDM1,AML,-2.959814891,-2.56778
2908,AZ960,GDM1,AML,-0.67995996,0.172698
2909,AZD7762,GDM1,AML,-3.954086531,-1.491093
2910,CZC24832,GDM1,AML,2.454322791,3.718375
2911,Entinostat,GDM1,AML,0.714198318,0.634838
2912,Entospletinib,GDM1,AML,0.429161447,2.141289
2913,LCL161,GDM1,AML,4.750180202,4.018417
2914,MN-64,GDM1,AML,5.123906094,3.660114
2915,Mycophenolic acid,GDM1,AML,2.314439738,0.782388
2916,PD0325901,GDM1,AML,0.599626538,-0.202782
2917,RVX-208,GDM1,AML,2.393386495,3.232517
2918,Ribociclib,GDM1,AML,3.294254771,1.902375
2919,Selumetinib,GDM1,AML,3.445501095,2.886585
2920,Serdemetan,GDM1,AML,2.720226356,1.996071
2921,Sorafenib,GDM1,AML,-1.973901133,1.300238
2922,Topotecan,GDM1,AML,-1.793078702,-0.530383
2923,VE821,GDM1,AML,1.902111199,1.896272
2924,VX-11e,GDM1,AML,2.404504361,2.096281
2925,Vinblastine,GDM1,AML,-5.359778504,-5.385867
2926,AGK2,GI1,GSARC,2.822802632,2.985737
2927,AZD3759,GI1,GSARC,3.13781281,2.630005
2928,AZD5438,GI1,GSARC,1.769735037,1.374842
2929,Acetalax,GI1,GSARC,5.497325749,5.664644
2930,Afuresertib,GI1,GSARC,1.918671074,1.840507
2931,Alpelisib,GI1,GSARC,3.49522557,2.29615
2932,Buparlisib,GI1,GSARC,0.494850915,0.508327
2933,CZC24832,GI1,GSARC,4.855553065,4.658229
2934,Dacarbazine,GI1,GSARC,5.850524902,5.28027
2935,Dinaciclib,GI1,GSARC,-2.985529304,-2.935134
2936,Epirubicin,GI1,GSARC,-1.000480305,-1.876278
2937,JNK Inhibitor VIII,GI1,GSARC,4.828532183,4.874308
2938,Linsitinib,GI1,GSARC,4.391738499,4.131697
2939,Navitoclax,GI1,GSARC,1.873948781,2.26879
2940,Sorafenib,GI1,GSARC,2.735251068,2.143112
2941,Tanespimycin,GI1,GSARC,-0.989028872,-1.046707
2942,UNC0379,GI1,GSARC,3.656636606,3.447093
2943,Veliparib,GI1,GSARC,4.995763166,4.456817
2944,Vorinostat,GI1,GSARC,1.349620931,1.37118
2945,AZD6738,GIMEN,NBL,3.340362992,3.272614
2946,AZD8186,GIMEN,NBL,4.448221999,3.126606
2947,Alpelisib,GIMEN,NBL,4.252761106,4.499847
2948,BMS-754807,GIMEN,NBL,2.537263016,2.043786
2949,Bosutinib,GIMEN,NBL,3.335405102,3.561573
2950,JQ1,GIMEN,NBL,3.178844042,2.939245
2951,KRAS (G12C) Inhibitor-12,GIMEN,NBL,6.904504666,6.270916
2952,LY2109761,GIMEN,NBL,6.347352348,6.102399
2953,ML323,GIMEN,NBL,6.27810161,5.923251
2954,Mitoxantrone,GIMEN,NBL,0.459673588,2.423242
2955,NU7441,GIMEN,NBL,5.214917119,3.850303
2956,Nutlin-3a (-),GIMEN,NBL,2.879773327,2.136919
2957,PFI-1,GIMEN,NBL,4.462515255,4.030431
2958,PLX-4720,GIMEN,NBL,5.334239982,5.552088
2959,RO-3306,GIMEN,NBL,6.190897818,4.731056
2960,Sapitinib,GIMEN,NBL,5.764160022,5.547479
2961,Staurosporine,GIMEN,NBL,-2.789913217,-3.474983
2962,Telomerase Inhibitor IX,GIMEN,NBL,0.919864377,0.828215
2963,Trametinib,GIMEN,NBL,-1.192348711,-1.371401
2964,AGK2,GOTO,NBL,4.644022477,3.364987
2965,AZD5582,GOTO,NBL,1.321032193,2.065412
2966,Acetalax,GOTO,NBL,5.852546301,6.143382
2967,Avagacestat,GOTO,NBL,4.176655312,4.686239
2968,BIBR-1532,GOTO,NBL,4.924894813,4.480083
2969,Bleomycin,GOTO,NBL,2.757383764,0.773499
2970,Bortezomib,GOTO,NBL,-4.118303774,-4.939918
2971,Crizotinib,GOTO,NBL,1.060089562,1.456849
2972,Docetaxel,GOTO,NBL,-2.118486653,-3.051576
2973,Fludarabine,GOTO,NBL,6.221257885,4.460409
2974,I-BRD9,GOTO,NBL,4.346624264,4.394238
2975,KU-55933,GOTO,NBL,5.176206139,4.629908
2976,Lenalidomide,GOTO,NBL,3.484115719,4.754395
2977,OSI-027,GOTO,NBL,4.237241464,3.710415
2978,P22077,GOTO,NBL,4.840383991,4.237971
2979,Palbociclib,GOTO,NBL,4.292097974,3.198752
2980,SB216763,GOTO,NBL,4.956939543,4.63235
2981,Venetoclax,GOTO,NBL,1.72110941,1.698286
2982,Wee1 Inhibitor,GOTO,NBL,0.759860009,0.960944
2983,AMG-319,GP5D,COAD,4.899615997,4.716044
2984,Avagacestat,GP5D,COAD,4.825605759,4.49892
2985,Bleomycin,GP5D,COAD,2.191345837,1.751553
2986,Bleomycin (50 uM),GP5D,COAD,3.300570083,1.674483
2987,CCT007093,GP5D,COAD,5.216782427,4.843368
2988,Carmustine,GP5D,COAD,6.085860756,5.616684
2989,Dinaciclib,GP5D,COAD,-3.798771076,-3.607454
2990,Fludarabine,GP5D,COAD,3.252791343,4.962707
2991,GSK2801,GP5D,COAD,3.976529952,4.782591
2992,Ibrutinib,GP5D,COAD,4.108266155,3.908312
2993,Nilotinib,GP5D,COAD,3.519022635,3.245522
2994,OF-1,GP5D,COAD,4.217272402,4.312881
2995,Romidepsin,GP5D,COAD,-5.565146612,-5.441367
2996,Sabutoclax,GP5D,COAD,-1.122721004,-1.465859
2997,UNC0379,GP5D,COAD,2.632897865,3.037832
2998,Uprosertib,GP5D,COAD,0.79632811,1.863823
2999,Veliparib,GP5D,COAD,3.631825595,4.765828
3000,WIKI4,GP5D,COAD,3.352863848,3.439119
3001,XAV939,GP5D,COAD,5.195466198,4.442096
3002,5-Fluorouracil,GRANTA519,MCL,2.410604985,4.060997
3003,AZD5582,GRANTA519,MCL,1.831856658,2.736031
3004,Afatinib,GRANTA519,MCL,3.169209238,3.069057
3005,EHT-1864,GRANTA519,MCL,3.431533395,3.874241
3006,Gefitinib,GRANTA519,MCL,4.121965123,3.947984
3007,I-BET-762,GRANTA519,MCL,4.856213805,5.522456
3008,LGK974,GRANTA519,MCL,3.886501702,4.410486
3009,ML323,GRANTA519,MCL,5.000448715,5.25893
3010,Osimertinib,GRANTA519,MCL,2.902569398,2.420897
3011,P22077,GRANTA519,MCL,5.604431851,4.513795
3012,Pevonedistat,GRANTA519,MCL,-1.674835135,-0.299667
3013,RO-3306,GRANTA519,MCL,3.381544323,4.476495
3014,SGC0946,GRANTA519,MCL,2.761853111,2.099541
3015,Sabutoclax,GRANTA519,MCL,0.068802672,-1.050538
3016,Sepantronium bromide,GRANTA519,MCL,-5.394317464,-3.851427
3017,VE-822,GRANTA519,MCL,2.469905011,2.918692
3018,VX-11e,GRANTA519,MCL,4.291137847,3.865657
3019,Vinblastine,GRANTA519,MCL,-3.962305582,-2.477049
3020,Vorinostat,GRANTA519,MCL,1.490420938,1.592488
3021,5-azacytidine,H4,ASTR,0.859487949,1.953892
3022,AZD8055,H4,ASTR,-1.440727808,-1.421941
3023,Axitinib,H4,ASTR,0.528934373,1.289159
3024,BMS-345541,H4,ASTR,2.787027369,2.670379
3025,Dinaciclib,H4,ASTR,-3.242468544,-3.164845
3026,Docetaxel,H4,ASTR,-6.123807808,-5.776226
3027,EPZ004777,H4,ASTR,5.197003166,4.600327
3028,Elephantin,H4,ASTR,2.906100413,2.410956
3029,GSK2801,H4,ASTR,4.697488359,4.592227
3030,ICL-SIRT078,H4,ASTR,3.999189521,3.486004
3031,Ibrutinib,H4,ASTR,4.339733798,3.921735
3032,LGK974,H4,ASTR,3.855823706,3.924642
3033,Lestaurtinib,H4,ASTR,-2.743555573,-1.133041
3034,MG-132,H4,ASTR,-1.173920832,-1.520749
