"",drug,cell_line,OncotreeCode,IC50,prediction,IC50_Z,prediction_Z
4239,Olaparib,HUPT3,PAAD,5.918721,5.717772,1.297526,1.143158
4240,Oxaliplatin,HUPT3,PAAD,4.785867,6.131957,0.278249,1.033034
4241,PFI-1,HUPT3,PAAD,4.323545,4.329338,0.238918,0.244062
4242,Pevonedistat,HUPT3,PAAD,0.123355,3.042762,-0.348333,1.010980
4243,Sepantronium bromide,HUPT3,PAAD,-4.619844,-4.668143,-0.276535,-0.306203
4244,Serdemetan,HUPT3,PAAD,6.968825,5.528147,2.521122,1.392454
4245,Teniposide,HUPT3,PAAD,1.403075,1.865783,0.469731,0.703100
4246,UNC0638,HUPT3,PAAD,5.547506,5.581482,0.989618,1.013436
4247,WIKI4,HUPT3,PAAD,3.940372,4.223063,0.214205,0.508176
4248,AZD6738,HUPT4,PAAD,2.713927,3.333571,0.449261,0.873192
4249,AZD8055,HUPT4,PAAD,1.880757,1.251825,1.396536,0.937998
4250,CCT007093,HUPT4,PAAD,5.468086,5.201748,0.320913,0.012084
4251,Cyclophosphamide,HUPT4,PAAD,5.808654,5.526734,0.618236,0.301013
4252,Dabrafenib,HUPT4,PAAD,5.881744,5.353168,0.876440,0.591355
4253,Dasatinib,HUPT4,PAAD,0.671723,2.142539,-0.264843,0.368019
4254,Erlotinib,HUPT4,PAAD,3.949765,2.954999,0.669411,-0.017176
4255,GSK-LSD1,HUPT4,PAAD,3.064161,2.868273,0.474064,0.251720
4256,I-BRD9,HUPT4,PAAD,5.825693,5.391045,1.151840,0.810678
4257,Mirin,HUPT4,PAAD,5.759242,5.636850,0.825015,0.721605
4258,NVP-ADW742,HUPT4,PAAD,4.146850,3.682139,0.858749,0.543177
4259,Nelarabine,HUPT4,PAAD,6.603449,6.413152,0.544255,0.368643
4260,PFI3,HUPT4,PAAD,5.876695,5.471838,0.570034,0.088747
4261,Pevonedistat,HUPT4,PAAD,0.579416,0.394637,-0.135985,-0.222021
4262,SCH772984,HUPT4,PAAD,2.425858,3.133130,-0.038825,0.346575
4263,SGC0946,HUPT4,PAAD,2.064142,2.265011,-0.050311,0.201226
4264,Savolitinib,HUPT4,PAAD,2.395810,2.276813,-0.289536,-0.389495
4265,Selumetinib,HUPT4,PAAD,4.507733,3.904975,0.502863,0.177937
4266,Telomerase Inhibitor IX,HUPT4,PAAD,2.881717,1.776269,1.805933,0.909499
4267,AT13148,HUTU80,DA,1.011003,2.415656,-1.566234,-0.695832
4268,AZD8186,HUTU80,DA,2.186385,2.225416,-0.675367,-0.647572
4269,Acetalax,HUTU80,DA,2.431578,3.512198,-1.139517,-0.612839
4270,Afuresertib,HUTU80,DA,1.423554,2.212041,-0.665191,-0.129444
4271,Alpelisib,HUTU80,DA,2.201714,2.278528,-0.887826,-0.833241
4272,BX795,HUTU80,DA,0.720561,1.099198,-1.550585,-1.251987
4273,Buparlisib,HUTU80,DA,0.502754,0.178470,-0.667966,-1.012050
4274,CCT007093,HUTU80,DA,4.077028,4.374316,-1.292073,-0.947356
4275,Docetaxel,HUTU80,DA,-6.385741,-6.507266,-1.164788,-1.212471
4276,Elesclomol,HUTU80,DA,-6.112304,-4.141027,-2.211006,-1.225943
4277,Erlotinib,HUTU80,DA,1.837160,1.619182,-0.788709,-0.939157
4278,GSK-LSD1,HUTU80,DA,1.084132,1.935872,-1.773373,-0.806603
4279,GSK1904529A,HUTU80,DA,2.608736,3.124419,-1.575917,-1.108833
4280,Mirin,HUTU80,DA,3.456523,3.466084,-1.120559,-1.112481
4281,Pictilisib,HUTU80,DA,-0.331267,-0.598817,-1.228088,-1.439866
4282,Ribociclib,HUTU80,DA,1.165260,1.942480,-2.038361,-1.402953
4283,SB216763,HUTU80,DA,4.727998,4.128374,-0.435699,-1.012867
4284,Sapitinib,HUTU80,DA,1.696865,2.297899,-1.141208,-0.804980
4285,Temozolomide,HUTU80,DA,4.836209,4.999616,-1.095993,-0.970592
4286,Alpelisib,IALM,LCLC,5.018844,5.419155,1.114077,1.398545
4287,Cytarabine,IALM,LCLC,4.449831,4.373486,1.270040,1.236539
4288,Dactolisib,IALM,LCLC,0.557799,0.593930,1.446736,1.472006
4289,Dihydrorotenone,IALM,LCLC,1.817033,0.939159,0.653986,0.097586
4290,GSK591,IALM,LCLC,5.816567,5.127450,1.190708,0.621610
4291,Ipatasertib,IALM,LCLC,5.664302,5.027685,1.553137,1.115712
4292,Lestaurtinib,IALM,LCLC,1.827031,1.117000,1.139060,0.699983
4293,Linsitinib,IALM,LCLC,5.004200,4.997945,0.786312,0.781581
4294,P22077,IALM,LCLC,5.843546,5.694561,0.949752,0.851231
4295,PD173074,IALM,LCLC,3.088414,4.601474,-0.480190,0.596380
4296,PFI-1,IALM,LCLC,3.730402,4.580008,-0.287794,0.466658
4297,Paclitaxel,IALM,LCLC,0.123040,0.675956,1.477028,1.751195
4298,SGC0946,IALM,LCLC,1.217146,2.622499,-1.110957,0.648888
4299,Tamoxifen,IALM,LCLC,5.023829,4.157135,0.855751,0.147861
4300,VE821,IALM,LCLC,6.012384,5.566052,1.309224,1.027405
4301,Vinblastine,IALM,LCLC,-1.464932,1.499400,0.931561,2.292752
4302,Vincristine,IALM,LCLC,3.155504,3.263132,1.821790,1.862879
4303,Vinorelbine,IALM,LCLC,0.667126,1.618599,1.739635,2.190880
4304,Wnt-C59,IALM,LCLC,4.920845,4.960575,0.532038,0.568308
4305,AGK2,IGR1,MEL,2.600042,3.005606,-0.716984,-0.279366
4306,AT13148,IGR1,MEL,4.733551,4.675655,0.740466,0.704591
4307,Acetalax,IGR1,MEL,6.373192,5.624394,0.781565,0.416612
4308,Alisertib,IGR1,MEL,3.495459,2.534135,0.833117,0.413090
4309,Carmustine,IGR1,MEL,5.996688,5.897314,-0.205803,-0.307700
4310,EHT-1864,IGR1,MEL,3.996745,3.200566,0.323875,-0.485720
4311,I-BRD9,IGR1,MEL,4.318513,4.422763,-0.031167,0.050660
4312,LGK974,IGR1,MEL,3.871697,4.620459,-0.330924,0.345080
4313,Lapatinib,IGR1,MEL,1.933975,3.259504,-0.811936,0.025192
4314,Lenalidomide,IGR1,MEL,4.761490,5.157976,-0.443451,-0.073370
4315,NVP-ADW742,IGR1,MEL,1.926245,2.127323,-0.649202,-0.512655
4316,OF-1,IGR1,MEL,3.293495,3.545462,-0.707570,-0.492223
4317,PCI-34051,IGR1,MEL,5.467887,4.835385,0.833390,0.341612
4318,SGC0946,IGR1,MEL,1.992972,2.092002,-0.139433,-0.015424
4319,SN-38,IGR1,MEL,3.684005,3.189246,1.627255,1.489713
4320,Sepantronium bromide,IGR1,MEL,-5.937203,-5.007060,-1.085740,-0.514388
4321,Serdemetan,IGR1,MEL,3.095642,4.224651,-0.513239,0.371259
4322,Talazoparib,IGR1,MEL,3.972230,4.118177,0.544031,0.609926
4323,WZ4003,IGR1,MEL,2.322445,3.703178,-1.334504,-0.330460
4324,AZD2014,IGR37,MEL,0.318205,1.243882,-1.254747,-0.616170
4325,Alpelisib,IGR37,MEL,4.853898,4.481559,0.996864,0.732273
4326,Axitinib,IGR37,MEL,3.764026,3.488431,0.513046,0.348719
4327,Bleomycin (50 uM),IGR37,MEL,4.727347,3.264826,0.627323,-0.075285
4328,CPI-637,IGR37,MEL,5.142151,4.137633,0.686904,-0.010171
4329,Carmustine,IGR37,MEL,6.341191,5.990208,0.147447,-0.212447
4330,GSK-LSD1,IGR37,MEL,3.135785,2.559480,0.555360,-0.098776
4331,GSK2801,IGR37,MEL,5.440887,4.843612,0.508188,-0.161850
4332,KRAS (G12C) Inhibitor-12,IGR37,MEL,3.262210,4.662399,-0.773535,0.139056
4333,Linsitinib,IGR37,MEL,4.374540,4.460334,0.310091,0.374978
4334,N-acetyl cysteine,IGR37,MEL,10.602617,9.537262,0.696251,-0.524276
4335,Nelarabine,IGR37,MEL,6.080585,5.416029,0.061741,-0.551530
4336,Pevonedistat,IGR37,MEL,1.147421,0.705585,0.128485,-0.077240
4337,Refametinib,IGR37,MEL,-2.702946,-1.594619,-2.594502,-2.016529
4338,Schweinfurthin A,IGR37,MEL,1.688129,2.244033,0.252051,0.489555
4339,Selumetinib,IGR37,MEL,-1.415859,-1.358122,-2.690331,-2.659208
4340,VE-822,IGR37,MEL,4.136720,2.939517,0.561013,-0.107116
4341,Vinblastine,IGR37,MEL,-4.650230,-3.752732,-0.531096,-0.118974
4342,ZM447439,IGR37,MEL,3.988552,2.538819,0.827475,-0.022305
4343,AZD5438,IGROV1,EOV,1.913887,0.941856,-0.300764,-0.941075
4344,AZD7762,IGROV1,EOV,-1.120627,-1.933095,-0.832982,-1.359627
4345,BI-2536,IGROV1,EOV,-2.391080,-1.580377,-0.532313,-0.222629
4346,BMS-754807,IGROV1,EOV,0.816318,1.665151,-0.674215,-0.249320
4347,Foretinib,IGROV1,EOV,-0.540511,0.021780,-1.064497,-0.651735
4348,GSK343,IGROV1,EOV,3.224348,3.591978,-0.276327,-0.007418
4349,Gemcitabine,IGROV1,EOV,-1.013286,-2.323111,-0.081881,-0.516963
4350,JQ1,IGROV1,EOV,1.701206,-0.045234,-0.166137,-1.060594
4351,LGK974,IGROV1,EOV,4.628002,4.567248,0.351891,0.297040
4352,LMP744,IGROV1,EOV,-1.229329,-0.835059,-0.381357,-0.212219
4353,MK-1775,IGROV1,EOV,-0.981511,-0.468517,-1.139580,-0.778276
4354,Motesanib,IGROV1,EOV,5.943589,5.324933,0.407856,-0.137941
4355,PCI-34051,IGROV1,EOV,3.629482,4.028256,-0.595995,-0.285942
4356,PFI3,IGROV1,EOV,4.065346,4.969058,-1.583266,-0.508949
4357,SN-38,IGROV1,EOV,-1.777157,-3.562126,0.109067,-0.387149
4358,Selumetinib,IGROV1,EOV,1.553562,0.989604,-1.089624,-1.393634
4359,Teniposide,IGROV1,EOV,1.646741,0.274851,0.592625,-0.099293
4360,Ulixertinib,IGROV1,EOV,0.415981,0.407978,-1.417442,-1.422764
4361,Vorinostat,IGROV1,EOV,1.757659,0.983027,0.247715,-0.462602
4362,AZD5363,IHH4,THPA,3.759318,3.136847,0.632152,0.200449
4363,AZD5438,IHH4,THPA,0.895447,1.542459,-0.971647,-0.545437
4364,AZD8055,IHH4,THPA,-1.323665,-0.040351,-0.939726,-0.004094
4365,Acetalax,IHH4,THPA,5.636054,5.067493,0.422295,0.145187
4366,Alpelisib,IHH4,THPA,5.082047,3.961802,1.158990,0.362924
4367,BMS-345541,IHH4,THPA,2.159746,2.593844,-0.846852,-0.518097
4368,Bosutinib,IHH4,THPA,2.143272,2.245516,-0.310293,-0.243554
4369,Entinostat,IHH4,THPA,1.677132,2.086614,-0.215745,0.034389
4370,Foretinib,IHH4,THPA,0.837860,1.098902,-0.052673,0.138951
4371,GSK1904529A,IHH4,THPA,3.946595,3.831049,-0.364140,-0.468797
4372,I-BET-762,IHH4,THPA,3.305389,3.136321,0.080398,-0.026483
4373,ICL-SIRT078,IHH4,THPA,3.662930,4.038861,-0.454862,-0.183834
4374,ML323,IHH4,THPA,3.920776,4.582228,-0.582925,0.043687
4375,PRT062607,IHH4,THPA,2.987139,2.745628,-0.132511,-0.305436
4376,Picolinici-acid,IHH4,THPA,5.270536,4.979101,0.002126,-0.359220
4377,Uprosertib,IHH4,THPA,2.898558,3.086948,0.020244,0.130587
4378,Venetoclax,IHH4,THPA,1.556218,3.024558,-0.394230,0.313334
4379,WEHI-539,IHH4,THPA,4.644782,4.369967,0.562770,0.402718
4380,Zoledronate,IHH4,THPA,3.421367,3.609807,-0.489478,-0.285512
4381,AZD1332,IM95,STAD,3.845730,3.546316,0.054405,-0.140607
4382,AZD2014,IM95,STAD,0.918498,1.230595,-0.840636,-0.625336
4383,Avagacestat,IM95,STAD,5.354309,4.780054,0.555152,0.019524
4384,BIBR-1532,IM95,STAD,4.029107,4.583727,-0.927007,-0.379895
4385,BMS-345541,IM95,STAD,1.799739,2.921484,-1.119496,-0.269966
4386,CZC24832,IM95,STAD,5.592080,4.925550,0.478498,-0.223247
4387,Dabrafenib,IM95,STAD,5.666173,4.971992,0.760173,0.385770
4388,Foretinib,IM95,STAD,1.580551,0.209424,0.492516,-0.513990
4389,IWP-2,IM95,STAD,3.156880,2.713584,0.319234,-0.174992
4390,Ipatasertib,IM95,STAD,1.955704,1.829452,-0.995071,-1.081820
4391,KU-55933,IM95,STAD,5.377247,5.059999,0.298397,0.016835
4392,MN-64,IM95,STAD,3.685621,4.592178,-0.953443,-0.078437
4393,Nilotinib,IM95,STAD,4.374506,3.929555,0.592078,0.331322
4394,OF-1,IM95,STAD,2.856274,3.479800,-1.081246,-0.548342
4395,Refametinib,IM95,STAD,1.990192,2.267601,-0.147112,-0.002448
4396,Ribociclib,IM95,STAD,3.040316,3.413289,-0.505428,-0.200508
4397,SB590885,IM95,STAD,4.185091,4.388663,-0.115967,0.034223
4398,Trametinib,IM95,STAD,0.557383,0.167047,0.150539,-0.022339
4399,Vorinostat,IM95,STAD,1.956222,1.491294,0.429792,0.003465
4400,AGK2,IPC298,SKCM,3.330320,3.010912,0.071011,-0.273641
4401,BMS-536924,IPC298,SKCM,3.276238,3.064341,0.845161,0.691738
4402,Docetaxel,IPC298,SKCM,-5.339417,-4.432075,-0.754239,-0.398224
4403,EHT-1864,IPC298,SKCM,4.475063,3.874640,0.810253,0.199712
4404,Foretinib,IPC298,SKCM,0.946418,0.654768,0.027016,-0.187075
4405,Gefitinib,IPC298,SKCM,2.601258,3.116708,-0.450467,-0.025388
4406,Gemcitabine,IPC298,SKCM,-2.588974,-1.725710,-0.605275,-0.318526
4407,JNK Inhibitor VIII,IPC298,SKCM,4.471174,4.673519,-0.651042,-0.440517
4408,Mirin,IPC298,SKCM,4.760383,3.959958,-0.018924,-0.695206
4409,Nutlin-3a (-),IPC298,SKCM,5.439217,4.698721,0.568403,0.155007
4410,OSI-027,IPC298,SKCM,1.509490,2.295471,-0.719874,-0.193736
4411,PFI-1,IPC298,SKCM,3.473616,2.904593,-0.515821,-1.021115
4412,PFI3,IPC298,SKCM,5.483037,5.172541,0.102060,-0.267052
4413,Paclitaxel,IPC298,SKCM,-3.990002,-3.851136,-0.562453,-0.493596
4414,Ruxolitinib,IPC298,SKCM,5.503830,4.466638,0.607447,-0.284840
4415,Tozasertib,IPC298,SKCM,1.688941,1.567131,-0.080610,-0.131738
4416,AZD1332,ISTMES1,PLEMESO,0.561187,2.697589,-2.084849,-0.693390
4417,CCT007093,ISTMES1,PLEMESO,5.231139,5.605331,0.046163,0.480054
4418,Camptothecin,ISTMES1,PLEMESO,-2.255811,-0.974121,0.000908,0.697859
4419,Cediranib,ISTMES1,PLEMESO,1.260696,3.246857,-0.847413,0.818304
4420,GDC0810,ISTMES1,PLEMESO,4.165938,4.988185,-0.974505,-0.104890
4421,GSK2578215A,ISTMES1,PLEMESO,4.529422,5.009172,-0.418612,0.077959
4422,GSK2830371,ISTMES1,PLEMESO,6.269258,5.759520,0.719871,0.286467
4423,Gefitinib,ISTMES1,PLEMESO,4.565151,3.775120,1.169108,0.517589
4424,Ipatasertib,ISTMES1,PLEMESO,4.155932,4.225974,0.516723,0.564850
4425,MK-2206,ISTMES1,PLEMESO,3.820949,3.949396,0.736519,0.822858
4426,Mycophenolic acid,ISTMES1,PLEMESO,3.080236,2.392927,0.836526,0.388920
4427,NU7441,ISTMES1,PLEMESO,4.817277,3.791826,1.253596,0.490491
4428,Navitoclax,ISTMES1,PLEMESO,4.056489,3.301056,1.123588,0.751339
4429,P22077,ISTMES1,PLEMESO,6.268681,5.487495,1.230886,0.714301
4430,PRIMA-1MET,ISTMES1,PLEMESO,2.459365,4.388748,-1.087628,-0.016949
4431,Temozolomide,ISTMES1,PLEMESO,7.450692,7.246498,0.910404,0.753702
4432,Temsirolimus,ISTMES1,PLEMESO,2.356236,1.684197,0.777094,0.380601
4433,VE-822,ISTMES1,PLEMESO,5.416609,4.250487,1.275286,0.624503
4434,WIKI4,ISTMES1,PLEMESO,3.251678,3.829365,-0.501966,0.098770
4435,AZD6738,J82,BLCA,4.479112,4.449705,1.656916,1.636797
4436,BI-2536,J82,BLCA,2.685432,3.405664,1.406889,1.682014
4437,CCT007093,J82,BLCA,6.278585,5.636131,1.260718,0.515767
4438,Dactinomycin,J82,BLCA,-0.636789,-2.176309,1.665480,0.847865
4439,Elephantin,J82,BLCA,6.651444,5.204016,2.107733,1.111667
4440,GNE-317,J82,BLCA,4.550438,2.099873,2.971118,1.089059
4441,GSK343,J82,BLCA,4.851387,4.351543,0.913797,0.548178
4442,ICL-SIRT078,J82,BLCA,5.465002,5.545805,0.844342,0.902597
4443,Lapatinib,J82,BLCA,5.030765,5.442418,1.143819,1.403795
4444,Leflunomide,J82,BLCA,4.117014,5.359426,-1.007499,0.352685
4445,Lenalidomide,J82,BLCA,6.273389,5.728869,0.967759,0.459502
4446,Lestaurtinib,J82,BLCA,3.931628,2.649132,2.440525,1.647440
4447,MG-132,J82,BLCA,-1.077162,-0.853866,0.286693,0.595748
4448,Nilotinib,J82,BLCA,5.246262,4.889193,1.102958,0.893703
4449,OSI-027,J82,BLCA,1.405781,2.643936,-0.789297,0.039528
4450,Obatoclax Mesylate,J82,BLCA,-0.137126,1.389238,-0.583080,0.781793
4451,SN-38,J82,BLCA,-3.755531,-0.866634,-0.440915,0.362190
4452,Tanespimycin,J82,BLCA,2.537182,1.378669,1.649131,0.919437
4453,alpha-lipoic acid,J82,BLCA,8.109612,8.167412,0.465672,0.525225
4454,ABT737,JAR,UCCA,2.839579,2.461669,0.469514,0.285499
4455,AMG-319,JAR,UCCA,3.309198,3.742902,-1.263650,-0.895759
4456,AT13148,JAR,UCCA,1.747009,1.996720,-1.110163,-0.955428
4457,AZD6738,JAR,UCCA,0.178159,0.973105,-1.285590,-0.741726
4458,Axitinib,JAR,UCCA,2.603065,1.825641,-0.179193,-0.642742
4459,BMS-754807,JAR,UCCA,1.773913,0.459545,-0.194878,-0.852802
4460,Foretinib,JAR,UCCA,0.689629,0.486376,-0.161485,-0.310687
4461,Methotrexate,JAR,UCCA,1.925971,0.523180,0.631639,0.068622
4462,P22077,JAR,UCCA,3.409587,2.985402,-0.659784,-0.940290
4463,Paclitaxel,JAR,UCCA,-5.569815,-5.619416,-1.345815,-1.370410
4464,Pyridostatin,JAR,UCCA,2.874242,2.184884,-0.535925,-1.066333
4465,SGC0946,JAR,UCCA,1.950457,1.447027,-0.192672,-0.823090
4466,Taselisib,JAR,UCCA,2.467555,0.966710,0.413455,-0.472438
4467,Telomerase Inhibitor IX,JAR,UCCA,0.700377,-0.016375,0.037033,-0.544198
4468,Trametinib,JAR,UCCA,1.594795,2.014482,0.610003,0.795880
4469,YK-4-279,JAR,UCCA,-0.036480,0.620565,-1.382795,-0.984952
4470,AGK2,JEG3,UCCA,2.973974,3.297226,-0.313498,0.035302
4471,AZ960,JEG3,UCCA,1.741746,1.758869,-0.089277,-0.079346
4472,Axitinib,JEG3,UCCA,2.914390,2.749599,0.006439,-0.091820
4473,Buparlisib,JEG3,UCCA,1.991663,2.158559,0.911852,1.088938
4474,Cyclophosphamide,JEG3,UCCA,5.319963,4.788412,0.068350,-0.529764
4475,Erlotinib,JEG3,UCCA,5.319510,4.509054,1.614810,1.055433
4476,Foretinib,JEG3,UCCA,1.255111,1.639724,0.253620,0.535954
4477,Gefitinib,JEG3,UCCA,3.705551,3.313828,0.460216,0.137172
4478,LJI308,JEG3,UCCA,3.503708,4.752002,-1.367580,-0.209703
4479,Lestaurtinib,JEG3,UCCA,3.710636,1.294479,2.303865,0.809735
4480,OSI-027,JEG3,UCCA,5.320220,4.508244,1.831041,1.287501
4481,SB216763,JEG3,UCCA,5.320315,4.896661,0.134435,-0.273353
4482,SB590885,JEG3,UCCA,4.627168,4.515778,0.210185,0.128005
4483,Taselisib,JEG3,UCCA,3.216758,3.660707,0.855681,1.117727
4484,Ulixertinib,JEG3,UCCA,4.704869,3.790638,1.434983,0.826952
4485,Venetoclax,JEG3,UCCA,2.938581,2.246037,0.271903,-0.061820
4486,AGK2,JEKO1,MCL,1.720906,2.607173,-1.665601,-0.709289
4487,BMS-345541,JEKO1,MCL,1.478565,1.718147,-1.362730,-1.181288
4488,Bicalutamide,JEKO1,MCL,2.627825,3.681250,-2.297743,-1.121513
4489,Entospletinib,JEKO1,MCL,1.936167,1.830863,-1.420619,-1.506759
4490,I-BRD9,JEKO1,MCL,3.077261,2.419477,-1.005443,-1.521747
4491,IOX2,JEKO1,MCL,1.434324,1.400815,-1.046261,-1.084834
4492,Linsitinib,JEKO1,MCL,3.830962,3.049800,-0.101024,-0.691828
4493,NU7441,JEKO1,MCL,1.529831,1.508615,-1.192808,-1.208596
4494,OF-1,JEKO1,MCL,2.867975,3.361375,-1.071246,-0.649555
4495,PLX-4720,JEKO1,MCL,3.049205,2.904377,-0.789206,-0.887393
4496,Ruxolitinib,JEKO1,MCL,3.125659,3.605036,-1.438471,-1.026068
4497,Selumetinib,JEKO1,MCL,3.970950,3.741113,0.213502,0.089605
4498,Trametinib,JEKO1,MCL,2.462701,2.382455,0.994394,0.958853
4499,Vorinostat,JEKO1,MCL,0.095454,0.195716,-1.276483,-1.184546
4500,XAV939,JEKO1,MCL,3.192429,3.080959,-1.105524,-1.217964
4501,ZM447439,JEKO1,MCL,0.430673,0.413814,-1.258022,-1.267905
4502,AZ960,JHH1,HCC,2.709995,4.023420,0.472319,1.234122
4503,AZD4547,JHH1,HCC,2.313446,3.354268,-0.484199,0.166213
4504,AZD5153,JHH1,HCC,2.286683,2.509561,0.396103,0.508951
4505,Afatinib,JHH1,HCC,1.942292,2.033929,0.234723,0.296598
4506,BIBR-1532,JHH1,HCC,4.899687,5.074842,-0.068212,0.104572
4507,Bortezomib,JHH1,HCC,-5.566573,-5.004997,-0.774509,-0.248880
4508,Carmustine,JHH1,HCC,6.584833,6.425237,0.397275,0.233627
4509,Dacarbazine,JHH1,HCC,5.850576,5.797099,0.264798,0.208218
4510,GSK2606414,JHH1,HCC,4.300507,4.760777,0.423451,0.801972
4511,Linsitinib,JHH1,HCC,4.877457,4.383608,0.690455,0.316949
4512,NU7441,JHH1,HCC,2.825998,3.235294,-0.228245,0.076339
4513,OF-1,JHH1,HCC,1.732464,3.239069,-2.041724,-0.754085
4514,Remodelin,JHH1,HCC,3.996249,3.841104,-0.708771,-0.842769
4515,Rucaparib,JHH1,HCC,3.986960,4.740208,-0.000071,0.708913
4516,SCH772984,JHH1,HCC,1.606335,2.198984,-0.485393,-0.162452
4517,SN-38,JHH1,HCC,-2.586123,3.608707,-0.115823,1.606322
4518,Talazoparib,JHH1,HCC,4.022945,5.175685,0.566929,1.087389
4519,Taselisib,JHH1,HCC,3.035745,2.152771,0.748836,0.227649
4520,VE-822,JHH1,HCC,3.353326,2.816432,0.123821,-0.175806
4521,Dasatinib,JHH2,HCC,-1.039034,0.585935,-1.000946,-0.301756
4522,Entinostat,JHH2,HCC,1.854045,2.655696,-0.107677,0.382015
4523,Entospletinib,JHH2,HCC,3.304522,3.604241,-0.301287,-0.056113
4524,GDC0810,JHH2,HCC,5.373614,5.552044,0.302743,0.491451
4525,Irinotecan,JHH2,HCC,3.843133,4.057333,0.699295,0.810033
4526,LY2109761,JHH2,HCC,4.093533,5.103012,-0.875587,0.092306
4527,MIM1,JHH2,HCC,4.193754,5.089955,0.202514,0.948748
4528,Motesanib,JHH2,HCC,5.925874,5.845166,0.392227,0.321024
4529,PCI-34051,JHH2,HCC,5.254401,5.104140,0.667402,0.550572
4530,PD173074,JHH2,HCC,2.706476,4.014953,-0.751946,0.179059
4531,POMHEX,JHH2,HCC,1.021610,2.150888,-0.231504,0.651904
4532,Sepantronium bromide,JHH2,HCC,-3.743497,-2.780432,0.261772,0.853348
4533,Serdemetan,JHH2,HCC,4.752806,4.498160,0.785030,0.585534
4534,Sinularin,JHH2,HCC,1.997225,3.796787,-1.678982,0.147215
4535,VE-822,JHH2,HCC,2.424131,4.058990,-0.394739,0.517633
4536,Venetoclax,JHH2,HCC,2.982853,3.105399,0.293237,0.352290
4537,ZM447439,JHH2,HCC,2.987825,3.050080,0.240885,0.277377
4538,alpha-lipoic acid,JHH2,HCC,7.751677,7.707985,0.096882,0.051865
4539,glutathione,JHH2,HCC,9.679844,9.465956,0.567136,0.328402
4540,AZD5582,JHH4,HCC,4.648422,3.911383,1.063505,0.748813
4541,AZD8055,JHH4,HCC,-0.691557,0.066244,-0.478872,0.073621
4542,CPI-637,JHH4,HCC,2.502246,4.687760,-1.145031,0.371584
4543,Cisplatin,JHH4,HCC,3.101923,3.567759,-0.072016,0.179062
4544,Dactolisib,JHH4,HCC,-1.165575,-0.862652,0.241399,0.453265
4545,Foretinib,JHH4,HCC,-0.170538,0.926002,-0.792910,0.012030
4546,GSK2606414,JHH4,HCC,2.484320,3.137457,-1.070159,-0.533027
4547,Gallibiscoquinazole,JHH4,HCC,3.071479,2.847277,0.402519,0.154103
4548,IWP-2,JHH4,HCC,2.741449,2.854401,-0.143926,-0.017997
4549,Obatoclax Mesylate,JHH4,HCC,-1.750060,0.628261,-2.025365,0.101328
4550,PRIMA-1MET,JHH4,HCC,6.747705,6.263494,1.292116,1.023411
4551,Romidepsin,JHH4,HCC,-3.900682,-4.543050,1.334651,0.694683
4552,Rucaparib,JHH4,HCC,4.564263,4.317744,0.543308,0.311275
4553,Savolitinib,JHH4,HCC,2.016688,2.648190,-0.608004,-0.077533
4554,Talazoparib,JHH4,HCC,3.268379,3.945188,0.226243,0.531821
4555,Tanespimycin,JHH4,HCC,3.545949,0.939000,2.284508,0.642509
4556,Teniposide,JHH4,HCC,0.739920,0.487710,0.135266,0.008063
4557,ZM447439,JHH4,HCC,2.153248,2.390513,-0.248313,-0.109237
4558,Zoledronate,JHH4,HCC,4.548591,4.296046,0.730620,0.457268
4559,AGI-6780,JHH6,HCC,4.845038,4.266444,0.460511,-0.072253
4560,Alisertib,JHH6,HCC,2.854981,2.607600,0.553276,0.445189
4561,Bleomycin (50 uM),JHH6,HCC,6.161314,3.892201,1.316213,0.226111
4562,Carmustine,JHH6,HCC,7.517782,7.004177,1.353911,0.827266
4563,Docetaxel,JHH6,HCC,-1.557922,-0.937862,0.729513,0.972807
4564,Epirubicin,JHH6,HCC,1.774408,1.380722,1.553492,1.320671
4565,Ibrutinib,JHH6,HCC,5.930547,5.662697,1.034126,0.886365
4566,JQ1,JHH6,HCC,1.624811,3.410788,-0.205263,0.709442
4567,LY2109761,JHH6,HCC,6.188836,6.061163,1.133400,1.010986
4568,Lenalidomide,JHH6,HCC,5.695962,6.226933,0.428787,0.924396
4569,MK-1775,JHH6,HCC,2.085146,2.041553,1.020283,0.989580
4570,OTX015,JHH6,HCC,2.082896,2.309922,-0.116569,0.004972
4571,PLX-4720,JHH6,HCC,4.833494,5.120505,0.420464,0.615044
4572,PRIMA-1MET,JHH6,HCC,7.086190,6.737766,1.479953,1.286601
4573,Sorafenib,JHH6,HCC,3.788108,2.699569,1.022627,0.126995
4574,Talazoparib,JHH6,HCC,5.757230,5.351666,1.349956,1.166844
4575,VX-11e,JHH6,HCC,4.364064,3.212855,1.171645,0.356591
4576,Venetoclax,JHH6,HCC,4.008500,3.592666,0.787476,0.587094
4577,ZM447439,JHH6,HCC,3.167680,3.955183,0.346310,0.807915
4578,BMS-536924,JHH7,HCC,3.431983,2.692935,0.957928,0.422824
4579,BMS-754807,JHH7,HCC,3.575468,3.180759,0.706914,0.509337
4580,Cisplatin,JHH7,HCC,4.610205,5.112959,0.740924,1.011901
4581,Dacarbazine,JHH7,HCC,4.803336,5.723934,-0.843222,0.130806
4582,EHT-1864,JHH7,HCC,2.924026,3.431531,-0.766919,-0.250863
4583,Fulvestrant,JHH7,HCC,3.419085,4.249240,-0.246859,0.410301
