drug,cell_line,IC50,OncotreeCode
Ulixertinib,NCIH929,0.918101,PCM
Uprosertib,NCIH929,-2.671412,PCM
VE-822,NCIH929,4.150518,PCM
VE821,NCIH929,3.811762,PCM
VX-11e,NCIH929,0.737377,PCM
Veliparib,NCIH929,4.778125,PCM
Venetoclax,NCIH929,0.788267,PCM
Vinblastine,NCIH929,-4.615743,PCM
Vincristine,NCIH929,-4.572673,PCM
Vinorelbine,NCIH929,-4.889462,PCM
Vismodegib,NCIH929,4.605423,PCM
Vorinostat,NCIH929,0.583849,PCM
WEHI-539,NCIH929,5.243048,PCM
WIKI4,NCIH929,4.184861,PCM
WZ4003,NCIH929,3.442631,PCM
Wee1 Inhibitor,NCIH929,1.750909,PCM
Wnt-C59,NCIH929,3.268734,PCM
XAV939,NCIH929,4.12747,PCM
YK-4-279,NCIH929,2.366866,PCM
ZM447439,NCIH929,1.838299,PCM
Zoledronate,NCIH929,2.631315,PCM
alpha-lipoic acid,NCIH929,7.185372,PCM
glutathione,NCIH929,9.324873,PCM
5-Fluorouracil,A673,4.316464,ES
5-azacytidine,A673,2.164263,ES
A-366,A673,3.855681,ES
ABT737,A673,-0.084918,ES
AGI-5198,A673,4.141424,ES
AGI-6780,A673,3.644749,ES
AGK2,A673,2.23481,ES
AMG-319,A673,5.137153,ES
AT13148,A673,3.018725,ES
AZ6102,A673,1.138411,ES
AZ960,A673,1.342469,ES
AZD1208,A673,5.078474,ES
AZD1332,A673,2.868643,ES
AZD2014,A673,1.127948,ES
AZD3759,A673,2.486393,ES
AZD4547,A673,1.041571,ES
AZD5153,A673,1.813482,ES
AZD5363,A673,3.036695,ES
AZD5438,A673,0.539769,ES
AZD5582,A673,1.678019,ES
AZD5991,A673,3.958148,ES
AZD6738,A673,0.900249,ES
AZD7762,A673,-0.485929,ES
AZD8055,A673,-1.246753,ES
AZD8186,A673,3.209736,ES
Acetalax,A673,2.870549,ES
Afatinib,A673,2.217784,ES
Afuresertib,A673,3.417316,ES
Alisertib,A673,0.475115,ES
Alpelisib,A673,2.748654,ES
Avagacestat,A673,4.375042,ES
Axitinib,A673,1.180284,ES
BI-2536,A673,-3.662076,ES
BIBR-1532,A673,4.048136,ES
BMS-345541,A673,2.769846,ES
BMS-536924,A673,0.820145,ES
BMS-754807,A673,0.072312,ES
Bleomycin,A673,2.365632,ES
Bleomycin (50 uM),A673,2.750989,ES
Bortezomib,A673,-5.23388,ES
Bosutinib,A673,3.093127,ES
Bromosporine,A673,2.812234,ES
Buparlisib,A673,0.440418,ES
CCT007093,A673,5.187042,ES
CPI-637,A673,4.139374,ES
CZC24832,A673,5.219213,ES
Camptothecin,A673,-4.869447,ES
Carmustine,A673,4.048033,ES
Cediranib,A673,1.611559,ES
Cisplatin,A673,-0.006975,ES
Crizotinib,A673,1.019778,ES
Cyclophosphamide,A673,4.263469,ES
Cytarabine,A673,-1.422633,ES
Dabrafenib,A673,3.43092,ES
Dacarbazine,A673,5.851702,ES
Dactinomycin,A673,-4.781006,ES
Dactolisib,A673,-2.77721,ES
Daporinad,A673,-6.29083,ES
Dasatinib,A673,3.50165,ES
Dihydrorotenone,A673,0.070358,ES
Dinaciclib,A673,-3.564444,ES
Docetaxel,A673,-6.070877,ES
Doramapimod,A673,4.232434,ES
EHT-1864,A673,3.63127,ES
EPZ004777,A673,4.491484,ES
EPZ5676,A673,5.532907,ES
Elephantin,A673,1.90687,ES
Entinostat,A673,2.168162,ES
Entospletinib,A673,3.339687,ES
Epirubicin,A673,-2.342677,ES
Erlotinib,A673,2.730018,ES
Fludarabine,A673,4.437011,ES
Foretinib,A673,-0.512838,ES
Fulvestrant,A673,3.271377,ES
GDC0810,A673,4.9625,ES
GNE-317,A673,-0.241321,ES
GSK-LSD1,A673,2.129916,ES
GSK1904529A,A673,3.777529,ES
GSK2110183B,A673,3.860492,ES
GSK2578215A,A673,5.074112,ES
GSK2606414,A673,3.379063,ES
GSK2801,A673,4.92778,ES
GSK2830371,A673,5.240599,ES
GSK343,A673,3.699435,ES
GSK591,A673,2.43293,ES
GW441756,A673,3.10185,ES
Gallibiscoquinazole,A673,1.848972,ES
Gefitinib,A673,3.578673,ES
Gemcitabine,A673,-4.432786,ES
I-BET-762,A673,3.040161,ES
I-BRD9,A673,4.053855,ES
ICL-SIRT078,A673,3.387675,ES
IWP-2,A673,2.730538,ES
Ibrutinib,A673,4.627663,ES
Ipatasertib,A673,3.503035,ES
Irinotecan,A673,-0.373574,ES
JNK Inhibitor VIII,A673,5.240599,ES
JQ1,A673,2.68907,ES
KRAS (G12C) Inhibitor-12,A673,2.740594,ES
KU-55933,A673,4.47732,ES
L-Oxonoreleagnine,A673,2.411677,ES
LCL161,A673,4.994853,ES
LGK974,A673,3.64225,ES
LJI308,A673,4.862155,ES
LMP744,A673,-3.959658,ES
LY2109761,A673,5.192777,ES
Lapatinib,A673,4.978386,ES
Leflunomide,A673,4.333747,ES
Lenalidomide,A673,5.007261,ES
Lestaurtinib,A673,-0.987762,ES
Linsitinib,A673,2.513584,ES
Luminespib,A673,-3.453785,ES
MG-132,A673,-1.531149,ES
MIM1,A673,2.858191,ES
MIRA-1,A673,4.228557,ES
MK-1775,A673,1.075156,ES
MK-2206,A673,3.297024,ES
MK-8776,A673,2.879665,ES
ML323,A673,4.834869,ES
MN-64,A673,4.592916,ES
Methotrexate,A673,-2.334867,ES
Mirin,A673,4.338239,ES
Mitoxantrone,A673,-1.420718,ES
Motesanib,A673,5.240599,ES
Mycophenolic acid,A673,0.044974,ES
N-acetyl cysteine,A673,7.063871,ES
NU7441,A673,3.227013,ES
NVP-ADW742,A673,1.332749,ES
Navitoclax,A673,1.09033,ES
Nelarabine,A673,5.361353,ES
Nilotinib,A673,4.04711,ES
Niraparib,A673,1.238439,ES
Nutlin-3a (-),A673,4.990523,ES
OF-1,A673,3.158491,ES
OSI-027,A673,0.881573,ES
OTX015,A673,1.750779,ES
Obatoclax Mesylate,A673,0.006006,ES
Olaparib,A673,1.782117,ES
Osimertinib,A673,1.37315,ES
Oxaliplatin,A673,3.902766,ES
P22077,A673,4.702387,ES
PCI-34051,A673,4.157572,ES
PD0325901,A673,2.117186,ES
PD173074,A673,5.071992,ES
PFI-1,A673,4.50499,ES
PFI3,A673,5.110946,ES
PLX-4720,A673,3.601904,ES
POMHEX,A673,2.272465,ES
PRIMA-1MET,A673,3.634317,ES
PRT062607,A673,2.539198,ES
Paclitaxel,A673,-5.193243,ES
Palbociclib,A673,2.219622,ES
Pevonedistat,A673,-1.829998,ES
Picolinici-acid,A673,5.209741,ES
Pictilisib,A673,0.977047,ES
Podophyllotoxin bromide,A673,-1.756932,ES
Pyridostatin,A673,3.203657,ES
RO-3306,A673,3.934004,ES
RVX-208,A673,4.309239,ES
Rapamycin,A673,-3.929479,ES
Refametinib,A673,3.122181,ES
Ribociclib,A673,3.237048,ES
Romidepsin,A673,-5.820677,ES
Rucaparib,A673,3.122203,ES
Ruxolitinib,A673,5.184373,ES
SB216763,A673,4.884472,ES
SB590885,A673,3.199095,ES
SCH772984,A673,3.873168,ES
SGC-CBP30,A673,3.878336,ES
SGC0946,A673,1.723942,ES
SN-38,A673,-6.826775,ES
Sabutoclax,A673,-1.156412,ES
Sapitinib,A673,4.892546,ES
Savolitinib,A673,2.717995,ES
Schweinfurthin A,A673,-3.13674,ES
Selumetinib,A673,4.269961,ES
Sepantronium bromide,A673,-6.083814,ES
Serdemetan,A673,1.419881,ES
Sinularin,A673,2.301358,ES
Sorafenib,A673,2.52675,ES
Staurosporine,A673,-2.514104,ES
TW 37,A673,-0.580572,ES
Talazoparib,A673,-1.393285,ES
Tamoxifen,A673,3.381185,ES
Tanespimycin,A673,0.939662,ES
Taselisib,A673,1.782255,ES
Telomerase Inhibitor IX,A673,0.557259,ES
Temozolomide,A673,5.773081,ES
Temsirolimus,A673,0.090029,ES
Teniposide,A673,-1.750262,ES
Topotecan,A673,-2.553757,ES
Trametinib,A673,1.222227,ES
UMI-77,A673,1.062561,ES
UNC0379,A673,2.92997,ES
UNC0638,A673,4.063569,ES
Ulixertinib,A673,1.511425,ES
Uprosertib,A673,3.428245,ES
VE-822,A673,2.291956,ES
VE821,A673,2.5272,ES
VX-11e,A673,2.696722,ES
Veliparib,A673,4.708132,ES
Venetoclax,A673,1.996644,ES
Vinblastine,A673,-6.014483,ES
Vincristine,A673,-4.967929,ES
Vinorelbine,A673,-4.672532,ES
Vismodegib,A673,4.392506,ES
Vorinostat,A673,1.268468,ES
WEHI-539,A673,3.627991,ES
WIKI4,A673,3.346088,ES
WZ4003,A673,3.541434,ES
Wee1 Inhibitor,A673,1.632439,ES
Wnt-C59,A673,4.036257,ES
XAV939,A673,4.160376,ES
YK-4-279,A673,0.464058,ES
ZM447439,A673,0.374213,ES
Zoledronate,A673,3.316086,ES
alpha-lipoic acid,A673,7.568813,ES
glutathione,A673,9.156372,ES
5-Fluorouracil,KARPAS299,0.674253,ALCLALKP
A-366,KARPAS299,3.941877,ALCLALKP
ABT737,KARPAS299,3.59629,ALCLALKP
AGI-5198,KARPAS299,1.986484,ALCLALKP
AGI-6780,KARPAS299,3.030879,ALCLALKP
AGK2,KARPAS299,-0.835957,ALCLALKP
AMG-319,KARPAS299,4.10769,ALCLALKP
AT13148,KARPAS299,2.53488,ALCLALKP
AZ6102,KARPAS299,1.82341,ALCLALKP
AZD3759,KARPAS299,1.335838,ALCLALKP
AZD4547,KARPAS299,2.486596,ALCLALKP
AZD5363,KARPAS299,2.278085,ALCLALKP
AZD5582,KARPAS299,-4.331217,ALCLALKP
AZD6738,KARPAS299,-0.862683,ALCLALKP
AZD7762,KARPAS299,-2.453652,ALCLALKP
AZD8055,KARPAS299,-1.64016,ALCLALKP
AZD8186,KARPAS299,4.163615,ALCLALKP
Acetalax,KARPAS299,5.290489,ALCLALKP
Afatinib,KARPAS299,1.433743,ALCLALKP
Afuresertib,KARPAS299,2.588887,ALCLALKP
Alisertib,KARPAS299,3.591495,ALCLALKP
Alpelisib,KARPAS299,4.37622,ALCLALKP
Avagacestat,KARPAS299,4.0073,ALCLALKP
Axitinib,KARPAS299,4.75578,ALCLALKP
BI-2536,KARPAS299,-4.377334,ALCLALKP
BIBR-1532,KARPAS299,4.436154,ALCLALKP
BMS-536924,KARPAS299,0.414791,ALCLALKP
BMS-754807,KARPAS299,0.72227,ALCLALKP
Bleomycin,KARPAS299,3.051007,ALCLALKP
Bleomycin (50 uM),KARPAS299,3.082185,ALCLALKP
Bortezomib,KARPAS299,-5.538745,ALCLALKP
Bosutinib,KARPAS299,1.279716,ALCLALKP
Bromosporine,KARPAS299,0.615805,ALCLALKP
Buparlisib,KARPAS299,0.268504,ALCLALKP
CCT007093,KARPAS299,4.892122,ALCLALKP
CPI-637,KARPAS299,-0.24709,ALCLALKP
CZC24832,KARPAS299,4.576872,ALCLALKP
Camptothecin,KARPAS299,-3.236001,ALCLALKP
Carmustine,KARPAS299,5.557096,ALCLALKP
Cediranib,KARPAS299,1.423231,ALCLALKP
Cisplatin,KARPAS299,1.168718,ALCLALKP
Cyclophosphamide,KARPAS299,4.914158,ALCLALKP
Cytarabine,KARPAS299,0.322474,ALCLALKP
Dabrafenib,KARPAS299,2.898638,ALCLALKP
Dacarbazine,KARPAS299,5.427416,ALCLALKP
Dactinomycin,KARPAS299,-5.23536,ALCLALKP
Dactolisib,KARPAS299,-2.877966,ALCLALKP
Daporinad,KARPAS299,-3.39967,ALCLALKP
Dasatinib,KARPAS299,2.402894,ALCLALKP
Dihydrorotenone,KARPAS299,1.142817,ALCLALKP
Dinaciclib,KARPAS299,-3.938316,ALCLALKP
Docetaxel,KARPAS299,-4.806955,ALCLALKP
Doramapimod,KARPAS299,4.920457,ALCLALKP
EHT-1864,KARPAS299,2.921017,ALCLALKP
EPZ004777,KARPAS299,3.351227,ALCLALKP
EPZ5676,KARPAS299,4.773906,ALCLALKP
Elephantin,KARPAS299,1.081409,ALCLALKP
Entinostat,KARPAS299,0.319509,ALCLALKP
Entospletinib,KARPAS299,2.388107,ALCLALKP
Epirubicin,KARPAS299,-2.654783,ALCLALKP
Erlotinib,KARPAS299,3.446137,ALCLALKP
Fludarabine,KARPAS299,4.780939,ALCLALKP
Foretinib,KARPAS299,0.617433,ALCLALKP
Fulvestrant,KARPAS299,3.610642,ALCLALKP
GDC0810,KARPAS299,4.639805,ALCLALKP
GNE-317,KARPAS299,0.524465,ALCLALKP
GSK-LSD1,KARPAS299,2.394255,ALCLALKP
GSK1904529A,KARPAS299,3.964468,ALCLALKP
GSK2110183B,KARPAS299,2.858632,ALCLALKP
GSK2578215A,KARPAS299,4.716767,ALCLALKP
GSK2606414,KARPAS299,2.809738,ALCLALKP
GSK2801,KARPAS299,4.742976,ALCLALKP
GSK2830371,KARPAS299,4.920457,ALCLALKP
GSK343,KARPAS299,2.198504,ALCLALKP
GSK591,KARPAS299,1.828315,ALCLALKP
GW441756,KARPAS299,3.311019,ALCLALKP
Gallibiscoquinazole,KARPAS299,2.420078,ALCLALKP
Gefitinib,KARPAS299,3.281584,ALCLALKP
Gemcitabine,KARPAS299,-3.194158,ALCLALKP
I-BET-762,KARPAS299,1.81502,ALCLALKP
I-BRD9,KARPAS299,2.707412,ALCLALKP
ICL-SIRT078,KARPAS299,2.149053,ALCLALKP
Ibrutinib,KARPAS299,3.798172,ALCLALKP
Ipatasertib,KARPAS299,3.605282,ALCLALKP
Irinotecan,KARPAS299,1.087863,ALCLALKP
JNK Inhibitor VIII,KARPAS299,4.914202,ALCLALKP
JQ1,KARPAS299,0.380868,ALCLALKP
KRAS (G12C) Inhibitor-12,KARPAS299,4.577791,ALCLALKP
KU-55933,KARPAS299,4.514494,ALCLALKP
L-Oxonoreleagnine,KARPAS299,3.048903,ALCLALKP
LGK974,KARPAS299,2.523893,ALCLALKP
LJI308,KARPAS299,4.873176,ALCLALKP
LMP744,KARPAS299,-1.237141,ALCLALKP
LY2109761,KARPAS299,3.988306,ALCLALKP
Lapatinib,KARPAS299,3.695213,ALCLALKP
Lenalidomide,KARPAS299,4.581353,ALCLALKP
Lestaurtinib,KARPAS299,-2.131984,ALCLALKP
Linsitinib,KARPAS299,4.197413,ALCLALKP
Luminespib,KARPAS299,-3.151721,ALCLALKP
MG-132,KARPAS299,-1.776441,ALCLALKP
MIM1,KARPAS299,2.519602,ALCLALKP
MIRA-1,KARPAS299,4.786314,ALCLALKP
MK-1775,KARPAS299,-1.388451,ALCLALKP
MK-2206,KARPAS299,2.522613,ALCLALKP
MK-8776,KARPAS299,-0.172951,ALCLALKP
ML323,KARPAS299,4.054669,ALCLALKP
MN-64,KARPAS299,4.337425,ALCLALKP
Mitoxantrone,KARPAS299,-0.361006,ALCLALKP
Motesanib,KARPAS299,4.88511,ALCLALKP
Mycophenolic acid,KARPAS299,2.0584,ALCLALKP
N-acetyl cysteine,KARPAS299,9.81548,ALCLALKP
NU7441,KARPAS299,2.405295,ALCLALKP
NVP-ADW742,KARPAS299,1.95142,ALCLALKP
Navitoclax,KARPAS299,2.824766,ALCLALKP
Nelarabine,KARPAS299,5.360162,ALCLALKP
Nilotinib,KARPAS299,3.70763,ALCLALKP
Nutlin-3a (-),KARPAS299,3.870643,ALCLALKP
OF-1,KARPAS299,4.845747,ALCLALKP
OSI-027,KARPAS299,1.708449,ALCLALKP
OTX015,KARPAS299,0.044013,ALCLALKP
Obatoclax Mesylate,KARPAS299,-0.464861,ALCLALKP
Olaparib,KARPAS299,2.026597,ALCLALKP
Osimertinib,KARPAS299,0.603587,ALCLALKP
Oxaliplatin,KARPAS299,3.280514,ALCLALKP
P22077,KARPAS299,4.888464,ALCLALKP
PCI-34051,KARPAS299,2.874629,ALCLALKP
PD0325901,KARPAS299,1.446423,ALCLALKP
PD173074,KARPAS299,4.1239,ALCLALKP
PFI-1,KARPAS299,3.104031,ALCLALKP
PFI3,KARPAS299,4.639861,ALCLALKP
PLX-4720,KARPAS299,2.695299,ALCLALKP
POMHEX,KARPAS299,0.619609,ALCLALKP
PRT062607,KARPAS299,1.072959,ALCLALKP
Paclitaxel,KARPAS299,-4.404249,ALCLALKP
Palbociclib,KARPAS299,1.385705,ALCLALKP
Pevonedistat,KARPAS299,-0.451198,ALCLALKP
Picolinici-acid,KARPAS299,3.622947,ALCLALKP
Pictilisib,KARPAS299,2.129464,ALCLALKP
Podophyllotoxin bromide,KARPAS299,-2.039952,ALCLALKP
Pyridostatin,KARPAS299,2.511096,ALCLALKP
RO-3306,KARPAS299,2.485746,ALCLALKP
RVX-208,KARPAS299,2.905812,ALCLALKP
Rapamycin,KARPAS299,-2.812442,ALCLALKP
Refametinib,KARPAS299,2.307731,ALCLALKP
Ribociclib,KARPAS299,3.460361,ALCLALKP
Romidepsin,KARPAS299,-7.384487,ALCLALKP
Rucaparib,KARPAS299,3.271272,ALCLALKP
SB216763,KARPAS299,4.92007,ALCLALKP
SB590885,KARPAS299,3.761873,ALCLALKP
SCH772984,KARPAS299,3.054323,ALCLALKP
SGC-CBP30,KARPAS299,3.422038,ALCLALKP
SGC0946,KARPAS299,1.709079,ALCLALKP
SN-38,KARPAS299,-6.382686,ALCLALKP
Sabutoclax,KARPAS299,-2.032254,ALCLALKP
Sapitinib,KARPAS299,2.184081,ALCLALKP
Savolitinib,KARPAS299,1.615415,ALCLALKP
Schweinfurthin A,KARPAS299,0.580465,ALCLALKP
Selumetinib,KARPAS299,3.098322,ALCLALKP
Sepantronium bromide,KARPAS299,-4.470869,ALCLALKP
Serdemetan,KARPAS299,3.164546,ALCLALKP
Sinularin,KARPAS299,2.517284,ALCLALKP
Sorafenib,KARPAS299,1.973704,ALCLALKP
Staurosporine,KARPAS299,-2.69231,ALCLALKP
TW 37,KARPAS299,1.145822,ALCLALKP
Talazoparib,KARPAS299,1.901811,ALCLALKP
Tamoxifen,KARPAS299,2.568145,ALCLALKP
Tanespimycin,KARPAS299,-0.761494,ALCLALKP
Taselisib,KARPAS299,1.860139,ALCLALKP
Telomerase Inhibitor IX,KARPAS299,-1.016517,ALCLALKP
Temozolomide,KARPAS299,3.432584,ALCLALKP
Temsirolimus,KARPAS299,-2.331382,ALCLALKP
Teniposide,KARPAS299,-1.23453,ALCLALKP
Topotecan,KARPAS299,-0.332787,ALCLALKP
Trametinib,KARPAS299,0.70004,ALCLALKP
UMI-77,KARPAS299,1.489804,ALCLALKP
UNC0379,KARPAS299,3.167932,ALCLALKP
UNC0638,KARPAS299,1.183019,ALCLALKP
Ulixertinib,KARPAS299,1.83554,ALCLALKP
Uprosertib,KARPAS299,4.685976,ALCLALKP
VE-822,KARPAS299,1.204639,ALCLALKP
VE821,KARPAS299,0.927346,ALCLALKP
VX-11e,KARPAS299,3.442722,ALCLALKP
Veliparib,KARPAS299,4.63602,ALCLALKP
Venetoclax,KARPAS299,2.196939,ALCLALKP
Vinblastine,KARPAS299,-5.945114,ALCLALKP
Vincristine,KARPAS299,-4.22715,ALCLALKP
Vinorelbine,KARPAS299,-4.306486,ALCLALKP
Vismodegib,KARPAS299,4.245847,ALCLALKP
Vorinostat,KARPAS299,0.409517,ALCLALKP
WEHI-539,KARPAS299,4.584783,ALCLALKP
WIKI4,KARPAS299,2.994453,ALCLALKP
WZ4003,KARPAS299,1.01497,ALCLALKP
Wee1 Inhibitor,KARPAS299,-0.071131,ALCLALKP
Wnt-C59,KARPAS299,4.000037,ALCLALKP
YK-4-279,KARPAS299,0.329022,ALCLALKP
ZM447439,KARPAS299,1.714082,ALCLALKP
Zoledronate,KARPAS299,3.233484,ALCLALKP
alpha-lipoic acid,KARPAS299,6.872593,ALCLALKP
glutathione,KARPAS299,8.987293,ALCLALKP
5-Fluorouracil,HT1080,5.888069,FIBS
5-azacytidine,HT1080,2.335856,FIBS
A-366,HT1080,4.683249,FIBS
ABT737,HT1080,2.704845,FIBS
AGI-5198,HT1080,4.386011,FIBS
AGI-6780,HT1080,3.87333,FIBS
AGK2,HT1080,3.54597,FIBS
AMG-319,HT1080,5.583257,FIBS
AT13148,HT1080,4.087571,FIBS
AZ6102,HT1080,2.404469,FIBS
AZ960,HT1080,3.537235,FIBS
AZD1208,HT1080,6.249653,FIBS
AZD1332,HT1080,5.562931,FIBS
AZD2014,HT1080,5.375791,FIBS
AZD3759,HT1080,4.003006,FIBS
AZD4547,HT1080,2.383426,FIBS
AZD5153,HT1080,3.757134,FIBS
AZD5363,HT1080,4.069536,FIBS
AZD5438,HT1080,3.175362,FIBS
AZD5582,HT1080,2.47615,FIBS
AZD5991,HT1080,4.811381,FIBS
AZD6738,HT1080,2.074088,FIBS
AZD7762,HT1080,0.985922,FIBS
AZD8055,HT1080,0.373852,FIBS
AZD8186,HT1080,4.491933,FIBS
Acetalax,HT1080,2.995005,FIBS
Afatinib,HT1080,3.623999,FIBS
Afuresertib,HT1080,3.545032,FIBS
Alisertib,HT1080,4.691877,FIBS
Alpelisib,HT1080,6.018435,FIBS
Avagacestat,HT1080,5.281911,FIBS
Axitinib,HT1080,3.764737,FIBS
BI-2536,HT1080,-1.416831,FIBS
BIBR-1532,HT1080,5.77122,FIBS
BMS-345541,HT1080,3.652372,FIBS
BMS-536924,HT1080,2.761985,FIBS
BMS-754807,HT1080,3.870437,FIBS
Bleomycin,HT1080,2.891771,FIBS
Bleomycin (50 uM),HT1080,4.748813,FIBS
Bortezomib,HT1080,-5.430197,FIBS
Bosutinib,HT1080,2.776759,FIBS
Bromosporine,HT1080,3.660891,FIBS
Buparlisib,HT1080,0.858337,FIBS
CCT007093,HT1080,5.952421,FIBS
CPI-637,HT1080,5.293843,FIBS
CZC24832,HT1080,5.870559,FIBS
Camptothecin,HT1080,-0.964793,FIBS
Carmustine,HT1080,6.814392,FIBS
Cediranib,HT1080,2.373433,FIBS
Cisplatin,HT1080,4.290455,FIBS
Crizotinib,HT1080,4.5093,FIBS
Cyclophosphamide,HT1080,5.524645,FIBS
Cytarabine,HT1080,1.982812,FIBS
Dabrafenib,HT1080,4.380859,FIBS
Dacarbazine,HT1080,6.851775,FIBS
Dactinomycin,HT1080,-3.152515,FIBS
Dactolisib,HT1080,-0.170754,FIBS
Dasatinib,HT1080,2.547337,FIBS
Dihydrorotenone,HT1080,-2.969857,FIBS
Dinaciclib,HT1080,-0.022945,FIBS
Docetaxel,HT1080,-3.672706,FIBS
Doramapimod,HT1080,5.805259,FIBS
EHT-1864,HT1080,3.024834,FIBS
EPZ004777,HT1080,5.936985,FIBS
EPZ5676,HT1080,6.418496,FIBS
Elephantin,HT1080,3.75728,FIBS
Entinostat,HT1080,2.163243,FIBS
Entospletinib,HT1080,4.305718,FIBS
Epirubicin,HT1080,-1.302558,FIBS
Erlotinib,HT1080,3.193724,FIBS
Fludarabine,HT1080,4.784666,FIBS
Foretinib,HT1080,3.196671,FIBS
Fulvestrant,HT1080,4.478179,FIBS
GDC0810,HT1080,5.344979,FIBS
GNE-317,HT1080,1.456555,FIBS
GSK-LSD1,HT1080,2.03472,FIBS
GSK1904529A,HT1080,4.236508,FIBS
GSK2110183B,HT1080,5.008781,FIBS
GSK2578215A,HT1080,5.633146,FIBS
GSK2606414,HT1080,4.031557,FIBS
GSK2801,HT1080,4.987639,FIBS
GSK2830371,HT1080,6.009327,FIBS
GSK343,HT1080,4.282001,FIBS
GSK591,HT1080,5.589491,FIBS
GW441756,HT1080,3.285209,FIBS
Gallibiscoquinazole,HT1080,3.634097,FIBS
Gefitinib,HT1080,4.348128,FIBS
Gemcitabine,HT1080,-0.137426,FIBS
I-BET-762,HT1080,4.510992,FIBS
I-BRD9,HT1080,5.600073,FIBS
ICL-SIRT078,HT1080,4.699204,FIBS
IWP-2,HT1080,3.560283,FIBS
Ibrutinib,HT1080,6.188634,FIBS
Ipatasertib,HT1080,5.065199,FIBS
Irinotecan,HT1080,4.131767,FIBS
JNK Inhibitor VIII,HT1080,5.990342,FIBS
JQ1,HT1080,4.380908,FIBS
KRAS (G12C) Inhibitor-12,HT1080,5.749695,FIBS
KU-55933,HT1080,3.912981,FIBS
L-Oxonoreleagnine,HT1080,4.340251,FIBS
LCL161,HT1080,6.248774,FIBS
LGK974,HT1080,3.279465,FIBS
LJI308,HT1080,6.104937,FIBS
LMP744,HT1080,2.840408,FIBS
LY2109761,HT1080,5.478,FIBS
Lapatinib,HT1080,5.257882,FIBS
Leflunomide,HT1080,5.422817,FIBS
Lenalidomide,HT1080,6.082372,FIBS
Lestaurtinib,HT1080,2.694575,FIBS
Linsitinib,HT1080,4.855945,FIBS
Luminespib,HT1080,-2.070752,FIBS
MG-132,HT1080,-1.509106,FIBS
MIM1,HT1080,3.965113,FIBS
MIRA-1,HT1080,5.949308,FIBS
MK-1775,HT1080,0.69302,FIBS
MK-2206,HT1080,4.618584,FIBS
MK-8776,HT1080,3.522487,FIBS
ML323,HT1080,5.415695,FIBS
MN-64,HT1080,4.726175,FIBS
Methotrexate,HT1080,-0.689077,FIBS
Mirin,HT1080,5.501182,FIBS
Mitoxantrone,HT1080,1.681218,FIBS
Motesanib,HT1080,6.249653,FIBS
Mycophenolic acid,HT1080,2.05881,FIBS
N-acetyl cysteine,HT1080,9.883704,FIBS
NU7441,HT1080,4.853457,FIBS
NVP-ADW742,HT1080,2.877068,FIBS
Navitoclax,HT1080,1.127627,FIBS
Nelarabine,HT1080,6.536789,FIBS
Nilotinib,HT1080,5.186582,FIBS
Niraparib,HT1080,6.070716,FIBS
Nutlin-3a (-),HT1080,4.819065,FIBS
OF-1,HT1080,2.351079,FIBS
OSI-027,HT1080,5.323005,FIBS
OTX015,HT1080,4.990643,FIBS
Obatoclax Mesylate,HT1080,0.394087,FIBS
Olaparib,HT1080,4.333302,FIBS
Osimertinib,HT1080,2.294187,FIBS
Oxaliplatin,HT1080,6.49245,FIBS
P22077,HT1080,4.401651,FIBS
PCI-34051,HT1080,5.264266,FIBS
PD0325901,HT1080,0.70546,FIBS
PD173074,HT1080,4.957491,FIBS
PFI-1,HT1080,4.109978,FIBS
PFI3,HT1080,6.024257,FIBS
PLX-4720,HT1080,4.285665,FIBS
POMHEX,HT1080,4.126911,FIBS
PRIMA-1MET,HT1080,7.070869,FIBS
PRT062607,HT1080,5.163193,FIBS
Paclitaxel,HT1080,-2.915068,FIBS
Palbociclib,HT1080,6.406958,FIBS
Pevonedistat,HT1080,0.062998,FIBS
Picolinici-acid,HT1080,5.780564,FIBS
Pictilisib,HT1080,3.405155,FIBS
Podophyllotoxin bromide,HT1080,-0.097049,FIBS
Pyridostatin,HT1080,5.399574,FIBS
RO-3306,HT1080,4.550796,FIBS
RVX-208,HT1080,5.021004,FIBS
Rapamycin,HT1080,0.593169,FIBS
Refametinib,HT1080,1.735908,FIBS
Remodelin,HT1080,2.844906,FIBS
Ribociclib,HT1080,4.867197,FIBS
Romidepsin,HT1080,-5.569874,FIBS
Rucaparib,HT1080,5.180283,FIBS
Ruxolitinib,HT1080,4.533929,FIBS
SB216763,HT1080,4.518728,FIBS
SB590885,HT1080,4.270151,FIBS
SCH772984,HT1080,2.595225,FIBS
SGC-CBP30,HT1080,4.76367,FIBS
SGC0946,HT1080,1.928463,FIBS
SN-38,HT1080,-2.626828,FIBS
Sabutoclax,HT1080,-0.22983,FIBS
Sapitinib,HT1080,5.975623,FIBS
Savolitinib,HT1080,1.794345,FIBS
Schweinfurthin A,HT1080,0.787859,FIBS
Selumetinib,HT1080,3.989961,FIBS
Sepantronium bromide,HT1080,-4.343006,FIBS
Serdemetan,HT1080,5.384603,FIBS
Sinularin,HT1080,3.998779,FIBS
Sorafenib,HT1080,2.309555,FIBS
Staurosporine,HT1080,-3.94793,FIBS
Talazoparib,HT1080,3.45287,FIBS
Tamoxifen,HT1080,3.770786,FIBS
Tanespimycin,HT1080,-0.588596,FIBS
