drug,cell_line,IC50
SL0101,ECC12,3.872794
SN-38,ECC12,-0.135528
Sabutoclax,ECC12,0.623129
Sapitinib,ECC12,4.706136
Savolitinib,ECC12,2.883658
Selumetinib,ECC12,4.76726
Sepantronium bromide,ECC12,-1.117514
Serdemetan,ECC12,5.005322
Sorafenib,ECC12,1.748155
Staurosporine,ECC12,-1.639205
Talazoparib,ECC12,2.930577
Tamoxifen,ECC12,4.756834
Tanespimycin,ECC12,-0.110087
Taselisib,ECC12,3.950713
Telomerase Inhibitor IX,ECC12,1.585631
Temozolomide,ECC12,6.3195
Temsirolimus,ECC12,2.529289
Tozasertib,ECC12,2.177363
Tretinoin,ECC12,4.706327
Ulixertinib,ECC12,3.280126
VE-822,ECC12,3.458777
VE821,ECC12,3.47969
VX-11e,ECC12,2.681461
Veliparib,ECC12,5.217583
Venetoclax,ECC12,0.689034
Vinorelbine,ECC12,-2.43441
Vismodegib,ECC12,5.057918
Vorinostat,ECC12,-0.057673
WEHI-539,ECC12,4.138079
WIKI4,ECC12,3.835884
WZ4003,ECC12,5.221023
Wee1 Inhibitor,ECC12,0.726404
Wnt-C59,ECC12,4.69848
XAV939,ECC12,4.172071
YK-4-279,ECC12,2.133398
ZM447439,ECC12,3.830601
5-Fluorouracil,ECGI10,5.111621
5-azacytidine,ECGI10,1.859281
ABT737,ECGI10,3.107093
AGI-5198,ECGI10,4.042353
AGI-6780,ECGI10,4.703256
AMG-319,ECGI10,5.263194
AT13148,ECGI10,3.031298
AZ6102,ECGI10,2.183576
AZ960,ECGI10,1.603645
AZD1332,ECGI10,3.437091
AZD2014,ECGI10,1.043098
AZD3759,ECGI10,-0.191034
AZD4547,ECGI10,2.090635
AZD5153,ECGI10,2.660244
AZD5363,ECGI10,2.116133
AZD5438,ECGI10,1.190854
AZD5582,ECGI10,1.745157
AZD5991,ECGI10,2.730928
AZD6738,ECGI10,1.710556
AZD8055,ECGI10,-0.557255
AZD8186,ECGI10,2.150411
Acetalax,ECGI10,-0.092822
Afatinib,ECGI10,-2.524898
Alisertib,ECGI10,1.971943
Alpelisib,ECGI10,2.754142
Avagacestat,ECGI10,4.490296
Axitinib,ECGI10,3.087272
BI-2536,ECGI10,-3.348513
BMS-345541,ECGI10,2.524395
BMS-536924,ECGI10,3.151561
Bleomycin,ECGI10,0.447114
Bleomycin (50 uM),ECGI10,0.365694
Bortezomib,ECGI10,-5.035145
Bosutinib,ECGI10,1.73077
Bromosporine,ECGI10,3.510374
Buparlisib,ECGI10,0.268021
CCT007093,ECGI10,5.099041
CPI-637,ECGI10,4.773076
CZC24832,ECGI10,5.173834
Carmustine,ECGI10,6.57385
Cediranib,ECGI10,1.689886
Cisplatin,ECGI10,2.683965
Crizotinib,ECGI10,2.200899
Cyclophosphamide,ECGI10,5.251
Cytarabine,ECGI10,0.294296
Dabrafenib,ECGI10,4.962864
Dacarbazine,ECGI10,4.521515
Dactinomycin,ECGI10,-4.64819
Dactolisib,ECGI10,-1.93873
Dasatinib,ECGI10,1.241262
Dihydrorotenone,ECGI10,0.945278
Dinaciclib,ECGI10,-4.007012
Docetaxel,ECGI10,-6.314491
EHT-1864,ECGI10,3.105618
EPZ004777,ECGI10,4.933284
EPZ5676,ECGI10,4.804224
Elephantin,ECGI10,3.557037
Entinostat,ECGI10,1.553178
Entospletinib,ECGI10,2.505736
Epirubicin,ECGI10,-1.613703
Erlotinib,ECGI10,-0.294373
Fludarabine,ECGI10,6.163925
Foretinib,ECGI10,1.221818
Fulvestrant,ECGI10,4.28619
GDC0810,ECGI10,3.830073
GNE-317,ECGI10,-0.655215
GSK-LSD1,ECGI10,1.816388
GSK1904529A,ECGI10,3.277546
GSK2578215A,ECGI10,4.881463
GSK2606414,ECGI10,2.957978
GSK2801,ECGI10,4.767238
GSK2830371,ECGI10,5.077765
GSK343,ECGI10,2.740029
GSK591,ECGI10,2.203647
GW441756,ECGI10,3.305854
Gefitinib,ECGI10,0.402956
Gemcitabine,ECGI10,-0.965955
I-BET-762,ECGI10,3.335266
I-BRD9,ECGI10,4.952359
IWP-2,ECGI10,2.302398
Ibrutinib,ECGI10,0.185256
Ipatasertib,ECGI10,2.022023
Irinotecan,ECGI10,1.886195
JNK Inhibitor VIII,ECGI10,5.428911
JQ1,ECGI10,2.796881
KRAS (G12C) Inhibitor-12,ECGI10,4.97332
KU-55933,ECGI10,5.143911
L-Oxonoreleagnine,ECGI10,4.153659
LCL161,ECGI10,5.033352
LGK974,ECGI10,3.926867
LJI308,ECGI10,4.411562
LMP744,ECGI10,-0.838556
LY2109761,ECGI10,4.804504
Lapatinib,ECGI10,-0.133799
Leflunomide,ECGI10,5.087928
Lenalidomide,ECGI10,4.271106
Lestaurtinib,ECGI10,-0.995129
Linsitinib,ECGI10,4.132131
Luminespib,ECGI10,-3.730522
MG-132,ECGI10,-1.273261
MIM1,ECGI10,3.43757
MK-1775,ECGI10,-0.68234
MK-8776,ECGI10,2.728946
ML323,ECGI10,4.653862
MN-64,ECGI10,4.344041
Mirin,ECGI10,3.337955
Mitoxantrone,ECGI10,-1.9451
Mycophenolic acid,ECGI10,0.319715
N-acetyl cysteine,ECGI10,8.707456
NVP-ADW742,ECGI10,2.805782
Navitoclax,ECGI10,4.33094
Nelarabine,ECGI10,5.685787
Nilotinib,ECGI10,4.327842
Niraparib,ECGI10,3.242333
Nutlin-3a (-),ECGI10,4.790739
OF-1,ECGI10,3.598392
OSI-027,ECGI10,2.59341
OTX015,ECGI10,3.352817
Obatoclax Mesylate,ECGI10,0.030678
Olaparib,ECGI10,4.019666
Osimertinib,ECGI10,-1.210436
Oxaliplatin,ECGI10,4.591396
P22077,ECGI10,4.66979
PCI-34051,ECGI10,5.458277
PD173074,ECGI10,4.237428
PFI-1,ECGI10,5.166871
PLX-4720,ECGI10,4.777622
POMHEX,ECGI10,2.445235
PRIMA-1MET,ECGI10,5.907945
PRT062607,ECGI10,2.094863
Paclitaxel,ECGI10,-5.188735
Palbociclib,ECGI10,4.671124
Pevonedistat,ECGI10,-0.377084
Picolinici-acid,ECGI10,4.999093
Pictilisib,ECGI10,0.250973
Podophyllotoxin bromide,ECGI10,-1.286263
Pyridostatin,ECGI10,2.192363
RO-3306,ECGI10,1.989672
RVX-208,ECGI10,4.225712
Rapamycin,ECGI10,-3.067214
Refametinib,ECGI10,0.44614
Remodelin,ECGI10,5.923002
Ribociclib,ECGI10,4.03655
Romidepsin,ECGI10,-6.373112
Rucaparib,ECGI10,3.029745
Ruxolitinib,ECGI10,4.753598
SB216763,ECGI10,4.619146
SB590885,ECGI10,4.549175
SCH772984,ECGI10,0.802233
SGC-CBP30,ECGI10,3.969577
SGC0946,ECGI10,0.902136
SN-38,ECGI10,-5.057735
Sapitinib,ECGI10,-0.947848
Savolitinib,ECGI10,1.541185
Schweinfurthin A,ECGI10,2.59803
Sepantronium bromide,ECGI10,-2.394395
Serdemetan,ECGI10,3.592449
Sinularin,ECGI10,4.240926
Sorafenib,ECGI10,2.417085
Staurosporine,ECGI10,-2.844211
Talazoparib,ECGI10,1.938084
Tamoxifen,ECGI10,3.986923
Tanespimycin,ECGI10,-1.751308
Taselisib,ECGI10,-0.046244
Telomerase Inhibitor IX,ECGI10,0.091189
Temozolomide,ECGI10,6.681367
Temsirolimus,ECGI10,-0.28307
Teniposide,ECGI10,-0.768478
Topotecan,ECGI10,-0.501744
Trametinib,ECGI10,-0.625705
UMI-77,ECGI10,3.122598
UNC0379,ECGI10,3.339831
UNC0638,ECGI10,4.661223
Ulixertinib,ECGI10,2.487738
Uprosertib,ECGI10,1.301802
VE-822,ECGI10,2.08287
VE821,ECGI10,3.888563
VX-11e,ECGI10,1.601675
Veliparib,ECGI10,5.107899
Venetoclax,ECGI10,1.559131
Vinblastine,ECGI10,-5.661665
Vincristine,ECGI10,-4.015216
Vinorelbine,ECGI10,-5.99248
Vismodegib,ECGI10,4.268616
Vorinostat,ECGI10,1.170394
WEHI-539,ECGI10,4.189369
WIKI4,ECGI10,3.371365
WZ4003,ECGI10,3.549134
Wee1 Inhibitor,ECGI10,1.094031
Wnt-C59,ECGI10,4.665657
YK-4-279,ECGI10,0.681761
ZM447439,ECGI10,2.204078
Zoledronate,ECGI10,3.8658
alpha-lipoic acid,ECGI10,6.924767
glutathione,ECGI10,7.574762
5-azacytidine,EFM19,4.063398
ABT737,EFM19,2.141517
AGI-5198,EFM19,4.725811
AGI-6780,EFM19,3.797585
AGK2,EFM19,4.389941
AMG-319,EFM19,4.724595
AT13148,EFM19,3.436126
AZ6102,EFM19,2.622192
AZ960,EFM19,2.470822
AZD1208,EFM19,4.792467
AZD1332,EFM19,4.297896
AZD2014,EFM19,1.962655
AZD3759,EFM19,3.033959
AZD4547,EFM19,2.139472
AZD5153,EFM19,3.583861
AZD5363,EFM19,2.036727
AZD5438,EFM19,3.372823
AZD5582,EFM19,-2.28101
AZD5991,EFM19,3.590536
AZD6482,EFM19,3.724204
AZD7762,EFM19,1.492007
AZD8055,EFM19,0.397723
AZD8186,EFM19,1.698746
Afatinib,EFM19,1.896849
Afuresertib,EFM19,1.339601
Alisertib,EFM19,3.113732
Alpelisib,EFM19,1.189664
Avagacestat,EFM19,5.148226
Axitinib,EFM19,3.812046
BIBR-1532,EFM19,5.025166
BMS-345541,EFM19,4.091226
BMS-754807,EFM19,2.944164
Bleomycin,EFM19,3.215283
Bleomycin (50 uM),EFM19,5.740906
Bortezomib,EFM19,-5.337366
Bosutinib,EFM19,3.964243
Bromosporine,EFM19,4.205764
Buparlisib,EFM19,0.752817
CCT007093,EFM19,5.368831
CPI-637,EFM19,4.771558
Camptothecin,EFM19,0.222987
Carmustine,EFM19,5.521987
Cediranib,EFM19,2.863167
Cisplatin,EFM19,5.636578
Crizotinib,EFM19,3.571904
Cyclophosphamide,EFM19,4.15124
Cytarabine,EFM19,4.02576
Dabrafenib,EFM19,5.046342
Dacarbazine,EFM19,6.131166
Dactinomycin,EFM19,-1.960884
Dactolisib,EFM19,-1.001749
Daporinad,EFM19,-4.362509
Dasatinib,EFM19,0.795906
Dihydrorotenone,EFM19,0.676832
Docetaxel,EFM19,-3.723642
Doramapimod,EFM19,3.278019
EHT-1864,EFM19,2.77832
EPZ004777,EFM19,5.062075
EPZ5676,EFM19,6.323992
Elephantin,EFM19,3.325431
Entinostat,EFM19,4.418208
Entospletinib,EFM19,4.487384
Epirubicin,EFM19,0.057605
Erlotinib,EFM19,4.434248
Fludarabine,EFM19,6.178808
Foretinib,EFM19,1.72332
Fulvestrant,EFM19,2.610897
GDC0810,EFM19,2.959647
GNE-317,EFM19,-0.932753
GSK1904529A,EFM19,4.575899
GSK2110183B,EFM19,1.529576
GSK2578215A,EFM19,4.576292
GSK2606414,EFM19,2.49379
GSK269962A,EFM19,3.174401
GSK2801,EFM19,5.745591
GSK2830371,EFM19,5.596861
GSK591,EFM19,4.718285
GW441756,EFM19,3.391766
Gallibiscoquinazole,EFM19,1.758607
Gefitinib,EFM19,4.322491
I-BET-762,EFM19,3.674406
I-BRD9,EFM19,4.844019
ICL-SIRT078,EFM19,6.047063
IWP-2,EFM19,3.058928
Ibrutinib,EFM19,5.86266
Ipatasertib,EFM19,1.394116
Irinotecan,EFM19,5.515273
JQ1,EFM19,3.386039
KRAS (G12C) Inhibitor-12,EFM19,3.90426
KU-55933,EFM19,4.888628
L-Oxonoreleagnine,EFM19,2.561102
LCL161,EFM19,0.887469
LJI308,EFM19,6.034632
LMP744,EFM19,1.267289
LY2109761,EFM19,5.908503
Lapatinib,EFM19,4.10131
Leflunomide,EFM19,6.313765
Lenalidomide,EFM19,6.09043
Lestaurtinib,EFM19,0.223333
Linsitinib,EFM19,5.418744
Luminespib,EFM19,-0.899095
MG-132,EFM19,-1.274949
MIM1,EFM19,5.116892
MIRA-1,EFM19,5.993306
MK-1775,EFM19,1.910438
MK-2206,EFM19,1.088701
MK-8776,EFM19,4.230629
MN-64,EFM19,4.599819
Mirin,EFM19,4.789872
Mitoxantrone,EFM19,4.237839
Motesanib,EFM19,5.336947
Mycophenolic acid,EFM19,4.429845
N-acetyl cysteine,EFM19,9.131322
NU7441,EFM19,2.559582
NVP-ADW742,EFM19,4.184105
Navitoclax,EFM19,1.305645
Nelarabine,EFM19,6.179771
Nilotinib,EFM19,3.145405
Niraparib,EFM19,5.348557
Nutlin-3a (-),EFM19,5.538242
OF-1,EFM19,4.075288
OSI-027,EFM19,1.643265
OTX015,EFM19,4.123915
Obatoclax Mesylate,EFM19,0.682251
Olaparib,EFM19,5.194682
Osimertinib,EFM19,1.645112
Oxaliplatin,EFM19,4.787972
P22077,EFM19,4.252729
PCI-34051,EFM19,4.028165
PD0325901,EFM19,3.661424
PD173074,EFM19,3.848458
PF-4708671,EFM19,4.453285
PLX-4720,EFM19,5.317985
POMHEX,EFM19,-0.003755
PRIMA-1MET,EFM19,3.089963
PRT062607,EFM19,5.946458
Paclitaxel,EFM19,-3.939287
Palbociclib,EFM19,3.903416
Pevonedistat,EFM19,3.773147
Picolinici-acid,EFM19,5.719527
Pictilisib,EFM19,-0.298636
Podophyllotoxin bromide,EFM19,-0.806455
Pyridostatin,EFM19,3.748544
RO-3306,EFM19,4.9016
RVX-208,EFM19,5.115569
Rapamycin,EFM19,-0.617222
Refametinib,EFM19,4.847504
Ribociclib,EFM19,4.110288
Romidepsin,EFM19,-5.468254
Rucaparib,EFM19,5.361931
SB216763,EFM19,6.709146
SB590885,EFM19,4.039109
SCH772984,EFM19,3.480647
SGC-CBP30,EFM19,4.699334
SGC0946,EFM19,1.59649
SN-38,EFM19,-2.034703
Sabutoclax,EFM19,0.545742
Sapitinib,EFM19,3.725874
Savolitinib,EFM19,3.787914
Selumetinib,EFM19,5.628793
Sepantronium bromide,EFM19,-4.407407
Serdemetan,EFM19,4.870007
Sinularin,EFM19,2.625
Sorafenib,EFM19,2.675606
Staurosporine,EFM19,-2.316606
TW 37,EFM19,0.163348
Talazoparib,EFM19,4.148079
Tamoxifen,EFM19,3.523532
Tanespimycin,EFM19,0.977001
Taselisib,EFM19,0.435502
Telomerase Inhibitor IX,EFM19,-0.062901
Temozolomide,EFM19,7.289399
Temsirolimus,EFM19,2.093332
Teniposide,EFM19,1.169308
Topotecan,EFM19,1.811526
Tozasertib,EFM19,4.741607
Trametinib,EFM19,2.939156
UMI-77,EFM19,2.27344
UNC0379,EFM19,5.347826
UNC0638,EFM19,5.337131
Ulixertinib,EFM19,3.880266
Uprosertib,EFM19,1.246034
VE-822,EFM19,4.704354
VE821,EFM19,6.078112
VX-11e,EFM19,4.10292
Veliparib,EFM19,5.298989
Venetoclax,EFM19,3.688846
Vinblastine,EFM19,-4.028903
Vincristine,EFM19,-2.719882
Vinorelbine,EFM19,-3.818441
Vorinostat,EFM19,0.615145
WEHI-539,EFM19,0.967981
WZ4003,EFM19,5.991897
Wee1 Inhibitor,EFM19,1.925343
Wnt-C59,EFM19,3.502496
XAV939,EFM19,5.62782
YK-4-279,EFM19,1.487705
ZM447439,EFM19,3.822097
Zoledronate,EFM19,4.45354
glutathione,EFM19,8.769784
5-Fluorouracil,EFM192A,7.035436
5-azacytidine,EFM192A,5.026422
ABT737,EFM192A,1.587571
AGI-5198,EFM192A,4.529808
AGI-6780,EFM192A,4.747955
AGK2,EFM192A,4.966599
AMG-319,EFM192A,5.993004
AT13148,EFM192A,3.460668
AZ6102,EFM192A,2.772067
AZ960,EFM192A,5.54044
AZD1332,EFM192A,5.555477
AZD2014,EFM192A,2.1131
AZD3759,EFM192A,3.017917
AZD4547,EFM192A,2.437175
AZD5153,EFM192A,2.480272
AZD5363,EFM192A,2.234506
AZD5438,EFM192A,3.352814
AZD5991,EFM192A,2.443334
AZD6482,EFM192A,4.074664
AZD6738,EFM192A,3.852278
AZD8055,EFM192A,-0.537537
AZD8186,EFM192A,2.554087
Acetalax,EFM192A,2.909804
Afatinib,EFM192A,0.788327
Afuresertib,EFM192A,2.21884
Alisertib,EFM192A,4.488923
Alpelisib,EFM192A,2.254577
Avagacestat,EFM192A,5.50098
Axitinib,EFM192A,5.313406
BI-2536,EFM192A,3.191012
BMS-345541,EFM192A,4.378626
BMS-536924,EFM192A,4.616106
Bleomycin,EFM192A,4.353381
Bleomycin (50 uM),EFM192A,6.445995
Bortezomib,EFM192A,-5.726998
Bosutinib,EFM192A,4.065886
Bromosporine,EFM192A,3.497498
Buparlisib,EFM192A,0.509843
CCT007093,EFM192A,5.104718
CPI-637,EFM192A,5.335791
CZC24832,EFM192A,5.940814
Carmustine,EFM192A,7.138396
Cediranib,EFM192A,2.97987
Cisplatin,EFM192A,5.372157
Crizotinib,EFM192A,4.876573
Cyclophosphamide,EFM192A,5.649121
Cytarabine,EFM192A,4.028278
Dabrafenib,EFM192A,5.537555
Dacarbazine,EFM192A,5.693875
Dactinomycin,EFM192A,-2.226493
Dactolisib,EFM192A,-1.941404
Dasatinib,EFM192A,4.000705
Dihydrorotenone,EFM192A,1.380986
Dinaciclib,EFM192A,-3.042781
Docetaxel,EFM192A,0.011159
EHT-1864,EFM192A,3.951941
EPZ004777,EFM192A,5.903034
EPZ5676,EFM192A,5.915851
Elephantin,EFM192A,3.558486
Entinostat,EFM192A,1.05076
Entospletinib,EFM192A,5.917294
Epirubicin,EFM192A,1.55271
Erlotinib,EFM192A,2.335548
Fludarabine,EFM192A,1.489287
Foretinib,EFM192A,2.68525
Fulvestrant,EFM192A,4.037269
GDC0810,EFM192A,4.836825
GNE-317,EFM192A,-0.217965
GSK-LSD1,EFM192A,2.009538
GSK1904529A,EFM192A,4.249191
GSK2578215A,EFM192A,5.012114
GSK2606414,EFM192A,5.822455
GSK269962A,EFM192A,3.704473
GSK2801,EFM192A,5.262888
GSK2830371,EFM192A,6.039784
GSK343,EFM192A,4.07382
GSK591,EFM192A,5.442096
Gallibiscoquinazole,EFM192A,3.076557
Gefitinib,EFM192A,3.943953
Gemcitabine,EFM192A,4.526261
I-BET-762,EFM192A,3.694434
ICL-SIRT078,EFM192A,4.624345
IWP-2,EFM192A,3.397711
Ipatasertib,EFM192A,2.887321
Irinotecan,EFM192A,5.451265
JNK Inhibitor VIII,EFM192A,5.713575
JQ1,EFM192A,3.546759
KRAS (G12C) Inhibitor-12,EFM192A,6.601234
L-Oxonoreleagnine,EFM192A,3.332928
LCL161,EFM192A,1.74105
LGK974,EFM192A,3.403553
LJI308,EFM192A,5.851818
LMP744,EFM192A,4.835811
LY2109761,EFM192A,5.34067
Lapatinib,EFM192A,0.650151
Leflunomide,EFM192A,4.855208
Lenalidomide,EFM192A,5.885981
Lestaurtinib,EFM192A,1.172101
Linsitinib,EFM192A,5.272819
Luminespib,EFM192A,-1.495033
MG-132,EFM192A,-1.148109
MIM1,EFM192A,4.582341
MIRA-1,EFM192A,6.066432
MK-1775,EFM192A,4.032181
MK-8776,EFM192A,5.341896
MN-64,EFM192A,5.1476
Methotrexate,EFM192A,1.053034
Mirin,EFM192A,6.27111
Mitoxantrone,EFM192A,2.118654
Motesanib,EFM192A,6.039784
Mycophenolic acid,EFM192A,4.223472
NU7441,EFM192A,4.214808
NVP-ADW742,EFM192A,4.20576
Nelarabine,EFM192A,6.298321
Nilotinib,EFM192A,3.303547
Niraparib,EFM192A,5.356038
Nutlin-3a (-),EFM192A,5.611971
OSI-027,EFM192A,1.505776
OTX015,EFM192A,4.255946
Obatoclax Mesylate,EFM192A,2.293092
Olaparib,EFM192A,4.814151
Osimertinib,EFM192A,-0.629729
Oxaliplatin,EFM192A,6.433033
P22077,EFM192A,3.830577
PCI-34051,EFM192A,5.871683
PD0325901,EFM192A,4.564647
PD173074,EFM192A,5.13953
PFI-1,EFM192A,4.808523
PFI3,EFM192A,5.027733
PRIMA-1MET,EFM192A,6.845121
PRT062607,EFM192A,5.800885
Paclitaxel,EFM192A,-0.789876
Palbociclib,EFM192A,3.909755
Pevonedistat,EFM192A,4.034276
Picolinici-acid,EFM192A,4.344615
Pictilisib,EFM192A,0.904159
Podophyllotoxin bromide,EFM192A,0.901216
Pyridostatin,EFM192A,4.381297
RO-3306,EFM192A,4.667276
RVX-208,EFM192A,4.302849
Rapamycin,EFM192A,-3.224972
Refametinib,EFM192A,3.478053
Remodelin,EFM192A,5.12656
Ribociclib,EFM192A,3.745441
Romidepsin,EFM192A,-5.589015
Rucaparib,EFM192A,4.704165
Ruxolitinib,EFM192A,4.026992
SB216763,EFM192A,6.251491
SB590885,EFM192A,4.622144
SCH772984,EFM192A,4.368819
SGC-CBP30,EFM192A,3.811455
SGC0946,EFM192A,2.35904
SN-38,EFM192A,4.045975
Sabutoclax,EFM192A,1.562573
Savolitinib,EFM192A,2.35052
Schweinfurthin A,EFM192A,2.919062
Selumetinib,EFM192A,5.537173
Sepantronium bromide,EFM192A,-3.967974
Serdemetan,EFM192A,4.049802
Sinularin,EFM192A,3.42164
Sorafenib,EFM192A,2.941011
Staurosporine,EFM192A,-1.680423
Talazoparib,EFM192A,3.730234
Tamoxifen,EFM192A,3.750494
Tanespimycin,EFM192A,0.091937
Taselisib,EFM192A,0.753301
Telomerase Inhibitor IX,EFM192A,2.470353
Temozolomide,EFM192A,7.200099
Temsirolimus,EFM192A,0.447216
Teniposide,EFM192A,1.937137
Topotecan,EFM192A,4.278364
Tozasertib,EFM192A,5.958421
Trametinib,EFM192A,2.898627
UMI-77,EFM192A,2.262206
UNC0379,EFM192A,6.039784
UNC0638,EFM192A,4.2164
Ulixertinib,EFM192A,3.824481
Uprosertib,EFM192A,2.29039
VE-822,EFM192A,3.545469
VE821,EFM192A,5.838467
VX-11e,EFM192A,3.920389
Veliparib,EFM192A,5.69511
Venetoclax,EFM192A,3.389863
Vinblastine,EFM192A,1.210972
Vincristine,EFM192A,1.948552
Vismodegib,EFM192A,5.920515
Vorinostat,EFM192A,1.693685
WEHI-539,EFM192A,3.698141
WIKI4,EFM192A,3.434551
WZ4003,EFM192A,5.991686
Wee1 Inhibitor,EFM192A,4.577957
Wnt-C59,EFM192A,5.411987
YK-4-279,EFM192A,3.522257
ZM447439,EFM192A,3.777846
Zoledronate,EFM192A,4.357508
alpha-lipoic acid,EFM192A,8.395773
glutathione,EFM192A,10.156954
5-Fluorouracil,EFO21,7.794808
5-azacytidine,EFO21,4.778321
ABT737,EFO21,5.414031
AGI-5198,EFO21,7.135466
AGI-6780,EFO21,6.244641
AMG-319,EFO21,5.805744
AT13148,EFO21,7.166472
AZ6102,EFO21,3.321809
AZ960,EFO21,3.687781
AZD1332,EFO21,4.493121
AZD2014,EFO21,2.525631
AZD3759,EFO21,3.12185
AZD4547,EFO21,6.534287
AZD5153,EFO21,1.376307
AZD5363,EFO21,6.43272
AZD5438,EFO21,5.418992
AZD5582,EFO21,-0.726252
AZD5991,EFO21,7.709801
AZD6738,EFO21,4.414506
AZD8055,EFO21,2.073724
AZD8186,EFO21,3.651622
Acetalax,EFO21,7.974681
Afatinib,EFO21,3.463709
Afuresertib,EFO21,3.995546
Alisertib,EFO21,5.922282
Alpelisib,EFO21,6.060126
Avagacestat,EFO21,6.846355
Axitinib,EFO21,8.382822
BI-2536,EFO21,2.917188
BMS-345541,EFO21,6.026696
BMS-536924,EFO21,2.484566
Bleomycin,EFO21,4.197164
Bleomycin (50 uM),EFO21,6.266719
Bortezomib,EFO21,-2.756796
Bosutinib,EFO21,4.382313
Bromosporine,EFO21,3.499784
Buparlisib,EFO21,2.494899
CCT007093,EFO21,7.543502
CPI-637,EFO21,4.122447
CZC24832,EFO21,6.08278
Carmustine,EFO21,8.696224
Cediranib,EFO21,2.446896
Cisplatin,EFO21,7.497483
Crizotinib,EFO21,7.475472
Cyclophosphamide,EFO21,6.882005
Cytarabine,EFO21,4.100879
Dabrafenib,EFO21,7.823045
Dacarbazine,EFO21,6.298526
Dactinomycin,EFO21,-1.154331
Dactolisib,EFO21,0.390628
Daporinad,EFO21,-3.943359
Dasatinib,EFO21,1.692618
Dihydrorotenone,EFO21,1.504092
Dinaciclib,EFO21,-0.474264
Doramapimod,EFO21,7.718482
EHT-1864,EFO21,4.768727
EPZ004777,EFO21,6.463404
EPZ5676,EFO21,7.886468
Elephantin,EFO21,6.48551
Entinostat,EFO21,6.837282
Entospletinib,EFO21,4.663609
Epirubicin,EFO21,1.176735
Erlotinib,EFO21,4.532081
Fludarabine,EFO21,6.407824
Foretinib,EFO21,3.330408
Fulvestrant,EFO21,7.13763
GDC0810,EFO21,7.26863
GNE-317,EFO21,0.882813
GSK-LSD1,EFO21,4.583542
GSK2110183B,EFO21,6.352426
GSK2578215A,EFO21,6.525955
GSK2606414,EFO21,6.623715
GSK2801,EFO21,7.028008
GSK2830371,EFO21,7.981378
GSK343,EFO21,6.353514
GSK591,EFO21,6.022131
Gallibiscoquinazole,EFO21,3.051151
Gefitinib,EFO21,4.999571
Gemcitabine,EFO21,0.67828
I-BET-762,EFO21,5.091683
ICL-SIRT078,EFO21,7.702804
IWP-2,EFO21,4.090669
Ibrutinib,EFO21,4.197659
Ipatasertib,EFO21,5.600213
Irinotecan,EFO21,5.425637
JNK Inhibitor VIII,EFO21,7.803343
JQ1,EFO21,3.217021
KU-55933,EFO21,7.02445
L-Oxonoreleagnine,EFO21,3.736901
LCL161,EFO21,7.413872
LGK974,EFO21,6.131016
LJI308,EFO21,7.495687
LMP744,EFO21,2.994416
LY2109761,EFO21,7.466114
Lapatinib,EFO21,5.696658
Leflunomide,EFO21,7.257229
Lenalidomide,EFO21,7.632725
Lestaurtinib,EFO21,2.883945
Linsitinib,EFO21,4.51805
Luminespib,EFO21,0.898182
MG-132,EFO21,-0.841077
MIM1,EFO21,5.756083
MIRA-1,EFO21,8.058454
MK-2206,EFO21,4.787194
MK-8776,EFO21,5.177638
ML323,EFO21,6.818442
MN-64,EFO21,5.883423
Mirin,EFO21,7.629225
Mitoxantrone,EFO21,2.52912
Motesanib,EFO21,7.649835
Mycophenolic acid,EFO21,3.45443
N-acetyl cysteine,EFO21,10.78834
NVP-ADW742,EFO21,4.61805
Navitoclax,EFO21,5.841808
Nelarabine,EFO21,7.398303
Nilotinib,EFO21,6.722311
Niraparib,EFO21,7.21526
Nutlin-3a (-),EFO21,9.031498
OF-1,EFO21,6.546768
OSI-027,EFO21,4.146324
Obatoclax Mesylate,EFO21,3.09619
Olaparib,EFO21,6.420966
Osimertinib,EFO21,2.605903
Oxaliplatin,EFO21,7.706483
P22077,EFO21,7.973196
PCI-34051,EFO21,5.650656
PD173074,EFO21,4.487441
PFI-1,EFO21,5.076901
PFI3,EFO21,6.585987
POMHEX,EFO21,2.254465
PRIMA-1MET,EFO21,8.672239
PRT062607,EFO21,5.536241
Paclitaxel,EFO21,-1.280728
Palbociclib,EFO21,7.538896
Pevonedistat,EFO21,4.030821
Pictilisib,EFO21,1.942947
Podophyllotoxin bromide,EFO21,2.019164
Pyridostatin,EFO21,3.881664
RO-3306,EFO21,7.778759
RVX-208,EFO21,6.162507
Rapamycin,EFO21,-0.837801
Refametinib,EFO21,3.77805
Ribociclib,EFO21,6.490744
Romidepsin,EFO21,-2.494296
Rucaparib,EFO21,5.721167
Ruxolitinib,EFO21,7.304481
SB216763,EFO21,7.48573
SB590885,EFO21,7.20789
SCH772984,EFO21,3.46742
SGC-CBP30,EFO21,6.041772
SGC0946,EFO21,3.995162
SN-38,EFO21,4.396058
Sabutoclax,EFO21,2.014958
Savolitinib,EFO21,5.678793
Schweinfurthin A,EFO21,5.543466
Selumetinib,EFO21,5.318332
Sepantronium bromide,EFO21,-5.322818
Serdemetan,EFO21,5.076316
Sinularin,EFO21,5.134369
Sorafenib,EFO21,5.877987
Staurosporine,EFO21,-1.925285
TW 37,EFO21,1.512898
Talazoparib,EFO21,6.424774
Tamoxifen,EFO21,8.315455
Tanespimycin,EFO21,2.520016
Taselisib,EFO21,3.720758
