,drug,cell_line,OncotreeCode,IC50,Drug_Name,IC50_mean,IC50_std,Z-Score
1449,Cyclophosphamide,NCIH1793,LUAD,6.943721,Cyclophosphamide,5.25922,0.888712,0.589249
1450,Dactinomycin,NCIH1793,LUAD,-1.36239,Dactinomycin,-3.772788,1.88294,0.03021
1451,Dactolisib,NCIH1793,LUAD,-2.473441,Dactolisib,-1.510724,1.429786,-0.30979
1452,Dasatinib,NCIH1793,LUAD,2.911925,Dasatinib,1.287237,2.324073,0.094249
1453,Dinaciclib,NCIH1793,LUAD,-0.680445,Dinaciclib,-2.654463,1.473357,-0.209126
1454,Docetaxel,NCIH1793,LUAD,-1.703917,Docetaxel,-3.417161,2.548602,-0.20938
1455,Doramapimod,NCIH1793,LUAD,7.255133,Doramapimod,4.93907,1.188278,0.068044
1456,EHT-1864,NCIH1793,LUAD,6.310854,EHT-1864,3.678237,0.983429,0.171004
1457,EPZ004777,NCIH1793,LUAD,6.431099,EPZ004777,5.153416,0.977035,0.511483
1458,EPZ5676,NCIH1793,LUAD,7.207649,EPZ5676,5.542946,1.028703,0.745108
1459,Entinostat,NCIH1793,LUAD,7.420063,Entinostat,2.030317,1.637052,-0.171087
1460,Entospletinib,NCIH1793,LUAD,2.637796,Entospletinib,3.672838,1.222475,-0.489187
1461,Epirubicin,NCIH1793,LUAD,0.89438,Epirubicin,-0.852455,1.690941,0.108789
1462,Erlotinib,NCIH1793,LUAD,4.379195,Erlotinib,2.979885,1.448855,-0.161447
1463,Fulvestrant,NCIH1793,LUAD,5.643736,Fulvestrant,3.730929,1.263247,0.222316
1464,GDC0810,NCIH1793,LUAD,6.491852,GDC0810,5.087362,0.94553,0.388086
1465,GNE-317,NCIH1793,LUAD,-1.16503,GNE-317,0.681846,1.302066,-0.058164
1466,GSK1904529A,NCIH1793,LUAD,5.263678,GSK1904529A,4.348623,1.104047,0.128139
1467,GSK2578215A,NCIH1793,LUAD,5.766193,GSK2578215A,4.933854,0.966128,0.264555
1468,GSK2606414,NCIH1793,LUAD,6.523442,GSK2606414,3.785602,1.215971,-0.223401
1469,GSK343,NCIH1793,LUAD,5.161684,GSK343,3.602119,1.367117,0.027815
1470,GW441756,NCIH1793,LUAD,4.825449,GW441756,3.441226,0.92854,-0.099026
1471,Gefitinib,NCIH1793,LUAD,4.355905,Gefitinib,3.147493,1.212598,0.29128
1472,Gemcitabine,NCIH1793,LUAD,0.475966,Gemcitabine,-0.766782,3.010521,0.355772
1473,I-BET-762,NCIH1793,LUAD,5.803069,I-BET-762,3.178213,1.581827,-0.086747
1474,I-BRD9,NCIH1793,LUAD,5.119186,I-BRD9,4.358221,1.274025,0.116823
1475,IWP-2,NCIH1793,LUAD,4.331598,IWP-2,2.870543,0.89695,0.075992
1476,Ibrutinib,NCIH1793,LUAD,4.819299,Ibrutinib,4.055961,1.812726,0.152728
1477,Ipatasertib,NCIH1793,LUAD,5.303221,Ipatasertib,3.403906,1.455375,-0.299852
1478,Irinotecan,NCIH1793,LUAD,6.71462,Irinotecan,2.49049,1.934295,0.467657
1479,JNK Inhibitor VIII,NCIH1793,LUAD,4.808599,JNK Inhibitor VIII,5.096918,0.961142,0.094424
1480,JQ1,NCIH1793,LUAD,5.640815,JQ1,2.025591,1.952515,0.447033
1481,KRAS (G12C) Inhibitor-12,NCIH1793,LUAD,6.367576,KRAS (G12C) Inhibitor-12,4.449045,1.534301,0.233895
1482,KU-55933,NCIH1793,LUAD,6.473175,KU-55933,5.04103,1.126742,0.258608
1483,LCL161,NCIH1793,LUAD,6.738388,LCL161,4.766877,1.238491,0.159503
1484,LGK974,NCIH1793,LUAD,5.758112,LGK974,4.238238,1.107629,0.245448
1485,LY2109761,NCIH1793,LUAD,6.536971,LY2109761,5.00674,1.042965,0.122351
1486,Lapatinib,NCIH1793,LUAD,5.393839,Lapatinib,3.219614,1.583425,-0.493743
1487,Leflunomide,NCIH1793,LUAD,6.486929,Leflunomide,5.037278,0.913415,0.366412
1488,Lenalidomide,NCIH1793,LUAD,7.420063,Lenalidomide,5.236581,1.07135,0.517522
1489,Lestaurtinib,NCIH1793,LUAD,3.609439,Lestaurtinib,-0.014942,1.617099,0.496018
1490,Linsitinib,NCIH1793,LUAD,5.004225,Linsitinib,3.964537,1.322202,-0.128219
1491,Luminespib,NCIH1793,LUAD,2.264327,Luminespib,-2.12391,1.817546,-0.275958
1492,MG-132,NCIH1793,LUAD,1.362223,MG-132,-1.2843,0.72251,0.096395
1493,MIRA-1,NCIH1793,LUAD,7.414381,MIRA-1,5.237632,1.234442,0.359329
1494,MK-1775,NCIH1793,LUAD,2.00145,MK-1775,0.636509,1.419839,0.483802
1495,MK-2206,NCIH1793,LUAD,5.126837,MK-2206,2.725214,1.48772,-0.240943
1496,ML323,NCIH1793,LUAD,5.950091,ML323,4.536112,1.055599,0.302923
1497,MN-64,NCIH1793,LUAD,6.271985,MN-64,4.673443,1.036058,0.305028
1498,Mirin,NCIH1793,LUAD,9.481508,Mirin,4.782781,1.183568,-0.049416
1499,Motesanib,NCIH1793,LUAD,7.420063,Motesanib,5.481288,1.133491,0.645311
1500,NU7441,NCIH1793,LUAD,5.049114,NU7441,3.132711,1.343787,-0.207642
1501,NVP-ADW742,NCIH1793,LUAD,4.323253,NVP-ADW742,2.882258,1.472598,-0.235552
1502,Navitoclax,NCIH1793,LUAD,3.472978,Navitoclax,1.776309,2.029373,0.578112
1503,Nilotinib,NCIH1793,LUAD,4.718896,Nilotinib,3.364192,1.706385,-0.3404
1504,Niraparib,NCIH1793,LUAD,6.563964,Niraparib,4.113814,1.516015,0.489297
1505,Nutlin-3a (-),NCIH1793,LUAD,6.638691,Nutlin-3a (-),4.421065,1.79125,0.355479
1506,OF-1,NCIH1793,LUAD,3.665331,OF-1,4.121389,1.170053,0.170362
1507,OSI-027,NCIH1793,LUAD,1.149836,OSI-027,2.584887,1.493868,-0.173981
1508,OTX015,NCIH1793,LUAD,4.417696,OTX015,2.300635,1.867904,-0.041801
1509,Olaparib,NCIH1793,LUAD,6.641344,Olaparib,4.229661,1.301754,0.709755
1510,Osimertinib,NCIH1793,LUAD,3.708593,Osimertinib,1.653115,1.279752,-0.017151
1511,Oxaliplatin,NCIH1793,LUAD,7.076083,Oxaliplatin,4.289635,1.783409,0.213317
1512,P22077,NCIH1793,LUAD,4.690507,P22077,4.40732,1.512212,0.44742
1513,PCI-34051,NCIH1793,LUAD,6.670092,PCI-34051,4.396021,1.286151,0.298213
1514,PD173074,NCIH1793,LUAD,6.070585,PD173074,3.763295,1.405445,0.295849
1515,PFI-1,NCIH1793,LUAD,7.037243,PFI-1,4.054494,1.126123,0.035884
1516,PFI3,NCIH1793,LUAD,6.756429,PFI3,5.397184,0.841197,0.254994
1517,PLX-4720,NCIH1793,LUAD,5.540102,PLX-4720,4.213301,1.475022,-0.612824
1518,PRIMA-1MET,NCIH1793,LUAD,7.084573,PRIMA-1MET,4.41929,1.802017,0.380218
1519,PRT062607,NCIH1793,LUAD,4.116322,PRT062607,3.172207,1.396623,-0.357643
1520,Paclitaxel,NCIH1793,LUAD,0.674122,Paclitaxel,-2.855697,2.01671,-0.146095
1521,Palbociclib,NCIH1793,LUAD,6.047136,Palbociclib,3.471142,1.587659,0.284358
1522,Pevonedistat,NCIH1793,LUAD,3.231296,Pevonedistat,0.871473,2.147707,0.402611
1523,Picolinici-acid,NCIH1793,LUAD,7.025088,Picolinici-acid,5.268822,0.806529,-0.010375
1524,Pictilisib,NCIH1793,LUAD,1.280849,Pictilisib,1.220241,1.263352,-0.42219
1525,RO-3306,NCIH1793,LUAD,6.455013,RO-3306,3.507804,1.618155,-0.315591
1526,RVX-208,NCIH1793,LUAD,5.133032,RVX-208,4.738824,1.076382,0.205848
1527,Ribociclib,NCIH1793,LUAD,5.913595,Ribociclib,3.658547,1.223182,0.400637
1528,Rucaparib,NCIH1793,LUAD,6.652648,Rucaparib,3.987035,1.062433,0.23769
1529,Ruxolitinib,NCIH1793,LUAD,6.467714,Ruxolitinib,4.797735,1.162398,0.513049
1530,SB216763,NCIH1793,LUAD,6.879471,SB216763,5.18065,1.038908,0.444625
1531,SB590885,NCIH1793,LUAD,6.550006,SB590885,4.342276,1.355433,0.405526
1532,SGC0946,NCIH1793,LUAD,3.856189,SGC0946,2.104319,0.798566,0.213426
1533,SN-38,NCIH1793,LUAD,5.425635,SN-38,-2.169489,3.597159,0.167384
1534,Sabutoclax,NCIH1793,LUAD,1.478283,Sabutoclax,-0.348779,1.269565,0.36003
1535,Sapitinib,NCIH1793,LUAD,5.030401,Sapitinib,3.736865,1.78758,0.130305
1536,Savolitinib,NCIH1793,LUAD,3.790714,Savolitinib,2.740489,1.190454,0.079518
1537,Sepantronium bromide,NCIH1793,LUAD,-5.486485,Sepantronium bromide,-4.169654,1.627967,0.28281
1538,Serdemetan,NCIH1793,LUAD,7.220156,Serdemetan,3.750761,1.276441,0.27848
1539,Sorafenib,NCIH1793,LUAD,3.612134,Sorafenib,2.545221,1.215386,0.005616
1540,Staurosporine,NCIH1793,LUAD,0.237064,Staurosporine,-2.794054,1.384635,0.099433
1541,Talazoparib,NCIH1793,LUAD,6.547059,Talazoparib,2.767285,2.214847,0.270772
1542,Tamoxifen,NCIH1793,LUAD,4.850863,Tamoxifen,3.976104,1.224334,0.261808
1543,Tanespimycin,NCIH1793,LUAD,3.219092,Tanespimycin,-0.081091,1.587668,-0.712005
1544,Taselisib,NCIH1793,LUAD,3.105799,Taselisib,1.767096,1.694162,-0.274845
1545,Telomerase Inhibitor IX,NCIH1793,LUAD,3.325647,Telomerase Inhibitor IX,0.654709,1.233162,0.172179
1546,Temozolomide,NCIH1793,LUAD,8.305081,Temozolomide,6.264369,1.303074,0.518483
1547,Temsirolimus,NCIH1793,LUAD,1.171673,Temsirolimus,1.039094,1.694959,0.148474
1548,Ulixertinib,NCIH1793,LUAD,4.601714,Ulixertinib,2.547238,1.503594,-0.508545
1549,Uprosertib,NCIH1793,LUAD,5.414345,Uprosertib,2.863995,1.707317,-0.237106
1550,VE-822,NCIH1793,LUAD,6.543864,VE-822,3.131455,1.791876,-0.079346
1551,Veliparib,NCIH1793,LUAD,7.068377,Veliparib,5.263978,0.912873,0.545939
1552,Venetoclax,NCIH1793,LUAD,2.954022,Venetoclax,2.374326,2.075205,0.342248
1553,Vismodegib,NCIH1793,LUAD,6.298817,Vismodegib,4.949888,0.982005,0.442566
1554,Vorinostat,NCIH1793,LUAD,5.387303,Vorinostat,1.487515,1.090544,0.185518
1555,WEHI-539,NCIH1793,LUAD,5.496841,WEHI-539,3.678485,1.717039,0.503461
1556,WIKI4,NCIH1793,LUAD,5.188194,WIKI4,3.734385,0.961632,-0.019646
1557,WZ4003,NCIH1793,LUAD,6.7614,WZ4003,4.157618,1.375173,0.12648
1558,Wnt-C59,NCIH1793,LUAD,6.00374,Wnt-C59,4.338048,1.095405,0.189041
1559,XAV939,NCIH1793,LUAD,3.845377,XAV939,4.28841,0.991368,-0.238661
1560,YK-4-279,NCIH1793,LUAD,3.886594,YK-4-279,2.247231,1.651518,0.156021
1561,ZM447439,NCIH1793,LUAD,6.301781,ZM447439,2.576872,1.70601,-0.124917
1562,5-Fluorouracil,LU135,SCLC,4.140981,5-Fluorouracil,4.392229,1.71976,-0.235852
1563,ABT737,LU135,SCLC,-1.109456,ABT737,1.875342,2.053694,-1.484032
1564,AGI-5198,LU135,SCLC,5.173997,AGI-5198,4.704103,0.907583,-0.166193
1565,AGI-6780,LU135,SCLC,4.542143,AGI-6780,4.344912,1.086023,-0.457582
1566,AGK2,LU135,SCLC,2.791257,AGK2,3.26451,0.926755,-0.290339
1567,AZ960,LU135,SCLC,1.817084,AZ960,1.895669,1.724101,-0.482942
1568,AZD3759,LU135,SCLC,3.162003,AZD3759,2.512182,1.084536,0.095595
1569,AZD4547,LU135,SCLC,3.354787,AZD4547,3.088286,1.600252,-0.33301
1570,AZD5363,LU135,SCLC,4.641336,AZD5363,2.84782,1.441898,-0.338025
1571,AZD5582,LU135,SCLC,0.88529,AZD5582,2.157595,2.342092,0.165072
1572,AZD6738,LU135,SCLC,2.6639,AZD6738,2.057259,1.461663,-0.548379
1573,AZD7762,LU135,SCLC,0.734161,AZD7762,0.164435,1.542725,0.000732
1574,AZD8186,LU135,SCLC,4.355466,AZD8186,3.134757,1.404232,-0.055393
1575,Afatinib,LU135,SCLC,0.855264,Afatinib,1.594663,1.481016,-0.112627
1576,Afuresertib,LU135,SCLC,4.352792,Afuresertib,2.40255,1.471751,-0.471532
1577,Alpelisib,LU135,SCLC,3.62137,Alpelisib,3.451086,1.407226,-0.594392
1578,Avagacestat,LU135,SCLC,4.526456,Avagacestat,4.759122,1.072116,-0.088684
1579,Axitinib,LU135,SCLC,0.928076,Axitinib,2.903591,1.677112,-1.047642
1580,BMS-345541,LU135,SCLC,3.200193,BMS-345541,3.277956,1.320431,-0.254215
1581,BMS-536924,LU135,SCLC,2.672787,BMS-536924,2.108959,1.381132,0.202481
1582,BMS-754807,LU135,SCLC,-0.985451,BMS-754807,2.163231,1.99775,-0.902228
1583,Bortezomib,LU135,SCLC,-4.409114,Bortezomib,-4.739097,1.068388,0.05549
1584,Bosutinib,LU135,SCLC,2.661465,Bosutinib,2.618644,1.532012,0.186474
1585,Buparlisib,LU135,SCLC,1.116295,Buparlisib,1.132283,0.942456,-0.089516
1586,CCT007093,LU135,SCLC,4.717566,CCT007093,5.191327,0.862412,-0.576332
1587,CZC24832,LU135,SCLC,5.274074,CZC24832,5.137594,0.949818,-0.167067
1588,Camptothecin,LU135,SCLC,-3.065622,Camptothecin,-2.257481,1.838996,-0.50757
1589,Cediranib,LU135,SCLC,2.731037,Cediranib,2.271131,1.192376,-0.258071
1590,Crizotinib,LU135,SCLC,0.733136,Crizotinib,2.560661,1.510603,-0.925774
1591,Cyclophosphamide,LU135,SCLC,5.324112,Cyclophosphamide,5.25922,0.888712,-0.361469
1592,Dactinomycin,LU135,SCLC,-2.499824,Dactinomycin,-3.772788,1.88294,-0.031621
1593,Dactolisib,LU135,SCLC,-0.616435,Dactolisib,-1.510724,1.429786,0.010521
1594,Dasatinib,LU135,SCLC,3.810553,Dasatinib,1.287237,2.324073,0.683894
1595,Dinaciclib,LU135,SCLC,-0.083877,Dinaciclib,-2.654463,1.473357,-0.248049
1596,Docetaxel,LU135,SCLC,-5.116641,Docetaxel,-3.417161,2.548602,-0.38557
1597,Doramapimod,LU135,SCLC,5.363185,Doramapimod,4.93907,1.188278,-0.316601
1598,EHT-1864,LU135,SCLC,4.397002,EHT-1864,3.678237,0.983429,-0.387392
1599,EPZ004777,LU135,SCLC,5.590904,EPZ004777,5.153416,0.977035,-0.058927
1600,EPZ5676,LU135,SCLC,5.389897,EPZ5676,5.542946,1.028703,-0.150115
1601,Entinostat,LU135,SCLC,1.547827,Entinostat,2.030317,1.637052,-1.122379
1602,Entospletinib,LU135,SCLC,4.546772,Entospletinib,3.672838,1.222475,0.253171
1603,Epirubicin,LU135,SCLC,-1.497863,Epirubicin,-0.852455,1.690941,-0.385454
1604,Erlotinib,LU135,SCLC,4.251925,Erlotinib,2.979885,1.448855,0.131481
1605,Fulvestrant,LU135,SCLC,3.746631,Fulvestrant,3.730929,1.263247,-0.501058
1606,GDC0810,LU135,SCLC,5.327022,GDC0810,5.087362,0.94553,-0.334308
1607,GNE-317,LU135,SCLC,1.145444,GNE-317,0.681846,1.302066,0.250569
1608,GSK1904529A,LU135,SCLC,4.088026,GSK1904529A,4.348623,1.104047,0.12608
1609,GSK2578215A,LU135,SCLC,5.116058,GSK2578215A,4.933854,0.966128,-0.232837
1610,GSK2606414,LU135,SCLC,4.780423,GSK2606414,3.785602,1.215971,-0.173378
1611,GSK343,LU135,SCLC,3.120771,GSK343,3.602119,1.367117,-0.0143
1612,GW441756,LU135,SCLC,0.388557,GW441756,3.441226,0.92854,-0.292209
1613,Gefitinib,LU135,SCLC,3.228728,Gefitinib,3.147493,1.212598,0.343839
1614,Gemcitabine,LU135,SCLC,-0.939428,Gemcitabine,-0.766782,3.010521,0.193767
1615,I-BET-762,LU135,SCLC,3.741849,I-BET-762,3.178213,1.581827,-0.077697
1616,I-BRD9,LU135,SCLC,4.316513,I-BRD9,4.358221,1.274025,-0.256331
1617,IWP-2,LU135,SCLC,2.843666,IWP-2,2.870543,0.89695,-0.608653
1618,Ibrutinib,LU135,SCLC,4.60177,Ibrutinib,4.055961,1.812726,0.191985
1619,Ipatasertib,LU135,SCLC,4.128622,Ipatasertib,3.403906,1.455375,-0.406626
1620,Irinotecan,LU135,SCLC,2.184308,Irinotecan,2.49049,1.934295,-0.525749
1621,JNK Inhibitor VIII,LU135,SCLC,5.370282,JNK Inhibitor VIII,5.096918,0.961142,-0.243045
1622,JQ1,LU135,SCLC,-0.181938,JQ1,2.025591,1.952515,-0.149043
1623,KRAS (G12C) Inhibitor-12,LU135,SCLC,4.660555,KRAS (G12C) Inhibitor-12,4.449045,1.534301,-0.100199
1624,KU-55933,LU135,SCLC,4.742686,KU-55933,5.04103,1.126742,-0.070941
1625,LCL161,LU135,SCLC,5.10622,LCL161,4.766877,1.238491,-0.17007
1626,LGK974,LU135,SCLC,4.372664,LGK974,4.238238,1.107629,-0.196463
1627,LY2109761,LU135,SCLC,5.112615,LY2109761,5.00674,1.042965,-0.033987
1628,Lapatinib,LU135,SCLC,2.563656,Lapatinib,3.219614,1.583425,0.04738
1629,Leflunomide,LU135,SCLC,5.675008,Leflunomide,5.037278,0.913415,-0.274443
1630,Lenalidomide,LU135,SCLC,4.384324,Lenalidomide,5.236581,1.07135,-0.359708
1631,Lestaurtinib,LU135,SCLC,-1.858805,Lestaurtinib,-0.014942,1.617099,0.014624
1632,Linsitinib,LU135,SCLC,3.163458,Linsitinib,3.964537,1.322202,-0.67995
1633,Luminespib,LU135,SCLC,-0.297299,Luminespib,-2.12391,1.817546,0.197071
1634,MG-132,LU135,SCLC,-0.991079,MG-132,-1.2843,0.72251,0.133843
1635,MIRA-1,LU135,SCLC,2.69728,MIRA-1,5.237632,1.234442,-0.407368
1636,MK-1775,LU135,SCLC,0.352933,MK-1775,0.636509,1.419839,-0.543814
1637,MK-2206,LU135,SCLC,1.967209,MK-2206,2.725214,1.48772,-0.600012
1638,ML323,LU135,SCLC,5.224004,ML323,4.536112,1.055599,-0.023045
1639,MN-64,LU135,SCLC,4.146539,MN-64,4.673443,1.036058,0.04539
1640,Mirin,LU135,SCLC,5.530094,Mirin,4.782781,1.183568,-0.5164
1641,Motesanib,LU135,SCLC,4.62033,Motesanib,5.481288,1.133491,-0.298592
1642,NU7441,LU135,SCLC,1.441211,NU7441,3.132711,1.343787,-0.318156
1643,NVP-ADW742,LU135,SCLC,0.87192,NVP-ADW742,2.882258,1.472598,-0.63051
1644,Navitoclax,LU135,SCLC,-2.220102,Navitoclax,1.776309,2.029373,-1.159189
1645,Nilotinib,LU135,SCLC,2.260903,Nilotinib,3.364192,1.706385,-0.454557
1646,Niraparib,LU135,SCLC,4.574437,Niraparib,4.113814,1.516015,-0.195906
1647,Nutlin-3a (-),LU135,SCLC,4.251637,Nutlin-3a (-),4.421065,1.79125,0.109243
1648,OF-1,LU135,SCLC,4.661212,OF-1,4.121389,1.170053,-0.168338
1649,OSI-027,LU135,SCLC,3.036503,OSI-027,2.584887,1.493868,0.301884
1650,OTX015,LU135,SCLC,2.535247,OTX015,2.300635,1.867904,0.099987
1651,Olaparib,LU135,SCLC,3.561588,Olaparib,4.229661,1.301754,-0.516449
1652,Osimertinib,LU135,SCLC,2.726514,Osimertinib,1.653115,1.279752,-0.002327
1653,Oxaliplatin,LU135,SCLC,3.924089,Oxaliplatin,4.289635,1.783409,-0.675267
1654,P22077,LU135,SCLC,2.921859,P22077,4.40732,1.512212,-0.794905
1655,PCI-34051,LU135,SCLC,4.271663,PCI-34051,4.396021,1.286151,-0.349456
1656,PD173074,LU135,SCLC,3.38542,PD173074,3.763295,1.405445,0.118546
1657,PFI-1,LU135,SCLC,3.901055,PFI-1,4.054494,1.126123,-0.027316
1658,PFI3,LU135,SCLC,5.367152,PFI3,5.397184,0.841197,-0.367486
1659,PLX-4720,LU135,SCLC,5.246761,PLX-4720,4.213301,1.475022,-0.054407
1660,PRIMA-1MET,LU135,SCLC,5.059332,PRIMA-1MET,4.41929,1.802017,-0.789678
1661,PRT062607,LU135,SCLC,3.042627,PRT062607,3.172207,1.396623,-0.098877
1662,Paclitaxel,LU135,SCLC,-4.150478,Paclitaxel,-2.855697,2.01671,-0.432044
1663,Palbociclib,LU135,SCLC,3.744968,Palbociclib,3.471142,1.587659,0.096193
1664,Pevonedistat,LU135,SCLC,0.512541,Pevonedistat,0.871473,2.147707,-0.268767
1665,Picolinici-acid,LU135,SCLC,5.347283,Picolinici-acid,5.268822,0.806529,-0.45493
1666,Pictilisib,LU135,SCLC,1.470486,Pictilisib,1.220241,1.263352,0.100149
1667,RO-3306,LU135,SCLC,1.777755,RO-3306,3.507804,1.618155,-0.812575
1668,RVX-208,LU135,SCLC,5.338233,RVX-208,4.738824,1.076382,-0.109075
1669,Ribociclib,LU135,SCLC,2.458082,Ribociclib,3.658547,1.223182,0.227092
1670,Rucaparib,LU135,SCLC,2.857536,Rucaparib,3.987035,1.062433,-0.289484
1671,Ruxolitinib,LU135,SCLC,5.310197,Ruxolitinib,4.797735,1.162398,0.002321
1672,SB216763,LU135,SCLC,3.931214,SB216763,5.18065,1.038908,-0.201334
1673,SB590885,LU135,SCLC,2.775631,SB590885,4.342276,1.355433,0.114166
1674,SGC0946,LU135,SCLC,2.099638,SGC0946,2.104319,0.798566,0.113423
1675,SN-38,LU135,SCLC,-4.976839,SN-38,-2.169489,3.597159,-0.841719
1676,Sabutoclax,LU135,SCLC,-0.950949,Sabutoclax,-0.348779,1.269565,-0.300906
1677,Sapitinib,LU135,SCLC,4.78871,Sapitinib,3.736865,1.78758,0.41716
1678,Savolitinib,LU135,SCLC,2.591407,Savolitinib,2.740489,1.190454,-0.27097
1679,Sepantronium bromide,LU135,SCLC,-4.840072,Sepantronium bromide,-4.169654,1.627967,-0.357015
1680,Serdemetan,LU135,SCLC,2.599354,Serdemetan,3.750761,1.276441,-0.079202
1681,Sorafenib,LU135,SCLC,2.201462,Sorafenib,2.545221,1.215386,-0.352473
1682,Staurosporine,LU135,SCLC,-3.31932,Staurosporine,-2.794054,1.384635,0.336427
1683,Talazoparib,LU135,SCLC,2.696325,Talazoparib,2.767285,2.214847,-0.830848
1684,Tamoxifen,LU135,SCLC,3.937003,Tamoxifen,3.976104,1.224334,-0.120503
1685,Tanespimycin,LU135,SCLC,-0.829399,Tanespimycin,-0.081091,1.587668,0.83646
1686,Taselisib,LU135,SCLC,2.158213,Taselisib,1.767096,1.694162,-0.149969
1687,Telomerase Inhibitor IX,LU135,SCLC,0.500292,Telomerase Inhibitor IX,0.654709,1.233162,-0.352973
1688,Temozolomide,LU135,SCLC,4.954497,Temozolomide,6.264369,1.303074,0.002014
1689,Temsirolimus,LU135,SCLC,1.742548,Temsirolimus,1.039094,1.694959,0.447169
1690,Ulixertinib,LU135,SCLC,2.936494,Ulixertinib,2.547238,1.503594,0.490495
1691,Uprosertib,LU135,SCLC,2.52323,Uprosertib,2.863995,1.707317,-0.644182
1692,VE-822,LU135,SCLC,3.734683,VE-822,3.131455,1.791876,-0.039149
1693,Veliparib,LU135,SCLC,4.741478,Veliparib,5.263978,0.912873,-0.331537
1694,Venetoclax,LU135,SCLC,3.063932,Venetoclax,2.374326,2.075205,-0.559375
1695,Vismodegib,LU135,SCLC,4.341001,Vismodegib,4.949888,0.982005,-0.258468
1696,Vorinostat,LU135,SCLC,0.686544,Vorinostat,1.487515,1.090544,-0.516485
1697,WEHI-539,LU135,SCLC,-1.485386,WEHI-539,3.678485,1.717039,-1.069071
1698,WIKI4,LU135,SCLC,3.27879,WIKI4,3.734385,0.961632,0.072706
1699,WZ4003,LU135,SCLC,3.542809,WZ4003,4.157618,1.375173,0.073088
1700,Wnt-C59,LU135,SCLC,5.237092,Wnt-C59,4.338048,1.095405,-0.000477
1701,XAV939,LU135,SCLC,5.333317,XAV939,4.28841,0.991368,0.097668
1702,YK-4-279,LU135,SCLC,2.417311,YK-4-279,2.247231,1.651518,-0.461535
1703,ZM447439,LU135,SCLC,-0.213013,ZM447439,2.576872,1.70601,-0.86765
