,cell_line,drug,IC50,prediction,OncotreeCode,pca_1,pca_2,pca_1>0.002
1557,CHAGOK1,Savolitinib,3.230548,2.563301,NSCLC,-0.000586,0.000156,0
1558,CHAGOK1,Selumetinib,5.463764,4.628284,NSCLC,-0.000716,0.000139,0
1559,CHAGOK1,Sepantronium bromide,-3.33931,-3.724611,NSCLC,-0.000635,0.000191,0
1560,CHAGOK1,Serdemetan,3.714843,4.324445,NSCLC,-0.000545,0.000228,0
1561,CHAGOK1,Sorafenib,2.654397,2.726757,NSCLC,-0.00023,-0.000074,0
1562,CHAGOK1,Staurosporine,-1.995733,-2.171466,NSCLC,-0.00017,0.000092,0
1563,CHAGOK1,Talazoparib,3.645717,4.451152,NSCLC,-0.000593,-0.000011,0
1564,CHAGOK1,Tamoxifen,5.533133,3.760227,NSCLC,-0.000601,0.000316,0
1565,CHAGOK1,Tanespimycin,1.474112,0.400826,NSCLC,0.000413,-0.000123,0
1566,CHAGOK1,Taselisib,3.756692,1.337227,NSCLC,-0.000175,-0.000108,0
1567,CHAGOK1,Telomerase Inhibitor IX,1.450788,1.437249,NSCLC,-0.000569,0.000146,0
1568,CHAGOK1,Temozolomide,6.252677,7.282646,NSCLC,-0.000654,0.000478,0
1569,CHAGOK1,Trametinib,2.664354,0.79984,NSCLC,0.00033,-0.000463,0
1570,CHAGOK1,Ulixertinib,4.447778,3.119964,NSCLC,-0.000629,0.000067,0
1571,CHAGOK1,Uprosertib,3.817305,3.71211,NSCLC,-0.000588,-0.000123,0
1572,CHAGOK1,VE-822,3.967877,4.05216,NSCLC,-0.000164,-0.000128,0
1573,CHAGOK1,Veliparib,5.495459,5.581928,NSCLC,-0.000662,0.000589,0
1574,CHAGOK1,Venetoclax,3.774309,2.800579,NSCLC,0.004462,0.000162,1
1575,CHAGOK1,Vismodegib,4.476178,5.185606,NSCLC,-0.000568,0.000179,0
1576,CHAGOK1,Vorinostat,2.311199,2.067708,NSCLC,-0.000506,0.000683,0
1577,CHAGOK1,WEHI-539,3.803458,4.163412,NSCLC,0.000186,-0.000185,0
1578,CHAGOK1,WIKI4,3.766367,3.8093,NSCLC,0.000028,-0.000192,0
1579,CHAGOK1,WZ4003,5.251567,4.396475,NSCLC,-0.000076,0.000041,0
1580,CHAGOK1,Wnt-C59,3.731662,3.934663,NSCLC,-0.000603,-0.000118,0
1581,CHAGOK1,XAV939,4.087044,4.512863,NSCLC,-0.000468,0.000183,0
1582,CHAGOK1,YK-4-279,1.760009,3.195555,NSCLC,-0.000579,0.000426,0
1583,CHAGOK1,ZM447439,3.385385,3.186764,NSCLC,-0.000084,-0.000089,0
1584,NCIH2172,5-Fluorouracil,5.687018,5.422523,NSCLC,-0.000613,0.000438,0
1585,NCIH2172,ABT737,3.25126,2.752044,NSCLC,0.004482,0.000098,1
1586,NCIH2172,AGI-5198,5.512825,4.472248,NSCLC,-0.000513,-0.000308,0
1587,NCIH2172,AGI-6780,4.429559,4.19487,NSCLC,0.000063,-0.000245,0
1588,NCIH2172,AGK2,3.873462,3.039272,NSCLC,-0.000355,-0.0003,0
1589,NCIH2172,AZ960,2.748858,2.528493,NSCLC,-0.00066,-0.000153,0
1590,NCIH2172,AZD3759,2.790907,2.648953,NSCLC,-0.000115,-0.000298,0
1591,NCIH2172,AZD4547,5.469225,2.818366,NSCLC,-0.000033,-0.0003,0
1592,NCIH2172,AZD5363,3.943688,3.339371,NSCLC,-0.00057,-0.000146,0
1593,NCIH2172,AZD5582,4.039349,1.671595,NSCLC,0.004938,0.000003,1
1594,NCIH2172,AZD6738,3.066773,2.523158,NSCLC,-0.000587,-0.000307,0
1595,NCIH2172,AZD7762,1.314243,0.887757,NSCLC,-0.00052,0.000057,0
1596,NCIH2172,AZD8186,4.971899,3.691706,NSCLC,-0.000278,-0.000452,0
1597,NCIH2172,Afatinib,4.360468,1.923874,NSCLC,-0.00024,-0.000332,0
1598,NCIH2172,Afuresertib,2.799468,2.991687,NSCLC,-0.000752,-0.000102,0
1599,NCIH2172,Alpelisib,4.181319,3.571495,NSCLC,-0.000038,-0.000326,0
1600,NCIH2172,Avagacestat,4.735557,4.853743,NSCLC,-0.000134,-0.000267,0
1601,NCIH2172,Axitinib,4.124071,3.27669,NSCLC,-0.000525,-0.000235,0
1602,NCIH2172,BMS-345541,3.323341,3.193646,NSCLC,-0.000602,0.000084,0
1603,NCIH2172,BMS-536924,2.629465,2.418386,NSCLC,-0.000096,-0.000256,0
1604,NCIH2172,BMS-754807,2.20383,3.339922,NSCLC,-0.000104,-0.000292,0
1605,NCIH2172,Bortezomib,-0.905741,-5.085918,NSCLC,-0.000462,0.000047,0
1606,NCIH2172,Bosutinib,4.073645,2.879879,NSCLC,-0.000008,-0.000297,0
1607,NCIH2172,Buparlisib,2.656426,1.444272,NSCLC,-0.000675,-0.000081,0
1608,NCIH2172,CCT007093,5.493597,5.001756,NSCLC,-0.000649,0.000402,0
1609,NCIH2172,CZC24832,5.445996,5.171386,NSCLC,-0.000542,-0.000173,0
1610,NCIH2172,Camptothecin,1.01389,-0.826937,NSCLC,-0.000664,-0.000065,0
1611,NCIH2172,Cediranib,3.672836,2.569843,NSCLC,-0.000437,-0.000239,0
1612,NCIH2172,Crizotinib,3.839431,3.37641,NSCLC,-0.000635,-0.000261,0
1613,NCIH2172,Cyclophosphamide,5.542464,5.327525,NSCLC,-0.000595,0.000377,0
1614,NCIH2172,Dactinomycin,-1.852071,-2.518553,NSCLC,0.005129,0.000718,1
1615,NCIH2172,Dactolisib,-0.630535,-1.041459,NSCLC,0.00004,-0.000413,0
1616,NCIH2172,Dasatinib,3.900506,1.281384,NSCLC,-0.000351,-0.000178,0
1617,NCIH2172,Dinaciclib,-1.159497,-2.822958,NSCLC,-0.000565,-0.000063,0
1618,NCIH2172,Docetaxel,-2.54449,-2.661036,NSCLC,0.004506,-0.00003,1
1619,NCIH2172,Doramapimod,5.153237,5.311383,NSCLC,-0.000007,-0.000494,0
1620,NCIH2172,EHT-1864,3.367476,3.279075,NSCLC,-0.000163,-0.000293,0
1621,NCIH2172,EPZ004777,5.450548,5.507759,NSCLC,0.000059,-0.000449,0
1622,NCIH2172,EPZ5676,5.442014,5.804532,NSCLC,0.000694,-0.000419,0
1623,NCIH2172,Entinostat,1.631973,2.862748,NSCLC,-0.00069,0.000044,0
1624,NCIH2172,Entospletinib,3.884034,3.733256,NSCLC,-0.000551,-0.00028,0
1625,NCIH2172,Epirubicin,1.95655,0.060832,NSCLC,0.00061,-0.000526,0
1626,NCIH2172,Erlotinib,4.08755,3.202237,NSCLC,-0.000533,0.000226,0
1627,NCIH2172,Fulvestrant,3.384468,3.569345,NSCLC,0.000046,-0.000282,0
1628,NCIH2172,GDC0810,5.753837,4.803191,NSCLC,-0.000138,-0.000321,0
1629,NCIH2172,GSK1904529A,3.519664,4.0752,NSCLC,0.004458,-0.000017,1
1630,NCIH2172,GSK2578215A,4.222475,4.800073,NSCLC,-0.00029,-0.000219,0
1631,NCIH2172,GSK2606414,4.46133,3.792612,NSCLC,-0.000069,-0.000423,0
1632,NCIH2172,GSK343,2.689734,3.699813,NSCLC,0.00027,-0.000406,0
1633,NCIH2172,GW441756,4.101368,3.022997,NSCLC,-0.000558,-0.000016,0
1634,NCIH2172,Gefitinib,3.639299,3.55483,NSCLC,-0.000717,-0.000144,0
1635,NCIH2172,Gemcitabine,3.365235,2.616436,NSCLC,-0.000555,0.00003,0
1636,NCIH2172,I-BET-762,5.489915,3.407726,NSCLC,-0.000642,-0.000313,0
1637,NCIH2172,I-BRD9,5.036311,4.423748,NSCLC,0.000099,-0.000179,0
1638,NCIH2172,IWP-2,3.254124,3.001575,NSCLC,-0.000226,-0.00044,0
1639,NCIH2172,Ibrutinib,4.103121,4.658596,NSCLC,0.000064,-0.000312,0
1640,NCIH2172,Ipatasertib,4.930217,4.090446,NSCLC,-0.000371,-0.000266,0
1641,NCIH2172,Irinotecan,3.442071,4.275835,NSCLC,0.000502,-0.000398,0
1642,NCIH2172,JNK Inhibitor VIII,3.998984,5.419224,NSCLC,-0.000523,0.000041,0
1643,NCIH2172,JQ1,3.576004,2.769661,NSCLC,-0.000067,-0.000372,0
1644,NCIH2172,KRAS (G12C) Inhibitor-12,5.295167,4.712917,NSCLC,-0.000458,-0.00018,0
1645,NCIH2172,KU-55933,5.76491,4.849892,NSCLC,-0.000563,-0.000011,0
1646,NCIH2172,LCL161,4.567016,4.675574,NSCLC,-0.00016,-0.000391,0
1647,NCIH2172,LGK974,4.994737,3.561703,NSCLC,-0.000206,-0.000286,0
1648,NCIH2172,LY2109761,5.158368,5.290584,NSCLC,-0.000346,-0.000248,0
1649,NCIH2172,Lapatinib,5.516213,3.952282,NSCLC,0.000453,-0.000461,0
1650,NCIH2172,Leflunomide,6.098777,4.970152,NSCLC,-0.000608,0.000038,0
1651,NCIH2172,Lenalidomide,5.745019,5.469972,NSCLC,-0.000541,0.000082,0
1652,NCIH2172,Lestaurtinib,3.755819,1.342002,NSCLC,0.000046,-0.00022,0
1653,NCIH2172,Linsitinib,3.65377,4.393616,NSCLC,-0.000052,-0.000374,0
1654,NCIH2172,Luminespib,0.511506,-0.648294,NSCLC,-0.000076,-0.000311,0
1655,NCIH2172,MG-132,0.353992,-1.251611,NSCLC,-0.000288,-0.000145,0
1656,NCIH2172,MIRA-1,3.619607,5.602193,NSCLC,-0.000583,0.000264,0
1657,NCIH2172,MK-1775,0.801991,0.838035,NSCLC,0.000241,-0.00033,0
1658,NCIH2172,MK-2206,3.818119,3.456453,NSCLC,0.000045,-0.000276,0
1659,NCIH2172,ML323,4.517694,4.073029,NSCLC,-0.000502,-0.000257,0
1660,NCIH2172,MN-64,3.502476,4.343996,NSCLC,-0.000541,0.000027,0
1661,NCIH2172,Mirin,6.475581,5.135997,NSCLC,-0.000654,0.000151,0
1662,NCIH2172,Motesanib,5.655602,5.325191,NSCLC,-0.000546,-0.000057,0
1663,NCIH2172,NU7441,4.402361,3.141634,NSCLC,-0.000499,0.000044,0
1664,NCIH2172,NVP-ADW742,2.988434,3.321397,NSCLC,-0.00022,-0.000286,0
1665,NCIH2172,Navitoclax,3.640007,2.617894,NSCLC,0.00501,0.000082,1
1666,NCIH2172,Nilotinib,5.502563,3.405239,NSCLC,0.000646,-0.000378,0
1667,NCIH2172,Niraparib,5.095164,4.569236,NSCLC,-0.000573,0.000052,0
1668,NCIH2172,Nutlin-3a (-),4.500415,5.763206,NSCLC,0.000419,-0.000376,0
1669,NCIH2172,OF-1,2.726896,3.821627,NSCLC,-0.00069,-0.00003,0
1670,NCIH2172,OSI-027,3.75479,2.56359,NSCLC,-0.000199,-0.000133,0
1671,NCIH2172,OTX015,4.380741,2.357176,NSCLC,-0.000049,-0.000533,0
1672,NCIH2172,Olaparib,4.843063,4.481726,NSCLC,-0.000263,-0.000351,0
1673,NCIH2172,Osimertinib,1.354482,1.736524,NSCLC,0.000011,-0.000051,0
1674,NCIH2172,Oxaliplatin,5.266801,5.292252,NSCLC,-0.000672,0.000344,0
1675,NCIH2172,P22077,4.889123,4.754527,NSCLC,-0.000471,0.000124,0
1676,NCIH2172,PCI-34051,5.677832,4.556578,NSCLC,-0.000619,0.000006,0
1677,NCIH2172,PD0325901,3.68425,2.618689,NSCLC,-0.000582,-0.000211,0
1678,NCIH2172,PD173074,4.137598,4.424395,NSCLC,0.000092,-0.000259,0
1679,NCIH2172,PFI-1,5.206297,4.043012,NSCLC,-0.000561,-0.000089,0
1680,NCIH2172,PFI3,5.76491,5.063207,NSCLC,-0.000547,0.000009,0
1681,NCIH2172,PLX-4720,4.876613,4.503765,NSCLC,-0.000727,-0.000102,0
1682,NCIH2172,PRIMA-1MET,6.067089,5.564601,NSCLC,-0.000559,0.000352,0
1683,NCIH2172,PRT062607,4.755784,3.377511,NSCLC,-0.000557,-0.000189,0
1684,NCIH2172,Paclitaxel,-1.195961,-2.057513,NSCLC,0.005015,-0.000006,1
1685,NCIH2172,Palbociclib,4.773459,4.039461,NSCLC,-0.000227,-0.000375,0
1686,NCIH2172,Pevonedistat,5.22728,2.084653,NSCLC,-0.000399,-0.000133,0
1687,NCIH2172,Picolinici-acid,5.618595,5.307527,NSCLC,-0.000575,0.00028,0
1688,NCIH2172,Pictilisib,2.993758,1.67314,NSCLC,-0.000025,-0.000155,0
1689,NCIH2172,RO-3306,4.472521,3.591823,NSCLC,-0.000545,0.000194,0
1690,NCIH2172,RVX-208,5.11455,5.006055,NSCLC,-0.00067,-0.000214,0
1691,NCIH2172,Refametinib,3.425544,3.190249,NSCLC,0.00006,-0.000236,0
1692,NCIH2172,Ribociclib,3.806317,4.145921,NSCLC,-0.000541,-0.000149,0
1693,NCIH2172,Rucaparib,4.050456,4.338222,NSCLC,-0.000494,0.000019,0
1694,NCIH2172,Ruxolitinib,4.20072,4.926748,NSCLC,-0.000581,-0.000049,0
1695,NCIH2172,SB216763,5.532933,5.204545,NSCLC,-0.000742,-0.000239,0
1696,NCIH2172,SB590885,5.069096,4.603936,NSCLC,-0.000048,-0.000199,0
1697,NCIH2172,SCH772984,4.584725,3.179428,NSCLC,0.00097,-0.000415,0
1698,NCIH2172,SGC0946,2.749625,2.244576,NSCLC,0.000267,-0.000238,0
1699,NCIH2172,SN-38,2.611981,2.943682,NSCLC,-0.00061,-0.000259,0
1700,NCIH2172,Sabutoclax,1.347971,0.601013,NSCLC,0.003324,-0.000088,1
1701,NCIH2172,Savolitinib,3.184879,2.344622,NSCLC,-0.000568,-0.000122,0
1702,NCIH2172,Selumetinib,5.654075,4.618784,NSCLC,-0.000624,-0.000114,0
1703,NCIH2172,Sepantronium bromide,-3.723014,-3.896218,NSCLC,-0.000592,-0.000066,0
1704,NCIH2172,Serdemetan,4.46277,4.172396,NSCLC,-0.000568,0.000029,0
1705,NCIH2172,Sorafenib,2.632574,2.555485,NSCLC,-0.000183,-0.0003,0
1706,NCIH2172,Staurosporine,-1.37387,-2.425287,NSCLC,0.00017,-0.000321,0
1707,NCIH2172,Talazoparib,3.328273,4.240948,NSCLC,-0.000586,-0.000121,0
1708,NCIH2172,Tamoxifen,4.059553,3.754465,NSCLC,-0.000574,0.000042,0
1709,NCIH2172,Tanespimycin,1.257183,-0.139128,NSCLC,0.000543,-0.000364,0
1710,NCIH2172,Taselisib,4.993882,1.944571,NSCLC,0.000025,-0.000463,0
1711,NCIH2172,Telomerase Inhibitor IX,3.327036,1.673458,NSCLC,-0.00052,-0.000103,0
1712,NCIH2172,Temozolomide,6.332767,7.115676,NSCLC,-0.000641,0.000224,0
1713,NCIH2172,Trametinib,1.031886,1.625229,NSCLC,0.000106,-0.000347,0
1714,NCIH2172,Ulixertinib,3.861329,3.038825,NSCLC,-0.000649,-0.000288,0
1715,NCIH2172,Uprosertib,5.408566,3.522598,NSCLC,-0.000581,-0.000252,0
1716,NCIH2172,VE-822,5.012001,3.681607,NSCLC,-0.000119,-0.000475,0
1717,NCIH2172,Veliparib,5.612096,5.266234,NSCLC,-0.0005,0.000116,0
1718,NCIH2172,Venetoclax,2.608937,2.963032,NSCLC,0.004549,0.000164,1
1719,NCIH2172,Vismodegib,5.282803,4.770743,NSCLC,-0.00044,-0.000088,0
1720,NCIH2172,Vorinostat,2.708727,2.172542,NSCLC,-0.000546,0.000372,0
1721,NCIH2172,WEHI-539,3.926019,4.352142,NSCLC,0.000427,-0.000382,0
1722,NCIH2172,WIKI4,3.118255,3.86089,NSCLC,0.00009,-0.00045,0
1723,NCIH2172,WZ4003,5.460991,3.965546,NSCLC,-0.000075,-0.000282,0
1724,NCIH2172,Wnt-C59,4.883264,3.751163,NSCLC,-0.000578,-0.000264,0
1725,NCIH2172,XAV939,5.031019,4.192584,NSCLC,-0.000432,0.00005,0
1726,NCIH2172,YK-4-279,3.637627,2.714288,NSCLC,-0.000522,0.000087,0
1727,NCIH2172,ZM447439,3.057493,3.371628,NSCLC,-0.000143,-0.000317,0
1728,LU135,5-Fluorouracil,4.140981,4.503015,SCLC,-0.000685,0.001691,0
1729,LU135,ABT737,-1.109456,-0.445916,SCLC,0.004426,0.000699,1
1730,LU135,AGI-5198,5.173997,4.167665,SCLC,-0.000469,0.001088,0
1731,LU135,AGI-6780,4.542143,4.360424,SCLC,0.000096,0.00091,0
1732,LU135,AGK2,2.791257,3.073081,SCLC,-0.000317,0.001192,0
1733,LU135,AZ960,1.817084,0.769404,SCLC,-0.000548,0.001159,0
1734,LU135,AZD3759,3.162003,2.630242,SCLC,-0.000063,0.000991,0
1735,LU135,AZD4547,3.354787,2.641779,SCLC,-0.000088,0.000988,0
1736,LU135,AZD5363,4.641336,2.550301,SCLC,-0.000506,0.001078,0
1737,LU135,AZD5582,0.88529,2.423853,SCLC,0.004356,0.000704,1
1738,LU135,AZD6738,2.6639,1.0864,SCLC,-0.000532,0.000957,0
1739,LU135,AZD7762,0.734161,-0.243201,SCLC,-0.000372,0.001288,0
1740,LU135,AZD8186,4.355466,3.584234,SCLC,-0.000152,0.000853,0
1741,LU135,Afatinib,0.855264,1.628755,SCLC,-0.000166,0.000863,0
1742,LU135,Afuresertib,4.352792,2.015838,SCLC,-0.000638,0.001101,0
1743,LU135,Alpelisib,3.62137,3.274814,SCLC,-0.000248,0.001214,0
1744,LU135,Avagacestat,4.526456,4.717621,SCLC,0.000032,0.001018,0
1745,LU135,Axitinib,0.928076,1.055724,SCLC,-0.000533,0.001419,0
1746,LU135,BMS-345541,3.200193,2.855856,SCLC,-0.000614,0.001546,0
1747,LU135,BMS-536924,2.672787,2.596993,SCLC,-0.000186,0.000934,0
1748,LU135,BMS-754807,-0.985451,-0.504705,SCLC,-0.000043,0.000922,0
1749,LU135,Bortezomib,-4.409114,-5.071207,SCLC,-0.000458,0.00138,0
1750,LU135,Bosutinib,2.661465,3.045243,SCLC,-0.000147,0.000871,0
1751,LU135,Buparlisib,1.116295,0.809377,SCLC,-0.000562,0.001024,0
1752,LU135,CCT007093,4.717566,4.762773,SCLC,-0.000424,0.001458,0
1753,LU135,CZC24832,5.274074,5.134021,SCLC,-0.000544,0.001301,0
1754,LU135,Camptothecin,-3.065622,-4.178453,SCLC,-0.000576,0.0013,0
1755,LU135,Cediranib,2.731037,1.884632,SCLC,-0.000478,0.001016,0
1756,LU135,Crizotinib,0.733136,1.395634,SCLC,-0.000477,0.000936,0
1757,LU135,Cyclophosphamide,5.324112,4.990927,SCLC,-0.0006,0.001597,0
1758,LU135,Dactinomycin,-2.499824,-4.260746,SCLC,0.004829,0.001054,1
1759,LU135,Dactolisib,-0.616435,-1.626569,SCLC,0.000034,0.000636,0
1760,LU135,Dasatinib,3.810553,3.475148,SCLC,-0.000252,0.000962,0
1761,LU135,Dinaciclib,-0.083877,-2.911284,SCLC,-0.000492,0.001371,0
1762,LU135,Docetaxel,-5.116641,-4.485832,SCLC,0.004298,0.000552,1
1763,LU135,Doramapimod,5.363185,4.620761,SCLC,-0.000122,0.000896,0
1764,LU135,EHT-1864,4.397002,3.012669,SCLC,-0.000101,0.001076,0
1765,LU135,EPZ004777,5.590904,4.811632,SCLC,-0.000014,0.000745,0
1766,LU135,EPZ5676,5.389897,5.166962,SCLC,0.000683,0.000605,0
1767,LU135,Entinostat,1.547827,0.592435,SCLC,-0.000572,0.00115,0
1768,LU135,Entospletinib,4.546772,4.254728,SCLC,-0.000496,0.000952,0
1769,LU135,Epirubicin,-1.497863,-1.430492,SCLC,0.000492,0.000814,0
1770,LU135,Erlotinib,4.251925,3.414793,SCLC,-0.000436,0.001336,0
1771,LU135,Fulvestrant,3.746631,3.006251,SCLC,0.000048,0.000989,0
1772,LU135,GDC0810,5.327022,4.732255,SCLC,0.000127,0.000929,0
1773,LU135,GSK1904529A,4.088026,4.197686,SCLC,0.004486,0.000623,1
1774,LU135,GSK2578215A,5.116058,4.714131,SCLC,-0.000371,0.001089,0
1775,LU135,GSK2606414,4.780423,3.982388,SCLC,-0.000081,0.000845,0
1776,LU135,GSK343,3.120771,3.458002,SCLC,0.000324,0.000819,0
1777,LU135,GW441756,0.388557,3.019388,SCLC,-0.000493,0.001275,0
1778,LU135,Gefitinib,3.228728,3.109085,SCLC,-0.000646,0.001263,0
1779,LU135,Gemcitabine,-0.939428,-2.930665,SCLC,-0.000575,0.001571,0
1780,LU135,I-BET-762,3.741849,3.621279,SCLC,-0.000521,0.000941,0
1781,LU135,I-BRD9,4.316513,4.499312,SCLC,0.000091,0.000907,0
1782,LU135,IWP-2,2.843666,2.497543,SCLC,-0.000325,0.000784,0
1783,LU135,Ibrutinib,4.60177,4.595434,SCLC,-0.000132,0.000876,0
1784,LU135,Ipatasertib,4.128622,3.348098,SCLC,-0.000251,0.001023,0
1785,LU135,Irinotecan,2.184308,-0.559686,SCLC,0.000776,0.000775,0
1786,LU135,JNK Inhibitor VIII,5.370282,5.087053,SCLC,-0.000463,0.001381,0
1787,LU135,JQ1,-0.181938,1.333997,SCLC,-0.000262,0.000879,0
1788,LU135,KRAS (G12C) Inhibitor-12,4.660555,4.332583,SCLC,-0.000398,0.001187,0
1789,LU135,KU-55933,4.742686,4.692084,SCLC,-0.00049,0.001344,0
1790,LU135,LCL161,5.10622,4.499272,SCLC,-0.000055,0.001003,0
1791,LU135,LGK974,4.372664,4.034395,SCLC,-0.000238,0.001008,0
1792,LU135,LY2109761,5.112615,4.682459,SCLC,-0.00054,0.001221,0
1793,LU135,Lapatinib,2.563656,3.75297,SCLC,0.000619,0.000697,0
1794,LU135,Leflunomide,5.675008,4.855004,SCLC,-0.000507,0.001236,0
1795,LU135,Lenalidomide,4.384324,5.000274,SCLC,-0.000429,0.001329,0
1796,LU135,Lestaurtinib,-1.858805,-0.63217,SCLC,0.000017,0.001001,0
1797,LU135,Linsitinib,3.163458,3.640304,SCLC,0.000033,0.000864,0
1798,LU135,Luminespib,-0.297299,-2.000732,SCLC,-0.000229,0.001123,0
1799,LU135,MG-132,-0.991079,-1.255722,SCLC,-0.000269,0.001147,0
1800,LU135,MIRA-1,2.69728,5.05857,SCLC,-0.000541,0.001611,0
1801,LU135,MK-1775,0.352933,-0.222345,SCLC,-0.000121,0.000902,0
1802,LU135,MK-2206,1.967209,2.430818,SCLC,-0.000039,0.000898,0
1803,LU135,ML323,5.224004,4.422431,SCLC,-0.000518,0.000996,0
1804,LU135,MN-64,4.146539,4.617653,SCLC,-0.000478,0.00126,0
1805,LU135,Mirin,5.530094,4.314851,SCLC,-0.00065,0.001626,0
1806,LU135,Motesanib,4.62033,5.0324,SCLC,-0.000539,0.001049,0
1807,LU135,NU7441,1.441211,2.866533,SCLC,-0.0005,0.001262,0
1808,LU135,NVP-ADW742,0.87192,2.160539,SCLC,-0.000141,0.000902,0
1809,LU135,Navitoclax,-2.220102,-0.440237,SCLC,0.004852,0.000577,1
1810,LU135,Nilotinib,2.260903,3.667314,SCLC,0.00069,0.000817,0
1811,LU135,Niraparib,4.574437,2.634507,SCLC,-0.000529,0.001301,0
1812,LU135,Nutlin-3a (-),4.251637,4.939695,SCLC,0.000421,0.00073,0
1813,LU135,OF-1,4.661212,3.877543,SCLC,-0.000612,0.001186,0
1814,LU135,OSI-027,3.036503,3.566088,SCLC,-0.000397,0.001138,0
1815,LU135,OTX015,2.535247,2.421524,SCLC,-0.000132,0.000878,0
1816,LU135,Olaparib,3.561588,2.338044,SCLC,-0.000324,0.000901,0
1817,LU135,Osimertinib,2.726514,1.499922,SCLC,-0.000039,0.000893,0
1818,LU135,Oxaliplatin,3.924089,3.545223,SCLC,-0.000658,0.001462,0
1819,LU135,P22077,2.921859,3.764091,SCLC,-0.000373,0.001193,0
1820,LU135,PCI-34051,4.271663,4.126077,SCLC,-0.000508,0.001184,0
1821,LU135,PD0325901,3.357444,3.621654,SCLC,-0.000484,0.00099,0
1822,LU135,PD173074,3.38542,3.980364,SCLC,0.000065,0.001053,0
1823,LU135,PFI-1,3.901055,4.154346,SCLC,-0.000606,0.001067,0
1824,LU135,PFI3,5.367152,4.901198,SCLC,-0.00042,0.001229,0
1825,LU135,PLX-4720,5.246761,4.693316,SCLC,-0.000713,0.001118,0
1826,LU135,PRIMA-1MET,5.059332,4.570807,SCLC,-0.0005,0.001611,0
1827,LU135,PRT062607,3.042627,3.637998,SCLC,-0.000529,0.001344,0
1828,LU135,Paclitaxel,-4.150478,-3.351198,SCLC,0.004773,0.000555,1
1829,LU135,Palbociclib,3.744968,3.545196,SCLC,-0.000242,0.000855,0
1830,LU135,Pevonedistat,0.512541,-0.786502,SCLC,-0.000499,0.000921,0
1831,LU135,Picolinici-acid,5.347283,5.104298,SCLC,-0.000562,0.001531,0
1832,LU135,Pictilisib,1.470486,0.940379,SCLC,0.00008,0.001088,0
1833,LU135,RO-3306,1.777755,2.255868,SCLC,-0.000456,0.001367,0
1834,LU135,RVX-208,5.338233,4.816303,SCLC,-0.000639,0.001135,0
1835,LU135,Refametinib,4.586628,4.222619,SCLC,-0.000127,0.001024,0
1836,LU135,Ribociclib,2.458082,3.847344,SCLC,-0.000405,0.00101,0
1837,LU135,Rucaparib,2.857536,3.42671,SCLC,-0.000426,0.001335,0
1838,LU135,Ruxolitinib,5.310197,4.940055,SCLC,-0.000537,0.001191,0
1839,LU135,SB216763,3.931214,4.879689,SCLC,-0.000687,0.001111,0
1840,LU135,SB590885,2.775631,4.359591,SCLC,-0.000078,0.000954,0
1841,LU135,SCH772984,4.197435,4.365351,SCLC,0.000632,0.000722,0
1842,LU135,SGC0946,2.099638,1.950086,SCLC,0.000302,0.000688,0
1843,LU135,SN-38,-4.976839,-6.263311,SCLC,-0.000511,0.001031,0
1844,LU135,Sabutoclax,-0.950949,-0.445197,SCLC,0.003557,0.000945,1
1845,LU135,Savolitinib,2.591407,2.041267,SCLC,-0.000573,0.001391,0
1846,LU135,Selumetinib,5.073707,4.923463,SCLC,-0.000627,0.001129,0
1847,LU135,Sepantronium bromide,-4.840072,-3.492672,SCLC,-0.000585,0.001124,0
1848,LU135,Serdemetan,2.599354,3.253678,SCLC,-0.000317,0.001286,0
1849,LU135,Sorafenib,2.201462,2.314082,SCLC,-0.000095,0.000962,0
1850,LU135,Staurosporine,-3.31932,-2.697678,SCLC,0.000076,0.000988,0
1851,LU135,Talazoparib,2.696325,-1.651113,SCLC,-0.000569,0.001008,0
1852,LU135,Tamoxifen,3.937003,3.835484,SCLC,-0.000525,0.00133,0
1853,LU135,Tanespimycin,-0.829399,1.1525,SCLC,0.000421,0.000796,0
1854,LU135,Taselisib,2.158213,1.305615,SCLC,-0.00017,0.000862,0
1855,LU135,Telomerase Inhibitor IX,0.500292,0.402153,SCLC,-0.00034,0.001069,0
1856,LU135,Temozolomide,4.954497,6.100729,SCLC,-0.000586,0.001533,0
1857,LU135,Trametinib,2.149553,2.497952,SCLC,0.000462,0.000642,0
1858,LU135,Ulixertinib,2.936494,3.712919,SCLC,-0.000533,0.00121,0
1859,LU135,Uprosertib,2.52323,2.44456,SCLC,-0.000542,0.001001,0
1860,LU135,VE-822,3.734683,2.720214,SCLC,-0.000079,0.000807,0
1861,LU135,Veliparib,4.741478,4.922742,SCLC,-0.000455,0.001388,0
1862,LU135,Venetoclax,3.063932,1.313845,SCLC,0.004569,0.000762,1
1863,LU135,Vismodegib,4.341001,4.577641,SCLC,-0.00037,0.001027,0
1864,LU135,Vorinostat,0.686544,1.168901,SCLC,-0.000463,0.001665,0
1865,LU135,WEHI-539,-1.485386,2.926906,SCLC,0.000301,0.000815,0
1866,LU135,WIKI4,3.27879,3.636856,SCLC,0.00001,0.000867,0
1867,LU135,WZ4003,3.542809,4.558319,SCLC,-0.000203,0.000928,0
1868,LU135,Wnt-C59,5.237092,4.024637,SCLC,-0.00059,0.000984,0
1869,LU135,XAV939,5.333317,4.322454,SCLC,-0.000366,0.001235,0
